"codeSystem","instanceType","code","codeSystemVersion","decode","uuid:ID","id"
"http://www.cdisc.org","Code","C113380","2023-12-15","Disabling Adverse Event","175e8d81-4d86-44e6-b950-856da88a98db","Code_169"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","062008b0-71a2-4515-90ab-ffee03dcd4d7","Code_170"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","bb4516fa-7f49-4ad7-914e-c7c7c08a7b3c","Code_171"
"http://www.cdisc.org","Code","C48275","2023-12-15","Death Related to Adverse Event","83982f1f-5489-4628-bebb-baaa1acec26d","Code_172"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","7b8a96fc-1f15-4012-a4d5-ddc729e10a8d","Code_173"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","8c321dd7-f40b-4d8e-93e7-ab25593d2f6a","Code_174"
"http://www.cdisc.org","Code","C83052","2023-12-15","Adverse Event associated with Hospitalization","307f5710-9a67-496c-b750-7ce002a01ca7","Code_175"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","e9deb3b4-b93a-4027-9a92-5181aafe8bb2","Code_176"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","949e275c-154c-4443-8498-1ca78adbb0b2","Code_177"
"http://www.cdisc.org","Code","C84266","2023-12-15","Life Threatening Adverse Event","bbfdd092-14a5-4947-a0d2-0aa4cbc9e561","Code_178"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","beae0ff8-4d94-47ad-a868-3cc9efeb3345","Code_179"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","4283a2c4-ce79-46c5-a327-ac80dd287498","Code_180"
"http://www.cdisc.org","Code","C83214","2023-12-15","Adverse Event Occurred with Overdose","9648ff89-3239-4545-b55c-eee4b091110f","Code_181"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","552d0910-3dba-4b7d-a18f-b7e5b931c545","Code_182"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","5868a2bd-ed80-4e82-860a-5455197f528e","Code_183"
"http://www.cdisc.org","Code","C83053","2023-12-15","Adverse Event Associated with Serious Medical Event","42ee9da1-4a2f-450d-b0fb-c2f6eb07517b","Code_184"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","5f2b2910-5d4d-466d-937f-e067b49f24f5","Code_185"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","981e273b-fb0d-4ba8-b151-6292c790716c","Code_186"
"http://www.cdisc.org","Code","C83199","2023-12-15","Adverse Event Concomitant Treatment","22d1df3b-89ea-4b70-8f98-48ddbfbf4f57","Code_187"
"http://www.cdisc.org","Code","C83215","2023-12-15","Adverse Event Start Date Time","d4642186-5848-48fe-a7db-5d5c7a6e9a70","Code_188"
"http://www.cdisc.org","Code","C83201","2023-12-15","Adverse Event End Date Time","ee8ca8ff-fc5f-45f3-ba01-2e9ed60da39f","Code_189"
"http://www.cdisc.org","Code","C179175","2023-12-15","Solicited Adverse Event","4f3f37cb-1cec-47d4-a35e-7e76185d7779","Code_190"
"http://www.cdisc.org","Code","C25298","2023-12-15","SYSBP","626a2ae6-b35a-406e-b354-2e6140923fc1","Code_191"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","01ec6e30-3eea-4aac-bff5-fddd6cd49d87","Code_192"
"http://www.cdisc.org","Code","C49669","2023-12-15","Unit of Pressure","0e3ec1e1-91b6-41ec-bab5-1a3915c62dba","Code_193"
"http://www.cdisc.org","Code","C62122","2023-12-15","Sitting","b848edeb-0a6e-4375-af66-cfbb41cddc09","Code_194"
"http://www.cdisc.org","Code","C62166","2023-12-15","Standing","84f23174-9fde-40d4-b6cf-61c355c884ff","Code_195"
"http://www.cdisc.org","Code","C62167","2023-12-15","Supine Position","4d9b35ce-81d4-4b36-b97e-df6dcf9ec338","Code_196"
"http://www.cdisc.org","Code","C62164","2023-12-15","Body Position","823e6929-5633-4804-877d-adc707f9c53b","Code_197"
"http://www.cdisc.org","Code","C12681","2023-12-15","Brachial Artery","a2f2e855-2447-4014-bf56-a2585b4f6ca0","Code_198"
"http://www.cdisc.org","Code","C12687","2023-12-15","Common Carotid Artery","01b125e8-20af-40ab-9072-5b185b7980d2","Code_199"
"http://www.cdisc.org","Code","C32478","2023-12-15","Dorsalis Pedis Artery","35a8bbcd-44d0-4fe6-9438-7ee2b787863e","Code_200"
"http://www.cdisc.org","Code","C12715","2023-12-15","Femoral Artery","75231822-d2b1-4cb6-886c-aa0979f2f66b","Code_201"
"http://www.cdisc.org","Code","C12838","2023-12-15","Radial Artery","6ea55315-0ecd-4767-8b0d-6555f1f7c08a","Code_202"
"http://www.cdisc.org","Code","C13717","2023-12-15","Anatomic Site","0ccae12f-0e0f-451b-b944-0486df0cbd2c","Code_203"
"http://www.cdisc.org","Code","C25229","2023-12-15","Left","d07c4d83-c457-40d9-a83d-20a5007818fd","Code_204"
"http://www.cdisc.org","Code","C25228","2023-12-15","Right","72beac40-b596-4008-8582-b85f6d1815b3","Code_205"
"http://www.cdisc.org","Code","C25185","2023-12-15","Laterality","29e9e20a-4fc1-49e9-abca-9e6f2b2a6ce3","Code_206"
"http://www.cdisc.org","Code","C25298","2023-12-15","SYSBP","0e46910b-0a82-4398-89c2-afc18a71f418","Code_207"
"http://www.cdisc.org","Code","C25299","2023-12-15","DIABP","0cf02c76-c854-4415-bdf7-59d1f164e296","Code_208"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","6179d6b4-16c0-4f96-a099-f3c5e45b2236","Code_209"
"http://www.cdisc.org","Code","C49669","2023-12-15","Unit of Pressure","06f81d10-ce19-4d18-a03d-e6a82f0605e3","Code_210"
"http://www.cdisc.org","Code","C62122","2023-12-15","Sitting","f5f1d2a6-0bd3-4e53-883e-8d545df43364","Code_211"
"http://www.cdisc.org","Code","C62166","2023-12-15","Standing","cd8d688d-1738-4f2e-9496-e73842d047d4","Code_212"
"http://www.cdisc.org","Code","C62167","2023-12-15","Supine Position","5db5b150-11b8-4d1f-9ce0-51475414bd68","Code_213"
"http://www.cdisc.org","Code","C62164","2023-12-15","Body Position","4f52a5d5-3be9-49d2-b805-9fcb14a3f803","Code_214"
"http://www.cdisc.org","Code","C12681","2023-12-15","Brachial Artery","6923b029-4b13-4e80-a326-52364a0982ae","Code_215"
"http://www.cdisc.org","Code","C12687","2023-12-15","Common Carotid Artery","c66f42ae-9207-4a4b-9b5f-d543263e8d85","Code_216"
"http://www.cdisc.org","Code","C32478","2023-12-15","Dorsalis Pedis Artery","bf1a7379-888d-4161-9a47-b5b1dfc2ca78","Code_217"
"http://www.cdisc.org","Code","C12715","2023-12-15","Femoral Artery","2b2d3999-5d19-498c-ba23-db02cedbf2cb","Code_218"
"http://www.cdisc.org","Code","C12838","2023-12-15","Radial Artery","240bdfcc-9b0f-4e04-bc25-56a822928111","Code_219"
"http://www.cdisc.org","Code","C13717","2023-12-15","Anatomic Site","60d656e0-5b72-4412-b8a9-099b76a25ef1","Code_220"
"http://www.cdisc.org","Code","C25229","2023-12-15","Left","46cd07b1-3c4e-47be-b451-0c775ddb2dbb","Code_221"
"http://www.cdisc.org","Code","C25228","2023-12-15","Right","34aa8fdd-b31a-4aed-9f1f-f0f9911d056f","Code_222"
"http://www.cdisc.org","Code","C25185","2023-12-15","Laterality","65e9095e-d610-4aa6-b222-5fc4165a024b","Code_223"
"http://www.cdisc.org","Code","C25299","2023-12-15","DIABP","089d0e40-0089-494c-b42f-4cb59a5cc707","Code_224"
"http://www.cdisc.org","Code","C174446","2023-12-15","TEMP","508f0f6a-3716-4da5-aaf4-2ff9c9878601","Code_225"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","80cf65f7-fe50-4939-8038-94437eff8952","Code_226"
"http://www.cdisc.org","Code","C42559","2023-12-15","Degree Celsius","edada288-460c-4e8b-ba33-0065d2d33cbc","Code_227"
"http://www.cdisc.org","Code","C44277","2023-12-15","Degree Fahrenheit","46c49a46-f4b8-47cf-b38a-58f10835168f","Code_228"
"http://www.cdisc.org","Code","C42537","2023-12-15","Kelvin","eb4e5909-b454-4f87-aa36-66d6d5395d2c","Code_229"
"http://www.cdisc.org","Code","C44276","2023-12-15","Unit of Temperature","5fd6bf74-33c9-4da8-b2cd-979fbf9d131f","Code_230"
"http://www.cdisc.org","Code","C12674","2023-12-15","Axilla","b17510ee-d154-4606-a4dc-7498a7fdff43","Code_231"
"http://www.cdisc.org","Code","C12394","2023-12-15","Ear","6ef1bd50-60b1-40fd-8105-e794bb9d78ae","Code_232"
"http://www.cdisc.org","Code","C89803","2023-12-15","Forehead","2544a89a-6ac9-4f3a-a889-5a597a57dedd","Code_233"
"http://www.cdisc.org","Code","C12421","2023-12-15","Oral Cavity","c96517fa-cc61-4bee-87c3-abca24dab05c","Code_234"
"http://www.cdisc.org","Code","C12390","2023-12-15","Rectum","42c69eaa-0a4b-43ce-9c3c-c973e21fb6a2","Code_235"
"http://www.cdisc.org","Code","C13717","2023-12-15","Anatomic Site","7d2b3a12-3fa8-49fe-8ece-90ac0d348757","Code_236"
"http://www.cdisc.org","Code","C174446","2023-12-15","TEMP","c016dc6a-3059-416b-8b82-3a1929158c4e","Code_237"
"http://www.cdisc.org","Code","C25208","2023-12-15","WEIGHT","0023e9eb-2271-4e3e-b32d-1b4670137c53","Code_238"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","1f17b31c-e70f-4636-9549-07c3464376bf","Code_239"
"http://www.cdisc.org","Code","C48531","2023-12-15","Pound","6d70e46a-94f9-4f23-a53a-7cc97b006414","Code_240"
"http://www.cdisc.org","Code","C48155","2023-12-15","Gram","10a7e425-29b5-4bf3-bd3f-d25c93e0526d","Code_241"
"http://www.cdisc.org","Code","C28252","2023-12-15","Kilogram","0c2d8886-eab3-4184-bb42-d2043a132a17","Code_242"
"http://www.cdisc.org","Code","C48208","2023-12-15","Unit of Weight","ec4a4769-7821-4bba-9c3d-5c6f3a6a8c98","Code_243"
"http://www.cdisc.org","Code","C25208","2023-12-15","WEIGHT","edad9d9a-a15b-4c38-83d7-c419afbeab44","Code_244"
"http://www.cdisc.org","Code","C25347","2023-12-15","HEIGHT","0e01034c-291d-481c-834c-85e0cb0d8888","Code_245"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","8fd0114e-270f-4056-b0a8-0d7d01506ea1","Code_246"
"http://www.cdisc.org","Code","C49668","2023-12-15","Centimeter","1c0503f6-7618-4e70-8b86-edbe76a8deb0","Code_247"
"http://www.cdisc.org","Code","C48500","2023-12-15","Inch","8a40c816-2a39-4138-98f6-a48422eba4be","Code_248"
"http://www.cdisc.org","Code","C41139","2023-12-15","Meter","f06e6c30-1fca-43bb-8163-9cb657e9ac24","Code_249"
"http://www.cdisc.org","Code","C168688","2023-12-15","Unit of Height","d9d8c1d0-d528-45f5-9f13-d88f1909535b","Code_250"
"http://www.cdisc.org","Code","C25347","2023-12-15","HEIGHT","b6c7a460-ae07-49c3-bfe5-523b300c7289","Code_251"
"http://www.cdisc.org","Code","C64433","2023-12-15","ALT","df350058-4c22-4f73-9818-48ce4d1dbf4e","Code_252"
"http://www.cdisc.org","Code","C36292","2023-12-15","Laboratory Test Result","4dcc1baf-3a34-4cb6-90c9-432ec269b0b6","Code_253"
"http://www.cdisc.org","Code","C67456","2023-12-15","Unit per Liter","b92ffe42-2fcf-4050-aa92-dc36298fb92f","Code_254"
"http://www.cdisc.org","Code","C67397","2023-12-15","Microkatal per Liter","2e5d7aa8-441c-4bcb-9f1c-5fa4b95581e5","Code_255"
"http://www.cdisc.org","Code","C67376","2023-12-15","International Unit per Liter","29fe6575-4759-4175-aa64-9a74cc67101b","Code_256"
"http://www.cdisc.org","Code","C70510","2023-12-15","Nanokatal per Liter","5a598f70-d1bd-4f46-87fb-1b088fc8789c","Code_257"
"http://www.cdisc.org","Code","C67365","2023-12-15","Unit of Catalytic Activity Concentration","1d1e1e3f-0d9f-4a65-9adf-c63c241bc55f","Code_258"
"http://www.cdisc.org","Code","C70713","2023-12-15","Biospecimen Type","3e3f86ae-eb65-43a2-a8fc-dd53cdac3f36","Code_259"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","e61e0a3a-c943-46de-9447-bf3d24ce9b79","Code_260"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","0e752740-c546-4fe6-8384-1c3b0ad7fdee","Code_261"
"http://www.cdisc.org","Code","C83309","2023-12-15","Laboratory Test Fasting Status","c983a68d-f11f-4eea-9346-6b972b0e02f3","Code_262"
"http://www.cdisc.org","Code","C64433","2023-12-15","ALT","ef7d7ea4-8f03-4b7a-8e2f-52ca1b96035f","Code_263"
"http://www.cdisc.org","Code","C64431","2023-12-15","ALB","671866ec-540e-4269-84a1-c6652dee8f6f","Code_264"
"http://www.cdisc.org","Code","C36292","2023-12-15","Laboratory Test Result","54a8d901-185d-4928-b050-7047d305515d","Code_265"
"http://www.cdisc.org","Code","C70713","2023-12-15","Biospecimen Type","bc3d9696-448e-4900-9cf4-d455a7e90cee","Code_266"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","fa9cba74-f69b-4077-94b9-8c3befcdba17","Code_267"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","c33aff7c-9d63-465b-93aa-b06e01b655f8","Code_268"
"http://www.cdisc.org","Code","C83309","2023-12-15","Laboratory Test Fasting Status","86cdc3fa-fd13-4dc9-9eaa-f4febaf2fe69","Code_269"
"http://www.cdisc.org","Code","C64431","2023-12-15","ALB","670d5a8a-feb3-4b94-9602-d3a097ba6533","Code_270"
"http://www.cdisc.org","Code","C64432","2023-12-15","ALP","3190b50f-16e2-4892-8f3a-0779db00b6b0","Code_271"
"http://www.cdisc.org","Code","C36292","2023-12-15","Laboratory Test Result","a12716e8-db6e-47b5-845a-814eee88dcd6","Code_272"
"http://www.cdisc.org","Code","C67456","2023-12-15","Unit per Liter","8af4711f-8d8d-4581-b5c5-0f8dc3c556b4","Code_273"
"http://www.cdisc.org","Code","C67397","2023-12-15","Microkatal per Liter","dd557d96-7230-4a96-a4f1-81f5734e53e2","Code_274"
"http://www.cdisc.org","Code","C67376","2023-12-15","International Unit per Liter","cbb9ce7b-2685-4ed4-8cc0-563c2ab4836a","Code_275"
"http://www.cdisc.org","Code","C67365","2023-12-15","Unit of Catalytic Activity Concentration","ca7da6eb-d015-4697-819d-596250c15925","Code_276"
"http://www.cdisc.org","Code","C70713","2023-12-15","Biospecimen Type","6e6d05f5-d105-4a68-a8ae-19604422d79b","Code_277"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","226c933b-ba2d-4b41-97e0-a0bf8085aeb3","Code_278"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","a61b6da0-927a-480e-84e7-adae5ad1f162","Code_279"
"http://www.cdisc.org","Code","C83309","2023-12-15","Laboratory Test Fasting Status","8c3cf851-b994-43df-85e1-fd313d541ca5","Code_280"
"http://www.cdisc.org","Code","C64432","2023-12-15","ALP","fa4cc8ce-17f1-4e85-96f0-e37314bb1f25","Code_281"
"http://www.cdisc.org","Code","C64467","2023-12-15","AST","886aacf5-8dd1-4240-a01a-089ca7852571","Code_282"
"http://www.cdisc.org","Code","C36292","2023-12-15","Laboratory Test Result","3a839587-ec6a-4cda-bac7-1f6b8478f92d","Code_283"
"http://www.cdisc.org","Code","C67456","2023-12-15","Unit per Liter","fbbed318-e7ef-4ca4-88d3-e310e1cf7e18","Code_284"
"http://www.cdisc.org","Code","C67397","2023-12-15","Microkatal per Liter","9a6c51a3-97fe-42b9-88a6-e29b692af858","Code_285"
"http://www.cdisc.org","Code","C67376","2023-12-15","International Unit per Liter","445e06da-15d4-43cd-8dd2-dbb7772d53fe","Code_286"
"http://www.cdisc.org","Code","C67365","2023-12-15","Unit of Catalytic Activity Concentration","cd1acd1b-8592-46d3-bcf9-2ae98f46c6d7","Code_287"
"http://www.cdisc.org","Code","C70713","2023-12-15","Biospecimen Type","2f1e1a1f-6b98-4422-adc3-ff30bb6f5806","Code_288"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","c8e8ec40-9fbe-44fd-a901-6d92d094fc98","Code_289"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","29d4931f-2ae5-4d3a-a01c-fa2e1d84fc88","Code_290"
"http://www.cdisc.org","Code","C83309","2023-12-15","Laboratory Test Fasting Status","3464d9bd-f022-4e26-b4ac-f6621e061b16","Code_291"
"http://www.cdisc.org","Code","C64467","2023-12-15","AST","67816d64-03a8-4536-a47e-b7118b981f1e","Code_292"
"http://www.cdisc.org","Code","C64547","2023-12-15","CREAT","539a4b91-4a5b-4ef0-b482-b28785b50489","Code_293"
"http://www.cdisc.org","Code","C36292","2023-12-15","Laboratory Test Result","27df1747-ed82-48db-80b9-11ac26cd419f","Code_294"
"http://www.cdisc.org","Code","C67015","2023-12-15","Milligram per Deciliter","101b91fb-2d22-4179-a617-d7a88224828b","Code_295"
"http://www.cdisc.org","Code","C64572","2023-12-15","Microgram per Milliliter","35d98466-5343-4035-895f-7fe289d70bce","Code_296"
"http://www.cdisc.org","Code","C64387","2023-12-15","Millimole per Liter","cb618ebf-9e65-4458-8084-1cdafe8b013e","Code_297"
"http://www.cdisc.org","Code","C48508","2023-12-15","Micromole per Liter","fe103d60-171d-428d-b861-7e4a6bd324d3","Code_298"
"http://www.cdisc.org","Code","C48207","2023-12-15","Unit of Concentration","ff7be47e-39ae-4b25-b670-88cfba7be09d","Code_299"
"http://www.cdisc.org","Code","C70713","2023-12-15","Biospecimen Type","8d71678d-a8e1-4d22-9bac-4c22838fa817","Code_300"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","cde06f97-87c6-4118-83b7-481b55ef5702","Code_301"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","56303a0c-9ad9-4a7e-9281-b4f8eed3d901","Code_302"
"http://www.cdisc.org","Code","C83309","2023-12-15","Laboratory Test Fasting Status","7ef01ee7-d95a-42b3-bed6-4f7330052995","Code_303"
"http://www.cdisc.org","Code","C64547","2023-12-15","CREAT","47a3624f-a599-4625-bf5d-a14a28c1cd22","Code_304"
"http://www.cdisc.org","Code","C64853","2023-12-15","K","4bda3b28-3f1a-4e0d-8551-09b726e5a302","Code_305"
"http://www.cdisc.org","Code","C36292","2023-12-15","Laboratory Test Result","7b58789c-1929-441e-810a-59295ba42e6d","Code_306"
"http://www.cdisc.org","Code","C67474","2023-12-15","Milliequivalent per Liter","d6451745-ea67-4fbc-bc9d-4d692d502823","Code_307"
"http://www.cdisc.org","Code","C67473","2023-12-15","Milliequivalent per Deciliter","a88e28fd-8b92-41bd-969f-fb4c0932dfc8","Code_308"
"http://www.cdisc.org","Code","C64387","2023-12-15","Millimole per Liter","a956a2ba-16ff-46eb-ad8d-d50370a2d588","Code_309"
"http://www.cdisc.org","Code","C64567","2023-12-15","Molarity Unit","a7fa0115-6f57-4936-80cf-c6fac5e6563a","Code_310"
"http://www.cdisc.org","Code","C70713","2023-12-15","Biospecimen Type","68613dab-b400-4b95-8ac3-e407767812a0","Code_311"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","342108c1-6827-481e-9a7b-a5faba1e109a","Code_312"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","d546b67b-f70b-4096-ab5d-2527ccaf7629","Code_313"
"http://www.cdisc.org","Code","C83309","2023-12-15","Laboratory Test Fasting Status","2b54abe7-f58c-4511-a57f-ac79c0d8d706","Code_314"
"http://www.cdisc.org","Code","C64853","2023-12-15","K","d8f27672-3967-4193-a215-8d9d125a725e","Code_315"
"http://www.cdisc.org","Code","C64809","2023-12-15","SODIUM","610aa045-6e23-414f-bba4-ef0688f94ad3","Code_316"
"http://www.cdisc.org","Code","C36292","2023-12-15","Laboratory Test Result","a4c16165-f5e4-4c9d-b894-8eb91202eca7","Code_317"
"http://www.cdisc.org","Code","C67474","2023-12-15","Milliequivalent per Liter","ee6f9008-b3b1-40f3-b368-978e303c041e","Code_318"
"http://www.cdisc.org","Code","C67473","2023-12-15","Milliequivalent per Deciliter","0d576f0d-f204-4c76-a631-3f782b03dbd8","Code_319"
"http://www.cdisc.org","Code","C64387","2023-12-15","Millimole per Liter","8262dc8f-3c28-4e25-aeeb-727b151baf06","Code_320"
"http://www.cdisc.org","Code","C64567","2023-12-15","Molarity Unit","d38646a5-1e14-4c9e-b754-a8ccabc183fa","Code_321"
"http://www.cdisc.org","Code","C70713","2023-12-15","Biospecimen Type","f1aac448-416b-486e-ae7f-3d8cd9e01ac8","Code_322"
"http://www.cdisc.org","Code","C49487","2023-12-15","No","1a3332e0-7287-4ccf-9074-b3ba10d1cc85","Code_323"
"http://www.cdisc.org","Code","C49488","2023-12-15","Yes","2745a8e3-cff2-4550-ae38-a3f65c215042","Code_324"
"http://www.cdisc.org","Code","C83309","2023-12-15","Laboratory Test Fasting Status","41d05d6a-1267-46ab-af77-a3c42227f372","Code_325"
"http://www.cdisc.org","Code","C64809","2023-12-15","SODIUM","65df23ba-ae10-4bed-aba2-8eab52843241","Code_326"
"http://www.cdisc.org","Code","C25298","2023-12-15","SYSBP","20d787a1-7713-436b-b413-4d22ba94a57c","Code_327"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","52b905e1-4b16-47a6-a358-ea6bbb0f426c","Code_328"
"http://www.cdisc.org","Code","C49669","2023-12-15","Unit of Pressure","e5a68b8e-093e-4fdb-993c-045ea83444da","Code_329"
"http://www.cdisc.org","Code","C62122","2023-12-15","Sitting","981fa69f-4b6b-4220-811c-45e10ce8ec26","Code_330"
"http://www.cdisc.org","Code","C62166","2023-12-15","Standing","5e15a71a-fe29-4b53-92e8-c88497bf9f90","Code_331"
"http://www.cdisc.org","Code","C62167","2023-12-15","Supine Position","f1a5525c-86f9-4e10-8142-931d70e96277","Code_332"
"http://www.cdisc.org","Code","C62164","2023-12-15","Body Position","f0c20761-4ec8-4084-981a-22b972fe2083","Code_333"
"http://www.cdisc.org","Code","C12681","2023-12-15","Brachial Artery","59cb332e-ba48-4cfe-87a6-b968097b5fc8","Code_334"
"http://www.cdisc.org","Code","C12687","2023-12-15","Common Carotid Artery","2d7e9a9d-2e77-4812-a7fd-fd5ed18b2c29","Code_335"
"http://www.cdisc.org","Code","C32478","2023-12-15","Dorsalis Pedis Artery","c9273acc-6f27-4d01-9876-348d76888c74","Code_336"
"http://www.cdisc.org","Code","C12715","2023-12-15","Femoral Artery","ede1ba71-f884-429f-91c1-216acabf1907","Code_337"
"http://www.cdisc.org","Code","C12838","2023-12-15","Radial Artery","5bcacaee-4d2d-4dc8-a57c-d840f41939db","Code_338"
"http://www.cdisc.org","Code","C13717","2023-12-15","Anatomic Site","3821814f-d53c-497a-9043-53375d601e1f","Code_339"
"http://www.cdisc.org","Code","C25229","2023-12-15","Left","59620bd7-1f4e-45e4-b564-76ab9e9d605f","Code_340"
"http://www.cdisc.org","Code","C25228","2023-12-15","Right","f33e0f98-99b1-46a7-89dc-475016c51f4b","Code_341"
"http://www.cdisc.org","Code","C25185","2023-12-15","Laterality","8084404c-161c-4e1c-a650-364e552cf322","Code_342"
"http://www.cdisc.org","Code","C25298","2023-12-15","SYSBP","5c4a4824-ac25-4131-8e67-6d71ff6bfec6","Code_343"
"http://www.cdisc.org","Code","C25299","2023-12-15","DIABP","74f97698-23ef-44ff-bbc9-0a6997dabb5f","Code_344"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","a3dc9718-3250-498e-b498-e11103812c9a","Code_345"
"http://www.cdisc.org","Code","C49669","2023-12-15","Unit of Pressure","e1757e02-330f-4a1b-8757-171e23c2800a","Code_346"
"http://www.cdisc.org","Code","C62122","2023-12-15","Sitting","45c46fbb-ffdd-4910-b19e-373b2b0cf04e","Code_347"
"http://www.cdisc.org","Code","C62166","2023-12-15","Standing","265fed4f-560a-4911-a2e7-6db646500270","Code_348"
"http://www.cdisc.org","Code","C62167","2023-12-15","Supine Position","0be6159c-b28c-404a-a2ba-1a8ca6eb1c28","Code_349"
"http://www.cdisc.org","Code","C62164","2023-12-15","Body Position","95933283-a817-4cff-8657-826a246527bf","Code_350"
"http://www.cdisc.org","Code","C12681","2023-12-15","Brachial Artery","1c7ab420-ea93-44e9-8f4f-3fe098534033","Code_351"
"http://www.cdisc.org","Code","C12687","2023-12-15","Common Carotid Artery","bcb847da-4ca4-4b64-8f25-0ce0a3dd0a5c","Code_352"
"http://www.cdisc.org","Code","C32478","2023-12-15","Dorsalis Pedis Artery","a3ba0baf-3c52-4c4f-a08f-8d54d13ae57a","Code_353"
"http://www.cdisc.org","Code","C12715","2023-12-15","Femoral Artery","ec5ffc99-e347-4e2b-a707-48ee1a13d77b","Code_354"
"http://www.cdisc.org","Code","C12838","2023-12-15","Radial Artery","cee292df-ccc5-4fa9-9cbe-d8aac890e804","Code_355"
"http://www.cdisc.org","Code","C13717","2023-12-15","Anatomic Site","3a5ba9c7-24e7-4dd3-a92c-9afd18fce3fb","Code_356"
"http://www.cdisc.org","Code","C25229","2023-12-15","Left","da782778-ec8f-45a7-8845-35a6c5a18175","Code_357"
"http://www.cdisc.org","Code","C25228","2023-12-15","Right","5c345a12-5e6c-47fc-8858-d673d500516e","Code_358"
"http://www.cdisc.org","Code","C25185","2023-12-15","Laterality","88e37989-e3ac-4941-b8a6-36e77c2d815e","Code_359"
"http://www.cdisc.org","Code","C25299","2023-12-15","DIABP","27a6f4bf-60bc-42f8-a74e-28421ce92bde","Code_360"
"http://www.cdisc.org","Code","C49677","2023-12-15","HR","dbebb185-2182-4a43-ab3d-79a5d5f4a69a","Code_361"
"http://www.cdisc.org","Code","C77140","2023-12-15","Clinical Test Result","7f5badcf-c0cb-457a-8008-8a9933005de5","Code_362"
"http://www.cdisc.org","Code","C73688","2023-12-15","Count per Minute","1e08a734-72f2-4c49-bb3f-83e651162a17","Code_363"
"http://www.cdisc.org","Code","C62122","2023-12-15","Sitting","9dbd8d58-5370-4a06-a5ed-a7024f2044e8","Code_364"
"http://www.cdisc.org","Code","C62166","2023-12-15","Standing","a559b88d-61d7-4fd2-aac4-2c88df36f24e","Code_365"
"http://www.cdisc.org","Code","C62167","2023-12-15","Supine Position","3383d69d-aa06-417d-a3f0-535b9cd592f7","Code_366"
"http://www.cdisc.org","Code","C62164","2023-12-15","Body Position","03f1247c-6d15-4be8-84d0-350d3ab1c4ae","Code_367"
"http://www.cdisc.org","Code","C12681","2023-12-15","Brachial Artery","eac25363-eeb1-4972-b545-f723abb6b8b0","Code_368"
"http://www.cdisc.org","Code","C12687","2023-12-15","Common Carotid Artery","683c2dc6-ca6c-48fc-acef-f0a00145f4df","Code_369"
"http://www.cdisc.org","Code","C32478","2023-12-15","Dorsalis Pedis Artery","3c628484-452d-4cca-a5a2-26f848ee5087","Code_370"
"http://www.cdisc.org","Code","C12715","2023-12-15","Femoral Artery","c3981a1c-8e7d-4899-8e33-8bbd40c561f6","Code_371"
"http://www.cdisc.org","Code","C12838","2023-12-15","Radial Artery","4a04c140-2a10-4681-920b-c669bec9120f","Code_372"
"http://www.cdisc.org","Code","C13717","2023-12-15","Anatomic Site","fac21dc0-416b-4907-bb7b-8e1c3a17048a","Code_373"
"http://www.cdisc.org","Code","C25229","2023-12-15","Left","b4a670d8-5e00-420b-983f-72d6435d9fcc","Code_374"
"http://www.cdisc.org","Code","C25228","2023-12-15","Right","accf1fef-6a50-4d51-af51-665e06866cd0","Code_375"
"http://www.cdisc.org","Code","C25185","2023-12-15","Laterality","0e76d798-c1e9-4917-a455-b2f55ab4258f","Code_376"
"http://www.cdisc.org","Code","C49677","2023-12-15","HR","d6ec6f2f-61b2-4ca2-8921-8223a458737e","Code_377"
