"decode","instanceType","uuid:ID","id","codeSystem","code","codeSystemVersion"
"Disabling Adverse Event","Code","8868e772-7a12-4208-8519-f1c1405718ba","Code_169","http://www.cdisc.org","C113380","2023-12-15"
"No","Code","fe900b79-ce7f-43e4-8589-76fd066cea3a","Code_170","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","c7403627-c721-4fc5-bdd6-7b3c369a7272","Code_171","http://www.cdisc.org","C49488","2023-12-15"
"Death Related to Adverse Event","Code","5ba8c9bf-f8f3-49b8-8f4e-a2990f6ed5f3","Code_172","http://www.cdisc.org","C48275","2023-12-15"
"No","Code","472badba-7462-44f6-b32f-e87e85d301eb","Code_173","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","9d1cbaac-e449-47cc-ae00-4dfedae7be9b","Code_174","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event associated with Hospitalization","Code","0d355067-a25c-435b-ac82-e7667fca9a31","Code_175","http://www.cdisc.org","C83052","2023-12-15"
"No","Code","0f78532c-2720-4b37-b42e-21e2c362732a","Code_176","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","9a9e0b1f-1098-4df0-985b-124c7d0c399d","Code_177","http://www.cdisc.org","C49488","2023-12-15"
"Life Threatening Adverse Event","Code","c210669e-6c58-400a-b922-a5d69fe84e55","Code_178","http://www.cdisc.org","C84266","2023-12-15"
"No","Code","22e8a47d-1b90-4a52-8088-84010796506d","Code_179","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","483ea1fd-1007-4e36-a250-4b01615a5a51","Code_180","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Occurred with Overdose","Code","a7f3443f-f39d-458c-84b5-7ba9d21e99c2","Code_181","http://www.cdisc.org","C83214","2023-12-15"
"No","Code","4e5e3e9b-6e3e-46ed-a768-e6321aa21811","Code_182","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","85bf991f-375b-4a35-9342-d9645322844f","Code_183","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Associated with Serious Medical Event","Code","21253937-50d7-4bac-8663-94a8a1fbea27","Code_184","http://www.cdisc.org","C83053","2023-12-15"
"No","Code","1d304d80-8860-469a-853f-7a047a6e5840","Code_185","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","4117daaf-44c3-461a-a6af-c0351879f0fd","Code_186","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Concomitant Treatment","Code","7144b934-c6d0-4324-b891-ae759d2553da","Code_187","http://www.cdisc.org","C83199","2023-12-15"
"Adverse Event Start Date Time","Code","f95b2a7f-1be7-4943-a8d0-0134e9c1b34b","Code_188","http://www.cdisc.org","C83215","2023-12-15"
"Adverse Event End Date Time","Code","5849866f-20b4-4eda-a082-9366bdf0e5b3","Code_189","http://www.cdisc.org","C83201","2023-12-15"
"Solicited Adverse Event","Code","2cae6227-8924-48e7-921f-dc34894109d1","Code_190","http://www.cdisc.org","C179175","2023-12-15"
"SYSBP","Code","25bdb6c5-cd90-4efe-b446-62944b20da6d","Code_191","http://www.cdisc.org","C25298","2023-12-15"
"Clinical Test Result","Code","8fd3b593-1908-41c0-bb11-b4425318416d","Code_192","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","488a64a2-239e-437f-b441-87c984104089","Code_193","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","e979b0ab-5022-4db9-b58d-7ee6282e4833","Code_194","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","1297ef4f-c411-492d-8613-7c2c3721ad4c","Code_195","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","046f9e5f-b84e-42e0-8e7d-573a8af996e9","Code_196","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","b7366c4d-48e2-44a9-ab67-53c7d07f063a","Code_197","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","ebaf8fcb-ac41-457a-8005-bc3c8035951c","Code_198","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","e0f639c4-a992-46ca-9597-e411e000f0c2","Code_199","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","417e414b-8926-4566-834d-2accf5ee302a","Code_200","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","b5f26c1c-76a2-4b81-817b-b1fc65955d08","Code_201","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","f3393720-4b7d-47a3-bc50-822d38fc0032","Code_202","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","33889bf8-a42a-4866-9062-f01f935e86ce","Code_203","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","0898637c-b189-4300-be4a-5a39bbe7f822","Code_204","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","f24bcc28-44a3-450c-b0dc-e90e07f36170","Code_205","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","8770b6c5-00a6-46af-a69b-54bb1225895e","Code_206","http://www.cdisc.org","C25185","2023-12-15"
"SYSBP","Code","ce1d031c-0cde-47c1-9a76-c8e3841dd546","Code_207","http://www.cdisc.org","C25298","2023-12-15"
"DIABP","Code","2ee2119f-42f5-4a5c-8296-40bfddccebb8","Code_208","http://www.cdisc.org","C25299","2023-12-15"
"Clinical Test Result","Code","4b3fa13b-3597-48a1-a04f-6ebbc992812b","Code_209","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","af17a53d-2b33-446d-b908-460f564a64ad","Code_210","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","0c551525-652e-4f17-a1b1-7bd3802f0aed","Code_211","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","ff90e0ad-7a5d-4a12-9eab-5157f870f656","Code_212","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","51e29474-8524-404f-ae4f-4749c61a6875","Code_213","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","cec85621-417a-495d-964d-89f3b2d2884c","Code_214","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","40e44f88-2d16-4220-9a73-7f17d1609bbb","Code_215","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","a2690e9b-afa5-4b13-acff-d25c2194c728","Code_216","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","7f31fe58-69cf-4861-8a31-e14489a1748e","Code_217","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","2bbbc60c-a88d-4228-aca0-66b659a0be6c","Code_218","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","73f105cb-a9ee-4af7-8494-9bed54aa7992","Code_219","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","e37f00ee-4f34-4529-9e6d-3e80c428ac0d","Code_220","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","dcc95766-4d55-46aa-9c0e-de58c4862930","Code_221","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","32a871ac-98e5-4321-8865-33cdfca24337","Code_222","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","25b83517-576d-4d09-af52-bad83111136a","Code_223","http://www.cdisc.org","C25185","2023-12-15"
"DIABP","Code","29d1d575-31b4-4268-a6f6-48dea6d84509","Code_224","http://www.cdisc.org","C25299","2023-12-15"
"TEMP","Code","aee052eb-61af-43b7-9dbe-04349097c5bb","Code_225","http://www.cdisc.org","C174446","2023-12-15"
"Clinical Test Result","Code","7932a18c-c3ec-4947-9503-64b470abbad3","Code_226","http://www.cdisc.org","C77140","2023-12-15"
"Degree Celsius","Code","55046735-f153-416a-8223-11a29fb7d33f","Code_227","http://www.cdisc.org","C42559","2023-12-15"
"Degree Fahrenheit","Code","b7dd5c15-f6f1-4bb9-a768-1666e5b4ce89","Code_228","http://www.cdisc.org","C44277","2023-12-15"
"Kelvin","Code","da9d92f9-85ac-49c1-9d43-1349972f5905","Code_229","http://www.cdisc.org","C42537","2023-12-15"
"Unit of Temperature","Code","b1988c7d-74ae-487f-8f8c-703b20fcb990","Code_230","http://www.cdisc.org","C44276","2023-12-15"
"Axilla","Code","6474c723-2ab7-4ed2-a46d-6f8e6f9a661d","Code_231","http://www.cdisc.org","C12674","2023-12-15"
"Ear","Code","41ac3ca1-5b48-429a-833d-62594080f739","Code_232","http://www.cdisc.org","C12394","2023-12-15"
"Forehead","Code","dbfc7623-1f1c-49ac-b784-32420f7a3002","Code_233","http://www.cdisc.org","C89803","2023-12-15"
"Oral Cavity","Code","c1810fba-55ec-4cad-96fb-b33fcb52dd22","Code_234","http://www.cdisc.org","C12421","2023-12-15"
"Rectum","Code","7fe45a32-9702-42c4-8707-2b59342f8812","Code_235","http://www.cdisc.org","C12390","2023-12-15"
"Anatomic Site","Code","f2e14475-8180-47cc-892d-451c15375eed","Code_236","http://www.cdisc.org","C13717","2023-12-15"
"TEMP","Code","837a4713-9a89-4a6a-bd91-f6066e1aceb2","Code_237","http://www.cdisc.org","C174446","2023-12-15"
"WEIGHT","Code","e79a1eb6-9723-4621-9e93-af3043683a67","Code_238","http://www.cdisc.org","C25208","2023-12-15"
"Clinical Test Result","Code","10d254c6-4926-470e-ab1c-b437fe7980f3","Code_239","http://www.cdisc.org","C77140","2023-12-15"
"Pound","Code","7d5ec4da-63d5-4459-aa9e-2b9793f5743b","Code_240","http://www.cdisc.org","C48531","2023-12-15"
"Gram","Code","cd0aa960-f822-4454-b335-e41d19a01ead","Code_241","http://www.cdisc.org","C48155","2023-12-15"
"Kilogram","Code","48462a8b-40ea-44db-a6b1-10ca73e11e37","Code_242","http://www.cdisc.org","C28252","2023-12-15"
"Unit of Weight","Code","a6f6ea48-a11f-4b8e-b6e3-20488d39ede3","Code_243","http://www.cdisc.org","C48208","2023-12-15"
"WEIGHT","Code","e54c4234-cfb6-408f-abe7-a0b279354c8d","Code_244","http://www.cdisc.org","C25208","2023-12-15"
"HEIGHT","Code","a3beb8f8-1f50-4369-8cc2-25ace04f38e2","Code_245","http://www.cdisc.org","C25347","2023-12-15"
"Clinical Test Result","Code","42d31866-f8ba-415a-810d-0ba8e252883c","Code_246","http://www.cdisc.org","C77140","2023-12-15"
"Centimeter","Code","c7104f96-4be7-4db8-800f-5170658da0f8","Code_247","http://www.cdisc.org","C49668","2023-12-15"
"Inch","Code","70114fe4-ff1c-48c8-8500-5405cd5b773b","Code_248","http://www.cdisc.org","C48500","2023-12-15"
"Meter","Code","ecb45ca2-aa71-49aa-909e-e3eeab3e1836","Code_249","http://www.cdisc.org","C41139","2023-12-15"
"Unit of Height","Code","9ffc5fae-2394-4149-aa97-fefd51ab51c1","Code_250","http://www.cdisc.org","C168688","2023-12-15"
"HEIGHT","Code","bbca174a-8c08-4443-a252-7c751756c63b","Code_251","http://www.cdisc.org","C25347","2023-12-15"
"ALT","Code","7ca1c809-44c9-47a5-a496-b91835ff6795","Code_252","http://www.cdisc.org","C64433","2023-12-15"
"Laboratory Test Result","Code","a94d5af7-f2cf-4c2c-b7b0-dc92f0b65e1f","Code_253","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","71deaa30-d3cc-465a-b1f8-66ebd0591231","Code_254","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","bb24a6f2-ac30-4ef9-9d51-f0d4d75604b5","Code_255","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","ee4f6c7f-0542-4546-a85f-72a3446dd087","Code_256","http://www.cdisc.org","C67376","2023-12-15"
"Nanokatal per Liter","Code","1c02987a-e069-4840-b5dd-b63ee66d7f8c","Code_257","http://www.cdisc.org","C70510","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","75e38533-9159-49f4-aac2-e3bfdf4f9ac1","Code_258","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","860fd6d8-6080-4e61-a379-771b1ee28ffb","Code_259","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","f5c18776-0829-418f-9734-047535c1fd0a","Code_260","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","463ed5b2-1564-4103-9494-2054e14372ca","Code_261","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","fca22bc2-811d-447d-9734-2cc4f8b045a9","Code_262","http://www.cdisc.org","C83309","2023-12-15"
"ALT","Code","18b6888c-8f71-4d7a-a641-9341fe5a8030","Code_263","http://www.cdisc.org","C64433","2023-12-15"
"ALB","Code","c9365728-9cd8-4351-9f13-89bcfde96e1b","Code_264","http://www.cdisc.org","C64431","2023-12-15"
"Laboratory Test Result","Code","b295bfb1-9ecf-4e89-a162-9e25e3a964ae","Code_265","http://www.cdisc.org","C36292","2023-12-15"
"Biospecimen Type","Code","5a302de0-edeb-41ee-9f4c-9615a9085d65","Code_266","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","c5b6329f-f079-4c11-9891-63b2920befd3","Code_267","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","7b96dd43-0ac5-4356-ba91-aa99f0cf879b","Code_268","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","bde7e379-fb28-457a-a912-83733dc86955","Code_269","http://www.cdisc.org","C83309","2023-12-15"
"ALB","Code","c02ee2b1-c6d5-420d-be5d-09252eaa4882","Code_270","http://www.cdisc.org","C64431","2023-12-15"
"ALP","Code","1536a060-589e-4961-b69c-edb0e2542bce","Code_271","http://www.cdisc.org","C64432","2023-12-15"
"Laboratory Test Result","Code","1d98583f-2172-4f74-b387-29476b961ed9","Code_272","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","5250d11f-06a0-4fde-8d0f-5a11c9c9dcdb","Code_273","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","8523096a-33fd-4d10-b37c-f577d4c699ec","Code_274","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","feaf3572-9ff1-47b9-aaec-fee575f2e568","Code_275","http://www.cdisc.org","C67376","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","234b173d-e0aa-4a02-a309-cce2375a0e0d","Code_276","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","191cd3d3-0e99-4ef5-8035-30303f8fa278","Code_277","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","70f357d7-6fd5-4ba2-ab07-9672024e6f38","Code_278","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","b8079f50-ef03-4076-9cde-18b905e671b7","Code_279","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","4c51e038-d48b-4424-bff1-9aa91b712daf","Code_280","http://www.cdisc.org","C83309","2023-12-15"
"ALP","Code","db2ae505-18d9-46ef-abd1-69f2fee97496","Code_281","http://www.cdisc.org","C64432","2023-12-15"
"AST","Code","e7395d78-d7c4-48bf-9ea4-bcaed0b85761","Code_282","http://www.cdisc.org","C64467","2023-12-15"
"Laboratory Test Result","Code","13b782bd-40c7-4454-a614-afd367102845","Code_283","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","14043efa-d1e2-4001-aefc-49919de899b7","Code_284","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","e586b28e-5e6a-4ea6-8d0a-c633d9bf5b35","Code_285","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","572707a2-22a6-40b7-b5c7-ce82f8191f85","Code_286","http://www.cdisc.org","C67376","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","f13c4797-996e-4009-95ff-2bc3f7167499","Code_287","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","ca6c9f86-6d84-4428-95f6-1a964a768204","Code_288","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","9e5b2501-2a38-45c7-adc0-404aa81294e9","Code_289","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","f5c2f8d4-3d86-42e5-b07a-836bf7708b01","Code_290","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","9eab219b-0337-4fd0-84ff-ff9745bfacdb","Code_291","http://www.cdisc.org","C83309","2023-12-15"
"AST","Code","aa59b1c9-e6b7-429d-9d4d-3e1c38df89a0","Code_292","http://www.cdisc.org","C64467","2023-12-15"
"CREAT","Code","28995dd8-b378-4cd4-ba13-9cc1a4d8ed1e","Code_293","http://www.cdisc.org","C64547","2023-12-15"
"Laboratory Test Result","Code","88fbf35c-7d92-4343-a516-7eb8824fb412","Code_294","http://www.cdisc.org","C36292","2023-12-15"
"Milligram per Deciliter","Code","5ca437ae-5d92-49f0-99de-28dc8af7d416","Code_295","http://www.cdisc.org","C67015","2023-12-15"
"Microgram per Milliliter","Code","3bf3fdc0-499c-41de-bf9b-48fc9210ba35","Code_296","http://www.cdisc.org","C64572","2023-12-15"
"Millimole per Liter","Code","758a51b6-1c52-4e1b-b1da-8ac1f4447a35","Code_297","http://www.cdisc.org","C64387","2023-12-15"
"Micromole per Liter","Code","b93f36ad-b310-40f6-934c-23f99584416d","Code_298","http://www.cdisc.org","C48508","2023-12-15"
"Unit of Concentration","Code","ebf43f66-fc39-4eb1-a335-e312e4e643c2","Code_299","http://www.cdisc.org","C48207","2023-12-15"
"Biospecimen Type","Code","1a084e5a-b701-45a9-a276-750db43d3c37","Code_300","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","a1360b3f-6ae8-4b43-b1d4-68c37465358b","Code_301","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","20a4d2e9-b97f-494e-822f-955abc7da3c0","Code_302","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","814c9d99-7c6a-4009-95b6-00706e799a59","Code_303","http://www.cdisc.org","C83309","2023-12-15"
"CREAT","Code","f84457d3-96cc-4712-896a-bf7ea3406e68","Code_304","http://www.cdisc.org","C64547","2023-12-15"
"K","Code","85a26cf9-c58e-4553-b269-bfdef5027586","Code_305","http://www.cdisc.org","C64853","2023-12-15"
"Laboratory Test Result","Code","5475c906-2366-487f-97c9-7a8f088f390b","Code_306","http://www.cdisc.org","C36292","2023-12-15"
"Milliequivalent per Liter","Code","43b968c8-17cb-41cd-96d4-6f855c43d861","Code_307","http://www.cdisc.org","C67474","2023-12-15"
"Milliequivalent per Deciliter","Code","665f44d6-0697-4764-9be9-861d5bbb82c5","Code_308","http://www.cdisc.org","C67473","2023-12-15"
"Millimole per Liter","Code","1a9e87a9-0f65-4e1a-9b86-58854c24b1b3","Code_309","http://www.cdisc.org","C64387","2023-12-15"
"Molarity Unit","Code","cfd54420-a4a9-4ff0-aad6-47bd44036aad","Code_310","http://www.cdisc.org","C64567","2023-12-15"
"Biospecimen Type","Code","91aa180a-f57f-49b1-ac96-417e05cc283c","Code_311","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","a820c36c-f982-4b0b-a384-f60f8ae1d0ac","Code_312","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","017a1daa-13b3-4f87-8a5a-b08312d7e4bf","Code_313","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","56fc204a-0f2d-45df-8465-d7cac6d116d1","Code_314","http://www.cdisc.org","C83309","2023-12-15"
"K","Code","58e729aa-1484-44ea-9509-93e12d882968","Code_315","http://www.cdisc.org","C64853","2023-12-15"
"SODIUM","Code","9af2698c-e74f-4f78-8d1a-69a337c959ab","Code_316","http://www.cdisc.org","C64809","2023-12-15"
"Laboratory Test Result","Code","3c2b2b90-ba33-4f4d-9235-0b251d4e471e","Code_317","http://www.cdisc.org","C36292","2023-12-15"
"Milliequivalent per Liter","Code","29cc9d52-e15a-47dc-ab03-b86ad1c07a5c","Code_318","http://www.cdisc.org","C67474","2023-12-15"
"Milliequivalent per Deciliter","Code","c2406bde-93cd-446d-93c6-d6419cc0bbcf","Code_319","http://www.cdisc.org","C67473","2023-12-15"
"Millimole per Liter","Code","24124a20-423e-4d8e-9784-5640d209f183","Code_320","http://www.cdisc.org","C64387","2023-12-15"
"Molarity Unit","Code","046668b8-1458-4a69-9dd8-c05e61ecba03","Code_321","http://www.cdisc.org","C64567","2023-12-15"
"Biospecimen Type","Code","ec098cfa-f538-4d21-a24a-9d498abeea20","Code_322","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","ea6df877-d3eb-40e1-acb4-09b856e6b123","Code_323","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","99cdb723-3617-4074-869c-b1220bf667b2","Code_324","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","d7a32ab4-9e8e-4f5a-b778-1072b0981970","Code_325","http://www.cdisc.org","C83309","2023-12-15"
"SODIUM","Code","caf2ae26-c24e-49d7-a060-56c1f6008e26","Code_326","http://www.cdisc.org","C64809","2023-12-15"
"SYSBP","Code","dd274fdd-d181-4487-89f7-f8cca2aba778","Code_327","http://www.cdisc.org","C25298","2023-12-15"
"Clinical Test Result","Code","64686e35-c4ed-4518-96e3-3e8c69ede9e9","Code_328","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","aa64cf4a-fab5-4e4e-bc62-3c8605df345e","Code_329","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","dc6d99cb-9581-4230-bc71-a672be727708","Code_330","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","ec302214-4a2b-4c93-a829-00f7a2122433","Code_331","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","eaeadef7-cbca-46d8-b2fd-d762f51ac1f2","Code_332","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","8080dfac-4952-4010-a491-1f5c46f672fd","Code_333","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","dd88cc1b-f559-467a-89c9-ddfc3e02cbe2","Code_334","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","023203e2-ad65-46da-83cb-1c8904f47fec","Code_335","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","9d090c24-dda8-4094-8128-670f7b55d59b","Code_336","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","37e09686-9d67-494d-9d5c-4286f6f0dfef","Code_337","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","957b0692-d331-4cb6-9e5c-5f63b5fdc4bf","Code_338","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","0d2c9393-c19b-46cf-8893-643938e2f160","Code_339","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","acfd21b5-0cdc-44b0-bfe5-8ecbebc29b6f","Code_340","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","27c826e4-b018-415a-bd5a-2574eac7f0bd","Code_341","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","a9c59cd4-4b1c-4319-8d1b-42d4004eb8a2","Code_342","http://www.cdisc.org","C25185","2023-12-15"
"SYSBP","Code","ecdb2590-60f2-46c6-a02b-aa630b6e3e7b","Code_343","http://www.cdisc.org","C25298","2023-12-15"
"DIABP","Code","3d4b3bc8-8466-46f6-b4e0-ccc1f6adf51f","Code_344","http://www.cdisc.org","C25299","2023-12-15"
"Clinical Test Result","Code","2a485ded-1f9c-4258-90ef-7db03530311c","Code_345","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","710a301e-9475-40fc-ad26-98461ccecb9d","Code_346","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","6a468f3d-e645-4a1b-820b-e4e4232d7cc8","Code_347","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","7245b1c8-7116-40a0-88e2-f01a55753412","Code_348","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","563baf0c-de73-46eb-9b55-2d66c257b0ce","Code_349","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","cd346ed2-f400-4f5b-8e6b-c55bb8e4f821","Code_350","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","318990e6-0c30-4167-abf1-03c2d1a6de04","Code_351","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","b1e37c74-c4a4-471b-9d64-29d3f12c14cb","Code_352","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","0400a0fa-d170-4ac8-934e-a039ba275ec7","Code_353","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","e8ca25a7-3c35-48fb-abd4-e2e9f28f6e1e","Code_354","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","963fa251-b8f8-4645-b44d-ff09ef1e074e","Code_355","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","381aac92-51c6-4166-a09b-49a793642fcc","Code_356","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","08eebc32-266c-4c14-ad4a-f8f04ef9cf89","Code_357","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","d14d98f0-f4ee-4fbe-9415-a9de78420546","Code_358","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","7879f31b-0c01-4c37-ae52-aaf401283beb","Code_359","http://www.cdisc.org","C25185","2023-12-15"
"DIABP","Code","5383919b-c7e3-433c-a63a-b0a98deac178","Code_360","http://www.cdisc.org","C25299","2023-12-15"
"HR","Code","5292f84b-ab1c-42e8-86b6-cb926ae2db30","Code_361","http://www.cdisc.org","C49677","2023-12-15"
"Clinical Test Result","Code","94cc0402-c217-49fa-b44f-18f4ad0ea0ff","Code_362","http://www.cdisc.org","C77140","2023-12-15"
"Count per Minute","Code","4a61dab2-0487-4a4b-a984-77e7ebbcd502","Code_363","http://www.cdisc.org","C73688","2023-12-15"
"Sitting","Code","209e9168-7a68-4114-94b8-999307e995e9","Code_364","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","012c0350-0806-4049-aef9-0491db3ce3c7","Code_365","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","339e69f9-e37c-40c9-8073-6eac5c896fcd","Code_366","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","08564c4e-6847-4c19-8475-521f513a3298","Code_367","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","95362cb8-102d-4583-a3db-b2262a251768","Code_368","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","c07949dc-7b06-4d10-9318-b5219bb3902e","Code_369","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","9fa183ee-f796-487a-b09c-b7c07e78fa47","Code_370","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","8f4bf02b-40e6-4e45-98ca-768d7abbffb8","Code_371","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","4dc686be-dc6e-4be7-9171-992fc2f41048","Code_372","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","ae38373e-2dcc-4e5b-bf1a-eafd92f26915","Code_373","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","6d736414-1353-4575-ab04-d94726280e56","Code_374","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","eef617b7-c102-4e8f-a547-95eddba1a15c","Code_375","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","c97ec9a0-7a6e-4b68-b134-0cc86ab61b77","Code_376","http://www.cdisc.org","C25185","2023-12-15"
"HR","Code","3f778fe1-bdc2-4241-b697-bb06bfe595b4","Code_377","http://www.cdisc.org","C49677","2023-12-15"
"SYSBP","Code","ea578fa6-9a1f-4270-9c41-77ef906f2f5c","Code_378","http://www.cdisc.org","C25298","2023-12-15"
"Clinical Test Result","Code","8ede051d-4c8b-41f4-a3e7-0487d062f3c0","Code_379","http://www.cdisc.org","C77140","2023-12-15"
