"codeSystemVersion","codeSystem","id","uuid:ID","code","decode","instanceType"
"2023-12-15","http://www.cdisc.org","Code_169","824d05a2-d43f-4fd5-8530-36a703da0028","C113380","Disabling Adverse Event","Code"
"2023-12-15","http://www.cdisc.org","Code_170","bd39f102-99d8-40d1-a9a9-68d7f315fe88","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_171","61ef345e-c4c8-4da5-a2e9-67bb084f964d","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_172","62a97b2c-5c18-4dc4-b7cb-e25fd8883030","C48275","Death Related to Adverse Event","Code"
"2023-12-15","http://www.cdisc.org","Code_173","7c025806-1b57-469d-9f7a-41e3704fc3a9","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_174","aa830766-0f09-4a9c-8398-3b2b6cfbd0a1","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_175","5e1d89fd-1589-4a9b-b904-920b7679f833","C83052","Adverse Event associated with Hospitalization","Code"
"2023-12-15","http://www.cdisc.org","Code_176","8c3a72bf-24a3-49ec-8a71-cb914ef0b8a6","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_177","8429dcfc-e730-4552-baa7-7e64fd8e5b1a","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_178","a58935bd-c2c5-44c1-a4c1-7e768c729e75","C84266","Life Threatening Adverse Event","Code"
"2023-12-15","http://www.cdisc.org","Code_179","09808e42-c9f7-47ea-9d22-2166e7570589","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_180","6c327cc5-df55-4a64-8c52-1df1d020a520","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_181","1104433a-5e91-45a3-a6b7-b16e18fde8cc","C83214","Adverse Event Occurred with Overdose","Code"
"2023-12-15","http://www.cdisc.org","Code_182","74881157-9bdf-4732-a816-af9d0818916d","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_183","dafa3eb2-6f04-422d-a8f2-0cfd891e3438","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_184","0b759916-ef46-4aca-86c9-170b3682c21d","C83053","Adverse Event Associated with Serious Medical Event","Code"
"2023-12-15","http://www.cdisc.org","Code_185","89007fa7-86d2-43e9-8872-31a982eea7d7","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_186","3f40f21b-c527-49b8-9740-f2f390c664d8","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_187","9e328959-25c2-46f0-a5ad-35839b72b0f8","C83199","Adverse Event Concomitant Treatment","Code"
"2023-12-15","http://www.cdisc.org","Code_188","3d80c972-7deb-42f4-8439-c69236d45ffe","C83215","Adverse Event Start Date Time","Code"
"2023-12-15","http://www.cdisc.org","Code_189","27087bce-c373-47f3-9afe-5301d82aca91","C83201","Adverse Event End Date Time","Code"
"2023-12-15","http://www.cdisc.org","Code_190","3bf50e18-42b7-4e1e-8151-9b9f38063d71","C179175","Solicited Adverse Event","Code"
"2023-12-15","http://www.cdisc.org","Code_191","4d4cffe3-7807-47d1-b639-bb0a35832316","C25298","SYSBP","Code"
"2023-12-15","http://www.cdisc.org","Code_192","0cc15749-01ae-48bc-8723-8d9427df2bf0","C77140","Clinical Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_193","0266b3e8-ca68-42e8-b44a-b5dfc6533977","C49669","Unit of Pressure","Code"
"2023-12-15","http://www.cdisc.org","Code_194","5195b036-3866-48ba-804a-4bc98673761c","C62122","Sitting","Code"
"2023-12-15","http://www.cdisc.org","Code_195","96fbde2c-14a2-4228-b06f-574795710980","C62166","Standing","Code"
"2023-12-15","http://www.cdisc.org","Code_196","bd3f55c0-332f-4472-b9b5-3f0339fac804","C62167","Supine Position","Code"
"2023-12-15","http://www.cdisc.org","Code_197","faed6dae-ffb9-4d70-a515-cb2398606dac","C62164","Body Position","Code"
"2023-12-15","http://www.cdisc.org","Code_198","517c43e0-fbb2-48c4-940f-914803d1cbee","C12681","Brachial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_199","0786bb71-76d8-4d44-a81c-d3e035bbbe39","C12687","Common Carotid Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_200","f6587aba-6da8-4c95-a487-dcc5a9805206","C32478","Dorsalis Pedis Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_201","ac8af0ce-f18d-496f-ba6c-91ce9113e1ac","C12715","Femoral Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_202","4237b0f2-2845-4617-94e1-0f43c2fa6487","C12838","Radial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_203","1b06cc31-d781-4024-9b50-2cefa2400421","C13717","Anatomic Site","Code"
"2023-12-15","http://www.cdisc.org","Code_204","33b275d7-3547-4ca7-8635-97da97846d14","C25229","Left","Code"
"2023-12-15","http://www.cdisc.org","Code_205","bfb42d4e-5df1-46ac-abda-732cb929eb74","C25228","Right","Code"
"2023-12-15","http://www.cdisc.org","Code_206","55cf57b2-805e-4165-8197-29915b640f58","C25185","Laterality","Code"
"2023-12-15","http://www.cdisc.org","Code_207","755bc0da-56c1-4b1b-aa41-81ecd976b067","C25298","SYSBP","Code"
"2023-12-15","http://www.cdisc.org","Code_208","3002f730-a7f1-48ca-a1da-3b2f81d207f8","C25299","DIABP","Code"
"2023-12-15","http://www.cdisc.org","Code_209","5e778fee-3748-48a9-ba65-0f998d94fd90","C77140","Clinical Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_210","80f8497b-79de-4a7f-81f1-ea5b8242031c","C49669","Unit of Pressure","Code"
"2023-12-15","http://www.cdisc.org","Code_211","f28e08c3-5d40-4cfd-a5d2-806325b63baa","C62122","Sitting","Code"
"2023-12-15","http://www.cdisc.org","Code_212","b8d615fe-60bf-4fb9-bd82-3b90dca45e83","C62166","Standing","Code"
"2023-12-15","http://www.cdisc.org","Code_213","f74e1ad4-05c2-49bd-9797-15bcf479814a","C62167","Supine Position","Code"
"2023-12-15","http://www.cdisc.org","Code_214","7e3ea1d5-523b-4a75-b03b-ccae1ff7e9b5","C62164","Body Position","Code"
"2023-12-15","http://www.cdisc.org","Code_215","1d7555b6-4a20-4617-984d-dc810e3a912d","C12681","Brachial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_216","e64a41e2-97d9-471d-9574-2af69b7301da","C12687","Common Carotid Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_217","55800d61-4f84-4b96-af62-d7a55717639e","C32478","Dorsalis Pedis Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_218","119351e9-9aa1-4533-addd-12deb6826d86","C12715","Femoral Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_219","167374b9-1b95-4837-ac58-b7f9cd62937d","C12838","Radial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_220","347b2eaa-99bc-496d-8df2-bb8475e6a62e","C13717","Anatomic Site","Code"
"2023-12-15","http://www.cdisc.org","Code_221","53e8b9cf-6320-4780-9b46-66e49e03f999","C25229","Left","Code"
"2023-12-15","http://www.cdisc.org","Code_222","256c281e-994c-4be0-94cb-604dfb6d8d36","C25228","Right","Code"
"2023-12-15","http://www.cdisc.org","Code_223","73a87393-08bb-40bb-8f78-382c4f778871","C25185","Laterality","Code"
"2023-12-15","http://www.cdisc.org","Code_224","2bb810d2-a5b5-45da-9450-db1ee32b74de","C25299","DIABP","Code"
"2023-12-15","http://www.cdisc.org","Code_225","953ef0f8-a0d2-4b5d-93c2-8216cc8963dc","C174446","TEMP","Code"
"2023-12-15","http://www.cdisc.org","Code_226","b07085ef-a06a-4732-b933-2692f8ed870d","C77140","Clinical Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_227","3083c69d-3bb3-45ce-9ea6-1072c660e4f4","C42559","Degree Celsius","Code"
"2023-12-15","http://www.cdisc.org","Code_228","8769a243-3037-4e2d-8a8c-e0ee3232faeb","C44277","Degree Fahrenheit","Code"
"2023-12-15","http://www.cdisc.org","Code_229","91f0c37e-bbe8-42f4-b5b7-c6decd25b9fd","C42537","Kelvin","Code"
"2023-12-15","http://www.cdisc.org","Code_230","78bcf367-2039-4b05-8146-2743a505d985","C44276","Unit of Temperature","Code"
"2023-12-15","http://www.cdisc.org","Code_231","a1096141-0f4e-44d0-a541-242a6c1b03ef","C12674","Axilla","Code"
"2023-12-15","http://www.cdisc.org","Code_232","7edd4aef-0faa-45ff-ba3b-a0785d060148","C12394","Ear","Code"
"2023-12-15","http://www.cdisc.org","Code_233","6545c90f-8a6b-4dfc-80af-30fd22c45071","C89803","Forehead","Code"
"2023-12-15","http://www.cdisc.org","Code_234","d3f5f734-2bba-45aa-8fb4-b2964ec0daab","C12421","Oral Cavity","Code"
"2023-12-15","http://www.cdisc.org","Code_235","4e91d941-1d55-4840-b0e7-df129e716e06","C12390","Rectum","Code"
"2023-12-15","http://www.cdisc.org","Code_236","4eb85a30-3414-41b1-bb69-ae8fe835c9c1","C13717","Anatomic Site","Code"
"2023-12-15","http://www.cdisc.org","Code_237","e3501d77-244e-47d2-b003-b8145cff86ab","C174446","TEMP","Code"
"2023-12-15","http://www.cdisc.org","Code_238","5d0605d1-27d6-43d2-a670-c0cda987821f","C25208","WEIGHT","Code"
"2023-12-15","http://www.cdisc.org","Code_239","2e87ee3d-c659-4b01-a622-b9162bb9f6cc","C77140","Clinical Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_240","e73a799b-9e22-49a8-8436-ba489624d5a5","C48531","Pound","Code"
"2023-12-15","http://www.cdisc.org","Code_241","e7a1f201-02b1-4047-b850-5a8acc5c9994","C48155","Gram","Code"
"2023-12-15","http://www.cdisc.org","Code_242","c20f7281-5034-4929-877a-27ff466f986b","C28252","Kilogram","Code"
"2023-12-15","http://www.cdisc.org","Code_243","0369d3c1-8728-4850-9303-d976a023f85a","C48208","Unit of Weight","Code"
"2023-12-15","http://www.cdisc.org","Code_244","6ec3c6db-8470-4ee6-a168-0328d93ccfc6","C25208","WEIGHT","Code"
"2023-12-15","http://www.cdisc.org","Code_245","3958df28-47c5-460a-9754-45a7af05c40e","C25347","HEIGHT","Code"
"2023-12-15","http://www.cdisc.org","Code_246","598e1610-5808-4fb4-9305-77d4f35fc491","C77140","Clinical Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_247","7218a20d-42c0-4765-ac41-51ae7dd3661c","C49668","Centimeter","Code"
"2023-12-15","http://www.cdisc.org","Code_248","d2ad423f-9c83-450b-aa70-c80f773a9842","C48500","Inch","Code"
"2023-12-15","http://www.cdisc.org","Code_249","93b27387-ea66-455c-89da-460abce284e9","C41139","Meter","Code"
"2023-12-15","http://www.cdisc.org","Code_250","2501961f-1b46-4371-a9aa-3c0ac6084965","C168688","Unit of Height","Code"
"2023-12-15","http://www.cdisc.org","Code_251","887c42bb-8729-444c-a1b2-2b0d52090a0f","C25347","HEIGHT","Code"
"2023-12-15","http://www.cdisc.org","Code_252","7c58d92b-0bfd-47d7-bbc3-1304ca525a98","C64433","ALT","Code"
"2023-12-15","http://www.cdisc.org","Code_253","8edaafba-eeb1-4f80-8101-3fbbe54a767b","C36292","Laboratory Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_254","4561acc5-e8c0-4489-9b90-e2db97559e7a","C67456","Unit per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_255","b46d5512-3be7-4368-bfd6-80465fcc8101","C67397","Microkatal per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_256","15362e99-ee8e-458a-9a1f-cd0f59f32ac7","C67376","International Unit per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_257","2a3a1486-b281-41e1-a6ca-885bca03d6a5","C70510","Nanokatal per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_258","959613c6-7eed-4aea-ada4-885cb55180a0","C67365","Unit of Catalytic Activity Concentration","Code"
"2023-12-15","http://www.cdisc.org","Code_259","313bf121-2709-4479-816c-d6a1ae7c73e7","C70713","Biospecimen Type","Code"
"2023-12-15","http://www.cdisc.org","Code_260","17f8c536-710d-40a2-ac6d-8da6a20c8a53","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_261","7740a75c-e4ab-4797-bd52-24dfdbd082bf","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_262","5aac6bf3-56fc-4801-9047-ecd0cb239922","C83309","Laboratory Test Fasting Status","Code"
"2023-12-15","http://www.cdisc.org","Code_263","fd4d7529-ad3c-4ad8-8857-76a944c496be","C64433","ALT","Code"
"2023-12-15","http://www.cdisc.org","Code_264","19b48802-1b23-411e-a145-033a79b17f23","C64431","ALB","Code"
"2023-12-15","http://www.cdisc.org","Code_265","f9c9e548-c2fb-40af-9b1b-a748f692203c","C36292","Laboratory Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_266","8c497904-db50-4b30-b57a-35b9da3b72e6","C70713","Biospecimen Type","Code"
"2023-12-15","http://www.cdisc.org","Code_267","e04a9493-5302-4848-9dcc-02c17f106b92","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_268","28e41e98-90cd-4ffd-a731-cf172b87526a","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_269","b125337a-a921-4b23-84c9-13bc9cfae01c","C83309","Laboratory Test Fasting Status","Code"
"2023-12-15","http://www.cdisc.org","Code_270","23c5493a-9336-46d5-a826-0723e6ab5b4f","C64431","ALB","Code"
"2023-12-15","http://www.cdisc.org","Code_271","52f85bec-9549-4f58-ac46-f5e618c2a5e4","C64432","ALP","Code"
"2023-12-15","http://www.cdisc.org","Code_272","067e2265-e9a6-46be-9fb1-3abb18692daa","C36292","Laboratory Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_273","f9024e2e-b074-4e1b-b633-28b5a477a595","C67456","Unit per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_274","0effae7c-df3d-42b0-9cdb-fe102d9cf9a9","C67397","Microkatal per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_275","c14579bb-fafe-424b-8c59-71e3883549e5","C67376","International Unit per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_276","ee6691da-0e2d-43d3-b8c1-02eba392fcd9","C67365","Unit of Catalytic Activity Concentration","Code"
"2023-12-15","http://www.cdisc.org","Code_277","69cc6b3a-3133-4152-a42c-1620a5dea1a3","C70713","Biospecimen Type","Code"
"2023-12-15","http://www.cdisc.org","Code_278","7412acf9-b3c9-4480-b6ce-7c0eecf9c278","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_279","70428ee2-d27e-4c2e-9d97-a7c3edcaa3b6","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_280","87af541f-6f6d-4d82-95ec-58645383575f","C83309","Laboratory Test Fasting Status","Code"
"2023-12-15","http://www.cdisc.org","Code_281","85a787dc-82ad-4719-b58c-7a1b45adb8e3","C64432","ALP","Code"
"2023-12-15","http://www.cdisc.org","Code_282","04d2f8a9-ac43-4619-9323-65ce1bf9b387","C64467","AST","Code"
"2023-12-15","http://www.cdisc.org","Code_283","83021ac4-5ba7-492b-8f72-1a3b26040828","C36292","Laboratory Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_284","ffa8d89c-7956-4273-994b-c96894a11866","C67456","Unit per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_285","0080321e-35a2-4023-80e9-8e5e96e31f38","C67397","Microkatal per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_286","31430c40-b68d-486a-9036-f74cbec31b85","C67376","International Unit per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_287","57b07301-5d69-4908-ae15-5400b0ade4ad","C67365","Unit of Catalytic Activity Concentration","Code"
"2023-12-15","http://www.cdisc.org","Code_288","1dd2ea44-749a-443c-87d1-ffe5e66410c6","C70713","Biospecimen Type","Code"
"2023-12-15","http://www.cdisc.org","Code_289","d2834354-3561-453c-8365-4b4dc2b70bba","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_290","b09d46da-5bc1-4930-afa1-b1ee7ebc345d","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_291","f1888286-15c7-465d-ae7b-97871aa83323","C83309","Laboratory Test Fasting Status","Code"
"2023-12-15","http://www.cdisc.org","Code_292","537df253-534d-4f77-a0eb-6991aa6aa48b","C64467","AST","Code"
"2023-12-15","http://www.cdisc.org","Code_293","6a197779-229a-4e5d-b0c2-fcb6310cc4f7","C64547","CREAT","Code"
"2023-12-15","http://www.cdisc.org","Code_294","6e95d7c9-b9b1-49bb-a817-ad3977d002ca","C36292","Laboratory Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_295","3fa62ca6-894a-43f8-8dae-88597237bc8a","C67015","Milligram per Deciliter","Code"
"2023-12-15","http://www.cdisc.org","Code_296","c79ab22d-345d-4bf3-95dc-16ffa123e18c","C64572","Microgram per Milliliter","Code"
"2023-12-15","http://www.cdisc.org","Code_297","6b92799d-d41f-413a-89a1-508c7baa3a11","C64387","Millimole per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_298","796191f0-e8f8-465a-8749-6f25623cba0c","C48508","Micromole per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_299","084d1b16-e334-4e3e-a420-08e0de4fc8da","C48207","Unit of Concentration","Code"
"2023-12-15","http://www.cdisc.org","Code_300","38bc11e7-b24d-4331-a8f6-5c1c7c7f1ca1","C70713","Biospecimen Type","Code"
"2023-12-15","http://www.cdisc.org","Code_301","c75c23e1-8767-4dcf-b40c-38e8e01aca5d","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_302","936c42e4-bfd1-4326-942c-1ec763d27894","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_303","bcaee287-bc41-4f23-a060-790a016a2064","C83309","Laboratory Test Fasting Status","Code"
"2023-12-15","http://www.cdisc.org","Code_304","08e8a542-e502-445d-8ebb-c1ffa5fb3b15","C64547","CREAT","Code"
"2023-12-15","http://www.cdisc.org","Code_305","f1798f60-78d3-4575-a8d8-604512ee7ccd","C64853","K","Code"
"2023-12-15","http://www.cdisc.org","Code_306","2d07c24a-361b-468d-88eb-5436d87eeb01","C36292","Laboratory Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_307","5b5d3a66-f240-4719-bc58-a4418ab8bb39","C67474","Milliequivalent per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_308","1e5567d1-f094-484f-8737-5f8b5578b0f3","C67473","Milliequivalent per Deciliter","Code"
"2023-12-15","http://www.cdisc.org","Code_309","1b58eb3c-a4d0-4f2d-8157-33044282fff3","C64387","Millimole per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_310","bd984c71-ef6e-422a-af42-3cc93a161397","C64567","Molarity Unit","Code"
"2023-12-15","http://www.cdisc.org","Code_311","b568eb08-1e5b-4a5c-a84c-18f7c5db2c7c","C70713","Biospecimen Type","Code"
"2023-12-15","http://www.cdisc.org","Code_312","d0774d6b-2c10-402a-9163-42d7ed632c1b","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_313","a47e4354-3356-47a3-812f-af98f3adc371","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_314","43e6822d-52f1-44eb-a9c0-6fa662dc3e8f","C83309","Laboratory Test Fasting Status","Code"
"2023-12-15","http://www.cdisc.org","Code_315","2ad3b21b-52c2-4bd2-8ce1-296f9700b044","C64853","K","Code"
"2023-12-15","http://www.cdisc.org","Code_316","cc6400d9-bf9f-4c06-9aab-1d0309188680","C64809","SODIUM","Code"
"2023-12-15","http://www.cdisc.org","Code_317","0b467279-6603-445a-b7f3-e290b49b889e","C36292","Laboratory Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_318","ea971d29-0fcf-4c9b-822d-523fa09ea5b3","C67474","Milliequivalent per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_319","5102bce8-7d49-4df1-8f9d-f76357bb7f24","C67473","Milliequivalent per Deciliter","Code"
"2023-12-15","http://www.cdisc.org","Code_320","0eab2c46-3643-4af9-9003-7854f2c33c68","C64387","Millimole per Liter","Code"
"2023-12-15","http://www.cdisc.org","Code_321","92839ed3-8c36-4643-a19a-d1764c44e0e2","C64567","Molarity Unit","Code"
"2023-12-15","http://www.cdisc.org","Code_322","45041f61-b1aa-4cc7-b599-f6349493ac56","C70713","Biospecimen Type","Code"
"2023-12-15","http://www.cdisc.org","Code_323","4f9386c9-9382-4880-9906-26c39914cade","C49487","No","Code"
"2023-12-15","http://www.cdisc.org","Code_324","b4703546-a798-4974-a692-6ce2543fbfa5","C49488","Yes","Code"
"2023-12-15","http://www.cdisc.org","Code_325","5a1a40f9-8c73-405a-b1f7-661e72389d9a","C83309","Laboratory Test Fasting Status","Code"
"2023-12-15","http://www.cdisc.org","Code_326","1470bf78-df0c-4953-8ff7-adbd25a244e4","C64809","SODIUM","Code"
"2023-12-15","http://www.cdisc.org","Code_327","210383db-f773-49ad-945a-675a36c1460b","C25298","SYSBP","Code"
"2023-12-15","http://www.cdisc.org","Code_328","5dd1cdfa-a1f5-4b23-9b6e-4665ae56a556","C77140","Clinical Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_329","fe558f5d-95bf-46bb-887e-bdd5471d0ceb","C49669","Unit of Pressure","Code"
"2023-12-15","http://www.cdisc.org","Code_330","c3ad6b33-b5a8-47d9-8cb3-87c705e02ba4","C62122","Sitting","Code"
"2023-12-15","http://www.cdisc.org","Code_331","bf93461c-ebb4-4286-bfc4-0e45eded44fc","C62166","Standing","Code"
"2023-12-15","http://www.cdisc.org","Code_332","f6b5c299-0d7a-457f-8be6-302d0ab24069","C62167","Supine Position","Code"
"2023-12-15","http://www.cdisc.org","Code_333","ec55fc2a-7114-4406-8e60-78039399c15b","C62164","Body Position","Code"
"2023-12-15","http://www.cdisc.org","Code_334","fceb81c9-5d88-47d5-bc99-38de5bbb75c3","C12681","Brachial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_335","ffd701f0-03bd-4c23-989c-da460ed00cdf","C12687","Common Carotid Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_336","77985a65-f3f2-49b1-ac64-5f3f2c234f1f","C32478","Dorsalis Pedis Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_337","5098356f-67d6-4055-942e-9d6c85d82127","C12715","Femoral Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_338","c52c58bb-0472-468c-980b-234a6cde8fe6","C12838","Radial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_339","01798e16-ff57-428f-b17d-b0d9bd71a310","C13717","Anatomic Site","Code"
"2023-12-15","http://www.cdisc.org","Code_340","697d566d-331b-41b3-9273-ee8895b6903a","C25229","Left","Code"
"2023-12-15","http://www.cdisc.org","Code_341","bb1b3c28-3cc3-461e-a554-ab85372dd473","C25228","Right","Code"
"2023-12-15","http://www.cdisc.org","Code_342","fd929514-5786-42ad-b311-4bd3fb8f4dd8","C25185","Laterality","Code"
"2023-12-15","http://www.cdisc.org","Code_343","6ab471c6-0e3e-422d-a94b-9da65bc98f9b","C25298","SYSBP","Code"
"2023-12-15","http://www.cdisc.org","Code_344","25f995c8-c951-4edf-b8f3-40fa57791dfe","C25299","DIABP","Code"
"2023-12-15","http://www.cdisc.org","Code_345","1e048445-53b2-44e5-9612-ae6defdb7098","C77140","Clinical Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_346","df9bd010-9d1b-4787-96be-b3cabdf5774c","C49669","Unit of Pressure","Code"
"2023-12-15","http://www.cdisc.org","Code_347","d5189d32-96eb-494f-a9b2-6466b5fd8e26","C62122","Sitting","Code"
"2023-12-15","http://www.cdisc.org","Code_348","e4bdc2d9-dcbe-4a43-aca6-c15964d929ff","C62166","Standing","Code"
"2023-12-15","http://www.cdisc.org","Code_349","32d6bebf-b967-4abc-8e79-11e00042cd9e","C62167","Supine Position","Code"
"2023-12-15","http://www.cdisc.org","Code_350","92e11733-ff5a-42d7-af73-18c436d2ab89","C62164","Body Position","Code"
"2023-12-15","http://www.cdisc.org","Code_351","d6b7d00c-be68-43f0-86e7-dce2111df5cd","C12681","Brachial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_352","7c7a6376-352c-4b10-9c70-25c394878faf","C12687","Common Carotid Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_353","dc3ac7a0-82d0-4a2e-8f71-151eec3dfbe4","C32478","Dorsalis Pedis Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_354","950f841a-ceac-4fbf-b423-d086b776f4d5","C12715","Femoral Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_355","2f57446a-9ab2-41e3-979b-718bfd95953a","C12838","Radial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_356","2fc518ba-1046-43b0-a2c8-79cdde625cb5","C13717","Anatomic Site","Code"
"2023-12-15","http://www.cdisc.org","Code_357","349cec16-3d8a-49b9-8d90-73e7807dabd5","C25229","Left","Code"
"2023-12-15","http://www.cdisc.org","Code_358","b1e0fd64-d393-4ef8-816c-d88f30245417","C25228","Right","Code"
"2023-12-15","http://www.cdisc.org","Code_359","c3d911a3-b4b0-45ae-9c71-68aac193cb4c","C25185","Laterality","Code"
"2023-12-15","http://www.cdisc.org","Code_360","972f1eea-d11e-4c3e-a599-8a1df1e74fd3","C25299","DIABP","Code"
"2023-12-15","http://www.cdisc.org","Code_361","2f5233f2-8734-47cd-9ab0-3d79c3ffbd39","C49677","HR","Code"
"2023-12-15","http://www.cdisc.org","Code_362","c56022e4-c61b-4449-b2c5-f3c7ddd5c591","C77140","Clinical Test Result","Code"
"2023-12-15","http://www.cdisc.org","Code_363","e1435a14-dd42-4476-b0f8-ed1a64d06ef7","C73688","Count per Minute","Code"
"2023-12-15","http://www.cdisc.org","Code_364","a0ab1a16-cd97-402b-b61e-58c7c7745b94","C62122","Sitting","Code"
"2023-12-15","http://www.cdisc.org","Code_365","55e3b7f5-d5d0-470e-b168-6ff5a34bf86d","C62166","Standing","Code"
"2023-12-15","http://www.cdisc.org","Code_366","4874f61f-01f8-4d5c-9998-99fd93b4c031","C62167","Supine Position","Code"
"2023-12-15","http://www.cdisc.org","Code_367","292cef33-d3e6-487b-af78-88cc130832ae","C62164","Body Position","Code"
"2023-12-15","http://www.cdisc.org","Code_368","79a29627-ff7f-424f-8f85-6f15ccb0832c","C12681","Brachial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_369","edb11fa6-0f77-4af6-b11b-51e9b99c2d10","C12687","Common Carotid Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_370","2b1102b3-5066-465c-8d17-a4eeeff5619b","C32478","Dorsalis Pedis Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_371","658edbc4-0cd3-4955-9a32-23dcf77932e5","C12715","Femoral Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_372","ee759938-18f5-4398-a490-33d4e9024beb","C12838","Radial Artery","Code"
"2023-12-15","http://www.cdisc.org","Code_373","57c98486-4409-4d45-8b33-74c7a4f87207","C13717","Anatomic Site","Code"
"2023-12-15","http://www.cdisc.org","Code_374","5a4567d0-fdc3-4704-a845-479caeda6a01","C25229","Left","Code"
"2023-12-15","http://www.cdisc.org","Code_375","c7bc07f7-9141-4be3-9f62-080b69476a2c","C25228","Right","Code"
"2023-12-15","http://www.cdisc.org","Code_376","bd0ae95b-d698-447d-8acf-9b9758dde67d","C25185","Laterality","Code"
"2023-12-15","http://www.cdisc.org","Code_377","8c1cc8b6-06dc-4fb2-a297-f76c29ba314c","C49677","HR","Code"
"2023-12-15","http://www.cdisc.org","Code_378","f802590e-9b51-4488-8787-e5712170d2ce","C25298","SYSBP","Code"
