"decode","instanceType","uuid:ID","id","codeSystem","code","codeSystemVersion"
"Yes","Code","0e6728af-bca0-4144-a454-92c1cad963fe","Code_168","http://www.cdisc.org","C49488","2023-12-15"
"Disabling Adverse Event","Code","9c3791b8-6b69-4370-b156-b66a772bf2b9","Code_169","http://www.cdisc.org","C113380","2023-12-15"
"No","Code","955fbf87-1dae-4eb1-ade6-753a93be4730","Code_170","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","f0fc59e2-c183-460c-b3ee-7c7118f6ec5e","Code_171","http://www.cdisc.org","C49488","2023-12-15"
"Death Related to Adverse Event","Code","480400ea-e80b-4f16-970e-5487dee806db","Code_172","http://www.cdisc.org","C48275","2023-12-15"
"No","Code","ffcf27c5-ce8c-4d50-820b-5dd8b1460172","Code_173","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","67f6b2d9-86eb-41d1-b737-daefe853a792","Code_174","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event associated with Hospitalization","Code","9cd47471-68bf-4769-96ca-773a64730f12","Code_175","http://www.cdisc.org","C83052","2023-12-15"
"No","Code","ed436ae9-4ab3-4290-b23e-d43fc6852052","Code_176","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","2a632345-6895-42cc-89b6-038500c79944","Code_177","http://www.cdisc.org","C49488","2023-12-15"
"Life Threatening Adverse Event","Code","792de79d-2e36-4557-ae74-b3255d84770e","Code_178","http://www.cdisc.org","C84266","2023-12-15"
"No","Code","e5225b68-1d66-4219-9b64-2a252816ed6d","Code_179","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","ead8a5ba-7192-4955-b18c-b90c181537ff","Code_180","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Occurred with Overdose","Code","3699f932-6bb2-47cf-8cfe-d98a98d98a2b","Code_181","http://www.cdisc.org","C83214","2023-12-15"
"No","Code","b88cfbb7-be06-4ab5-8345-b2ec1b734050","Code_182","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","6527f6ec-12f6-4b8c-8d36-d0ea467169dd","Code_183","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Associated with Serious Medical Event","Code","e5f19de7-0a6f-4e6c-8975-4a23252e2092","Code_184","http://www.cdisc.org","C83053","2023-12-15"
"No","Code","d0ee6578-7a53-48ca-9e4b-a088d050cf31","Code_185","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","ebd7e6a4-de8c-4a6b-9750-0ccf802ed30f","Code_186","http://www.cdisc.org","C49488","2023-12-15"
"Adverse Event Concomitant Treatment","Code","e8f22597-2313-4e31-aa52-fdf1ddb9f8fe","Code_187","http://www.cdisc.org","C83199","2023-12-15"
"Adverse Event Start Date Time","Code","3d0ccfe0-3f2a-40b6-8080-77545ff99fb1","Code_188","http://www.cdisc.org","C83215","2023-12-15"
"Adverse Event End Date Time","Code","ff2f7d1c-d6ff-4711-9ae0-724d9b7f9c85","Code_189","http://www.cdisc.org","C83201","2023-12-15"
"Solicited Adverse Event","Code","e20b43b6-44f8-4edd-886b-9e00582eb71e","Code_190","http://www.cdisc.org","C179175","2023-12-15"
"SYSBP","Code","810c49af-ad1a-4d68-903f-80e9dd2b6d23","Code_191","http://www.cdisc.org","C25298","2023-12-15"
"Clinical Test Result","Code","95f38d0d-0530-4e09-a0f5-570378d1650b","Code_192","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","5a64a07b-00e8-44a7-a506-d2e1bbc19a8f","Code_193","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","e2488353-aa52-484f-ad69-1f27abf23f2b","Code_194","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","26ab0b3f-133f-4c11-b4d7-903c5147f4fd","Code_195","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","638d0a77-cf73-4ce2-b50a-62f9f778266f","Code_196","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","9d064c46-a67c-45a4-ae07-39d2afc879e0","Code_197","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","f0b4a0ff-6e32-4229-921f-53d641ec5177","Code_198","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","2cdef3d2-8e8b-4559-8960-f1de7d146ac3","Code_199","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","f8404e2a-910e-494b-9b6a-43f1bd32fa78","Code_200","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","8aebd99f-cec9-4f94-8dd9-db7be5a1ff8e","Code_201","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","6c6a935a-9762-4a96-97ee-697d714ec46b","Code_202","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","4e69cadc-6785-4088-89b6-dc53db068dde","Code_203","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","a5349a15-16f3-4567-a1bb-97c57b84c46b","Code_204","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","70fed605-760b-4eba-aead-f879ebb28645","Code_205","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","b4d32187-c007-4f66-bc38-5b914433cfd3","Code_206","http://www.cdisc.org","C25185","2023-12-15"
"SYSBP","Code","626ca81d-74c0-43e3-ac7d-8f7d6d207f91","Code_207","http://www.cdisc.org","C25298","2023-12-15"
"DIABP","Code","93c73b41-b950-41e7-8586-93b00891d1cc","Code_208","http://www.cdisc.org","C25299","2023-12-15"
"Clinical Test Result","Code","9b82d0fc-d2fe-4198-b4c6-954e6341b26a","Code_209","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","7818e405-3b08-4316-b8d5-7626329ec5a4","Code_210","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","6fe406b7-bfff-45e5-bfb6-7fd14a5825ae","Code_211","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","a2989134-3dc9-4c73-9139-4c4f672ccd31","Code_212","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","ec4f3f7b-3c0e-4575-8d57-b1c945c854fb","Code_213","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","082c33d7-8574-4dec-bd02-2bab6e1abe61","Code_214","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","10826524-3f57-4770-85db-fcc928b50d5f","Code_215","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","b7f2e075-b13b-4875-8695-8d9cfa5d8076","Code_216","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","a1d5f053-928a-4615-922f-e6be39779a43","Code_217","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","6df92d16-0264-4211-9129-99b9b8c4084f","Code_218","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","49bf9f9e-e00a-43df-bb8f-427fde5afe09","Code_219","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","ce75a917-a26a-49fb-981b-af201ee2a149","Code_220","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","3cf90fe9-f28f-4f21-8ed6-b3518e589d6b","Code_221","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","728508d6-9f49-43e3-b531-d357a1eefcb5","Code_222","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","d7de51e7-e0a5-4a86-b9dd-4db24ad2c21f","Code_223","http://www.cdisc.org","C25185","2023-12-15"
"DIABP","Code","0523ac62-adab-4a4b-bd49-813b2ba6bdb8","Code_224","http://www.cdisc.org","C25299","2023-12-15"
"TEMP","Code","0528c3a7-ab2f-4010-8494-6312e601db96","Code_225","http://www.cdisc.org","C174446","2023-12-15"
"Clinical Test Result","Code","b3d93a5c-a761-44ec-aa0c-bc37e626206b","Code_226","http://www.cdisc.org","C77140","2023-12-15"
"Degree Celsius","Code","f353e119-616d-4392-8e4e-38910678266e","Code_227","http://www.cdisc.org","C42559","2023-12-15"
"Degree Fahrenheit","Code","f67e17d4-28a1-4610-b183-240c66e8a59b","Code_228","http://www.cdisc.org","C44277","2023-12-15"
"Kelvin","Code","ee67250b-72f2-45e3-b92f-554b84b8734e","Code_229","http://www.cdisc.org","C42537","2023-12-15"
"Unit of Temperature","Code","ea43acee-d575-46bc-9546-d253657afa1d","Code_230","http://www.cdisc.org","C44276","2023-12-15"
"Axilla","Code","58dac22a-2682-4bfa-8269-41f6596790d4","Code_231","http://www.cdisc.org","C12674","2023-12-15"
"Ear","Code","10f4c44f-9c25-43e2-8b84-dc4574ddc372","Code_232","http://www.cdisc.org","C12394","2023-12-15"
"Forehead","Code","7947a351-1f33-4fec-8e17-0bde7f033f45","Code_233","http://www.cdisc.org","C89803","2023-12-15"
"Oral Cavity","Code","8d2dc8b7-436a-40ad-812d-375492a64385","Code_234","http://www.cdisc.org","C12421","2023-12-15"
"Rectum","Code","4e7794cf-aa70-417a-8d3d-e9b41361e30e","Code_235","http://www.cdisc.org","C12390","2023-12-15"
"Anatomic Site","Code","5cf62a1d-70c8-4f03-8e84-278bf2d40441","Code_236","http://www.cdisc.org","C13717","2023-12-15"
"TEMP","Code","669c75a3-aa9c-4896-a15e-01cdc1869d5b","Code_237","http://www.cdisc.org","C174446","2023-12-15"
"WEIGHT","Code","cb8a5831-7767-4071-a544-2d9d3b31ad15","Code_238","http://www.cdisc.org","C25208","2023-12-15"
"Clinical Test Result","Code","e49df5c1-e7bf-457a-9c4c-10816e076ab7","Code_239","http://www.cdisc.org","C77140","2023-12-15"
"Pound","Code","2ec7ee8a-e6ac-41d4-81a2-9d645baa9386","Code_240","http://www.cdisc.org","C48531","2023-12-15"
"Gram","Code","2623d464-50d1-46a4-985d-e24a64105cdd","Code_241","http://www.cdisc.org","C48155","2023-12-15"
"Kilogram","Code","33cab000-9fc5-47ca-bd15-8f96385f55fb","Code_242","http://www.cdisc.org","C28252","2023-12-15"
"Unit of Weight","Code","e3ea1449-2573-49da-a2c5-a23c248392d2","Code_243","http://www.cdisc.org","C48208","2023-12-15"
"WEIGHT","Code","af296f26-5252-4852-82dd-e85057f029f9","Code_244","http://www.cdisc.org","C25208","2023-12-15"
"HEIGHT","Code","0b454491-88b2-4e18-950b-2cb0e7e24c66","Code_245","http://www.cdisc.org","C25347","2023-12-15"
"Clinical Test Result","Code","77ba5189-0793-4416-a647-d4cdbb3b507f","Code_246","http://www.cdisc.org","C77140","2023-12-15"
"Centimeter","Code","726899dd-64fa-4158-944d-668666f3ba72","Code_247","http://www.cdisc.org","C49668","2023-12-15"
"Inch","Code","162679ba-7bb0-46c6-bd7a-f517a814f834","Code_248","http://www.cdisc.org","C48500","2023-12-15"
"Meter","Code","df377db5-46ac-445a-92cb-f98bd5b5ac5a","Code_249","http://www.cdisc.org","C41139","2023-12-15"
"Unit of Height","Code","dbc86e3f-6a46-46ad-b554-16e8e3b2a848","Code_250","http://www.cdisc.org","C168688","2023-12-15"
"HEIGHT","Code","7ff7b16e-1371-456d-adfe-1a2c52126501","Code_251","http://www.cdisc.org","C25347","2023-12-15"
"ALT","Code","1aaa5282-8348-4f93-b5aa-55340e9d9bb2","Code_252","http://www.cdisc.org","C64433","2023-12-15"
"Laboratory Test Result","Code","60289366-1136-4609-a3f8-703ade30933c","Code_253","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","0a2a8d64-1603-49cf-b050-eafd254eca68","Code_254","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","ab311783-1f14-49b6-996b-ef3ee1818a3d","Code_255","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","58aa1c41-23fe-4a00-8150-eb96cae16218","Code_256","http://www.cdisc.org","C67376","2023-12-15"
"Nanokatal per Liter","Code","eb0c91f6-4766-482c-8b88-eea427728797","Code_257","http://www.cdisc.org","C70510","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","2c71eb5c-0006-457f-838b-95942cfd76de","Code_258","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","ad4563bc-14cf-41c6-8270-089d1d507adb","Code_259","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","bdffc5bf-a52b-4645-91ad-007c3c00a1dc","Code_260","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","5d604383-5e2e-4333-a72f-099dcec5a497","Code_261","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","6c60d5e2-91f3-4e44-ba1d-5cfb6437c688","Code_262","http://www.cdisc.org","C83309","2023-12-15"
"ALT","Code","75f2991c-2271-4069-8d53-39cc37c9f8de","Code_263","http://www.cdisc.org","C64433","2023-12-15"
"ALB","Code","66e3e0bb-b579-442d-bbbb-ed9b46531a40","Code_264","http://www.cdisc.org","C64431","2023-12-15"
"Laboratory Test Result","Code","820befa0-7412-41a8-aa4c-c2e7e64b35b0","Code_265","http://www.cdisc.org","C36292","2023-12-15"
"Biospecimen Type","Code","41bb496d-f781-4ff3-950a-5b55b36dcc38","Code_266","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","af72cd5b-8ac9-4670-a11a-5ab115e62994","Code_267","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","389f8e44-6cf5-42cd-b1a8-8692e7ea913b","Code_268","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","01770dcf-88e6-4ed9-9783-436416746f2b","Code_269","http://www.cdisc.org","C83309","2023-12-15"
"ALB","Code","5d8916ec-9152-4e84-b665-7ed1ba83f533","Code_270","http://www.cdisc.org","C64431","2023-12-15"
"ALP","Code","e4b01a13-8882-45a4-a6d8-c739f1db5764","Code_271","http://www.cdisc.org","C64432","2023-12-15"
"Laboratory Test Result","Code","66836245-5252-4fdf-bc47-53a563dab685","Code_272","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","20de9c00-440a-4ac4-aea4-2eaaa609c8ed","Code_273","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","388280c7-635d-473c-848a-30fb414d88f8","Code_274","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","4c301ca5-6caf-4e3c-a585-0d2c6f56133f","Code_275","http://www.cdisc.org","C67376","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","106b5e95-37d5-4f1f-97a7-7385404b9b63","Code_276","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","f51ec9cf-b8bd-473a-9225-460d64c69083","Code_277","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","a69a3d68-8798-43b3-b902-14a4b1e12437","Code_278","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","8065c51c-ab6d-4ff9-b857-f264dcdea704","Code_279","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","ca6a437b-3195-4bf2-bfee-6e21f98e5428","Code_280","http://www.cdisc.org","C83309","2023-12-15"
"ALP","Code","0dc2ca49-9561-4a2e-9852-1d839e22f78c","Code_281","http://www.cdisc.org","C64432","2023-12-15"
"AST","Code","a5e6552c-475b-4dce-9a8c-db065a286633","Code_282","http://www.cdisc.org","C64467","2023-12-15"
"Laboratory Test Result","Code","2291f2bf-956f-4f20-a20e-57c9659ff48e","Code_283","http://www.cdisc.org","C36292","2023-12-15"
"Unit per Liter","Code","e83b3f08-f557-445e-b229-b0f55b873a90","Code_284","http://www.cdisc.org","C67456","2023-12-15"
"Microkatal per Liter","Code","f4ec1644-4fdc-4bee-989d-dc871eb4102c","Code_285","http://www.cdisc.org","C67397","2023-12-15"
"International Unit per Liter","Code","6c1bf9d1-ce25-458f-835e-1d631db35db7","Code_286","http://www.cdisc.org","C67376","2023-12-15"
"Unit of Catalytic Activity Concentration","Code","2829f689-d5e4-4bea-83b9-1610c9a26d03","Code_287","http://www.cdisc.org","C67365","2023-12-15"
"Biospecimen Type","Code","72ba2029-9bd2-4cf8-8f90-8c925bbeaa58","Code_288","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","2d61fb7b-99ec-443c-a043-a4bb49b9d95e","Code_289","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","1675c5cf-683f-4e2c-bf3e-549797a30967","Code_290","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","c26a1cd6-ae07-4c4d-b3ec-04dde314e267","Code_291","http://www.cdisc.org","C83309","2023-12-15"
"AST","Code","967e8a32-781d-4d01-a2e2-687b41fa12c5","Code_292","http://www.cdisc.org","C64467","2023-12-15"
"CREAT","Code","338900f2-61f7-4a23-8836-730b928f941a","Code_293","http://www.cdisc.org","C64547","2023-12-15"
"Laboratory Test Result","Code","67f8bc72-91ce-4e3b-b418-9ba9766ea698","Code_294","http://www.cdisc.org","C36292","2023-12-15"
"Milligram per Deciliter","Code","5ab13869-42da-4d1d-be75-09241366fb2c","Code_295","http://www.cdisc.org","C67015","2023-12-15"
"Microgram per Milliliter","Code","f0db4788-1d4e-46f6-8cce-fbd92e87b09b","Code_296","http://www.cdisc.org","C64572","2023-12-15"
"Millimole per Liter","Code","a3cb3af4-5ee4-412d-8b15-a2f2f29edf44","Code_297","http://www.cdisc.org","C64387","2023-12-15"
"Micromole per Liter","Code","e34c4201-cbe8-4335-9352-19423fd882ac","Code_298","http://www.cdisc.org","C48508","2023-12-15"
"Unit of Concentration","Code","8f710500-d0f6-4f0b-9544-ff7464b5bb6c","Code_299","http://www.cdisc.org","C48207","2023-12-15"
"Biospecimen Type","Code","c7d5cba1-6e03-45dc-9207-814c3de4eab2","Code_300","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","50b5681b-560f-4064-ba2f-fc77479da39a","Code_301","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","3cfbd36b-d451-42da-a083-5dae04f6883d","Code_302","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","3d968dbd-1158-48ef-88aa-09a946a96e67","Code_303","http://www.cdisc.org","C83309","2023-12-15"
"CREAT","Code","c8245701-a26d-4eb0-9d2b-b45a4a01c8ba","Code_304","http://www.cdisc.org","C64547","2023-12-15"
"K","Code","0c30be3b-6b6d-4ab9-ab01-39bc79c25717","Code_305","http://www.cdisc.org","C64853","2023-12-15"
"Laboratory Test Result","Code","48399584-41e8-47b2-8cbf-8acf927e5e91","Code_306","http://www.cdisc.org","C36292","2023-12-15"
"Milliequivalent per Liter","Code","bc6a8316-0894-4951-8620-cfeb15288918","Code_307","http://www.cdisc.org","C67474","2023-12-15"
"Milliequivalent per Deciliter","Code","a4eedcd2-698f-4248-848e-622d483f2033","Code_308","http://www.cdisc.org","C67473","2023-12-15"
"Millimole per Liter","Code","ff9e7198-b319-44f7-b962-da399a99b1f8","Code_309","http://www.cdisc.org","C64387","2023-12-15"
"Molarity Unit","Code","2408e92f-a9f1-4748-94ef-8c86d1c60b9f","Code_310","http://www.cdisc.org","C64567","2023-12-15"
"Biospecimen Type","Code","b12dd18f-3806-42fd-bd56-1b91e364e4dd","Code_311","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","cf0f6e5c-e891-4043-8548-71f1218747bf","Code_312","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","43b3ef45-89c9-4fea-908c-bc0d70a37948","Code_313","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","49899250-d8e2-4e19-8543-0afd3757de2f","Code_314","http://www.cdisc.org","C83309","2023-12-15"
"K","Code","8390b6fe-ae79-441c-a9f9-de3492d842a2","Code_315","http://www.cdisc.org","C64853","2023-12-15"
"SODIUM","Code","14f538eb-b770-4f7b-ae99-7be5c082ce4a","Code_316","http://www.cdisc.org","C64809","2023-12-15"
"Laboratory Test Result","Code","56e25dc8-3398-404c-a28e-746206cc1cd1","Code_317","http://www.cdisc.org","C36292","2023-12-15"
"Milliequivalent per Liter","Code","dbd59e15-d006-404f-b03d-61f7aa94e53a","Code_318","http://www.cdisc.org","C67474","2023-12-15"
"Milliequivalent per Deciliter","Code","c062ce8e-196e-4b35-90c5-9de22e0b3032","Code_319","http://www.cdisc.org","C67473","2023-12-15"
"Millimole per Liter","Code","70227030-a0db-4999-a386-d9a68eed3ab2","Code_320","http://www.cdisc.org","C64387","2023-12-15"
"Molarity Unit","Code","848e1b96-4296-4af1-a8d4-3181836f0b13","Code_321","http://www.cdisc.org","C64567","2023-12-15"
"Biospecimen Type","Code","ce3fd255-56b8-4689-8d61-43f32d9d9fd6","Code_322","http://www.cdisc.org","C70713","2023-12-15"
"No","Code","d5c19064-bfab-4437-8d73-0814412350ca","Code_323","http://www.cdisc.org","C49487","2023-12-15"
"Yes","Code","5443e93f-e26f-448a-8af0-b4def18611b4","Code_324","http://www.cdisc.org","C49488","2023-12-15"
"Laboratory Test Fasting Status","Code","04b8bb7b-d834-43be-b41d-c1a586925bef","Code_325","http://www.cdisc.org","C83309","2023-12-15"
"SODIUM","Code","74b39a02-5b71-43ab-9f6c-20f63ecf29f4","Code_326","http://www.cdisc.org","C64809","2023-12-15"
"SYSBP","Code","5aba57b6-2dca-4bb4-970f-276842157942","Code_327","http://www.cdisc.org","C25298","2023-12-15"
"Clinical Test Result","Code","ba86f793-948d-4bb9-a357-ee76186034d8","Code_328","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","5f20eef0-965a-4a90-9fb0-88b0341c057f","Code_329","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","4acbd876-0872-4e6e-b279-6fd940d0f41c","Code_330","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","44654a16-5b6d-4c9e-855b-9d264ea2f1eb","Code_331","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","ae3750f5-c0b3-48a8-9b44-34ec0778bfdc","Code_332","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","3894244e-629f-4dfb-90e1-cc1853630c9c","Code_333","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","4d011007-32e1-4dd0-8caf-9cd9a5c1bfe5","Code_334","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","c031954f-0876-49d2-b40e-72c83b26d045","Code_335","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","1790c822-b4da-446a-96f9-53f5fc1bf920","Code_336","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","fad8fac5-1e93-4028-acb8-cf96266da30f","Code_337","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","a416e2e3-8c60-4088-b10e-b8af694b49a5","Code_338","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","19f3ae63-080a-4b04-801a-3980a53b71a7","Code_339","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","e1bcc012-5520-49b7-89f7-204eec201bc7","Code_340","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","c7597173-0ce6-42e7-8ee1-b4abeb49d360","Code_341","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","768beeed-3962-4f0f-8def-d10e0ea23763","Code_342","http://www.cdisc.org","C25185","2023-12-15"
"SYSBP","Code","ad37d83c-1262-4671-9c32-3c8f98cac219","Code_343","http://www.cdisc.org","C25298","2023-12-15"
"DIABP","Code","c4318ec6-22a1-4df1-bc9e-720d98090f3c","Code_344","http://www.cdisc.org","C25299","2023-12-15"
"Clinical Test Result","Code","4342c0d8-397b-475d-8036-4731fb970661","Code_345","http://www.cdisc.org","C77140","2023-12-15"
"Unit of Pressure","Code","4a44cf31-8f53-436d-998c-51fa723d5962","Code_346","http://www.cdisc.org","C49669","2023-12-15"
"Sitting","Code","3716c4f5-ba5e-4ea3-b95f-144c48f3ba35","Code_347","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","2a86c37a-6f7b-463d-a041-45681f617c96","Code_348","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","0b27864b-3239-4e07-b81d-db0508446091","Code_349","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","139fc5f2-5352-4a85-a187-e030e3051199","Code_350","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","62cdc13d-ee71-4cb6-a87d-1bb3bbafb445","Code_351","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","5f9382ea-f36a-4822-a6f5-dfd388597939","Code_352","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","1a000311-40b8-4a7b-9e49-3108fb10aa76","Code_353","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","071891f2-8487-4e91-9bfb-a985475ea556","Code_354","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","72b8d1e7-97f6-422b-a812-a10f40a29a5c","Code_355","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","aff23d7b-a48e-43ab-912c-f23d3d58d002","Code_356","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","1c79c17d-941a-4a55-ba60-465194b74f32","Code_357","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","dbbd80c9-6481-4212-9b26-a452288bde2b","Code_358","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","5c7c0134-dc61-4839-bf4d-71baf741c069","Code_359","http://www.cdisc.org","C25185","2023-12-15"
"DIABP","Code","519bf854-f062-45d7-96b8-21d99c3a1aec","Code_360","http://www.cdisc.org","C25299","2023-12-15"
"HR","Code","1cd3c250-4b1e-4ac7-83fb-1253e624d64e","Code_361","http://www.cdisc.org","C49677","2023-12-15"
"Clinical Test Result","Code","e6489dce-9c23-45ab-aee0-e7ab4ca59bae","Code_362","http://www.cdisc.org","C77140","2023-12-15"
"Count per Minute","Code","f0f2cced-1633-4a18-9dfd-ce4571d9cfee","Code_363","http://www.cdisc.org","C73688","2023-12-15"
"Sitting","Code","b3bc79b6-b116-44d0-afc0-66a3c4578207","Code_364","http://www.cdisc.org","C62122","2023-12-15"
"Standing","Code","ca529b30-c99a-4474-bd5d-b8f353f41e58","Code_365","http://www.cdisc.org","C62166","2023-12-15"
"Supine Position","Code","71bc7b15-b848-4dda-b681-0e3af6ea6e9f","Code_366","http://www.cdisc.org","C62167","2023-12-15"
"Body Position","Code","f32ba94e-ced7-45ee-b154-36b0a599b34c","Code_367","http://www.cdisc.org","C62164","2023-12-15"
"Brachial Artery","Code","f777dfb9-d58c-4448-86f0-4144716aadd0","Code_368","http://www.cdisc.org","C12681","2023-12-15"
"Common Carotid Artery","Code","2f440ceb-8b1f-4bf1-be0c-4e2c15491f1f","Code_369","http://www.cdisc.org","C12687","2023-12-15"
"Dorsalis Pedis Artery","Code","c807626b-62ca-456c-97bf-408bad99e1b3","Code_370","http://www.cdisc.org","C32478","2023-12-15"
"Femoral Artery","Code","fb681a2e-ea1d-4b9e-b41f-7e5a12274b66","Code_371","http://www.cdisc.org","C12715","2023-12-15"
"Radial Artery","Code","721aa1b1-7afe-4116-9341-1d8598afe6e3","Code_372","http://www.cdisc.org","C12838","2023-12-15"
"Anatomic Site","Code","b4048980-6855-4b83-891a-7ae9d5246725","Code_373","http://www.cdisc.org","C13717","2023-12-15"
"Left","Code","44775f51-834e-4f81-8e01-46d6fed5accd","Code_374","http://www.cdisc.org","C25229","2023-12-15"
"Right","Code","4d315a24-fde2-4101-ab73-916f136530e6","Code_375","http://www.cdisc.org","C25228","2023-12-15"
"Laterality","Code","56ef5aeb-ab4c-40cd-a3c6-2947b919c052","Code_376","http://www.cdisc.org","C25185","2023-12-15"
"HR","Code","f03f346a-9410-41d7-b2a1-038d7e6ec8b6","Code_377","http://www.cdisc.org","C49677","2023-12-15"
"SYSBP","Code","8c6d19a5-99ce-4f43-b09e-0e09b01ea568","Code_378","http://www.cdisc.org","C25298","2023-12-15"
