"codeSystem","code","id","instanceType","codeSystemVersion","decode","uuid:ID"
"http://www.cdisc.org","C113380","Code_169","Code","2023-12-15","Disabling Adverse Event","c6f845e1-bd9f-4f98-a7e9-c41d760f2097"
"http://www.cdisc.org","C49487","Code_170","Code","2023-12-15","No","1aebe571-8ef0-4716-88c4-c5092a555509"
"http://www.cdisc.org","C49488","Code_171","Code","2023-12-15","Yes","31f21115-0265-4b33-b47d-7b340e7e873d"
"http://www.cdisc.org","C48275","Code_172","Code","2023-12-15","Death Related to Adverse Event","2f4cf5f8-3a84-4543-a037-668c3f899ead"
"http://www.cdisc.org","C49487","Code_173","Code","2023-12-15","No","2c454bec-1beb-4081-8a12-3077bb0ec395"
"http://www.cdisc.org","C49488","Code_174","Code","2023-12-15","Yes","9c9d4fad-c7ca-403d-a39f-5ff43c8cae05"
"http://www.cdisc.org","C83052","Code_175","Code","2023-12-15","Adverse Event associated with Hospitalization","9c66580b-a9fc-41e7-b45f-66538440b381"
"http://www.cdisc.org","C49487","Code_176","Code","2023-12-15","No","c0d2dcc2-9318-4f93-8219-bf1a8d24e066"
"http://www.cdisc.org","C49488","Code_177","Code","2023-12-15","Yes","b4922fa3-745e-4b7a-a3f6-037dc640f68d"
"http://www.cdisc.org","C84266","Code_178","Code","2023-12-15","Life Threatening Adverse Event","1a6a90ad-f304-4d1c-a497-35c3a055eb9c"
"http://www.cdisc.org","C49487","Code_179","Code","2023-12-15","No","e706fd46-1499-4369-9302-d65c1adeb77d"
"http://www.cdisc.org","C49488","Code_180","Code","2023-12-15","Yes","15a721fa-d0e0-4ac0-aba5-503cda417d92"
"http://www.cdisc.org","C83214","Code_181","Code","2023-12-15","Adverse Event Occurred with Overdose","31464fe9-9391-414f-be30-b69f2d3411b2"
"http://www.cdisc.org","C49487","Code_182","Code","2023-12-15","No","fdbf8ae8-ed53-455f-abdd-3ad3ad8172f7"
"http://www.cdisc.org","C49488","Code_183","Code","2023-12-15","Yes","636b2003-daa0-4f7b-9da9-5f2294f8ef02"
"http://www.cdisc.org","C83053","Code_184","Code","2023-12-15","Adverse Event Associated with Serious Medical Event","7b4edff7-5f0a-45c5-aa21-71236591da75"
"http://www.cdisc.org","C49487","Code_185","Code","2023-12-15","No","a3e375c8-6eaa-4fe3-a7d3-23100d8f7896"
"http://www.cdisc.org","C49488","Code_186","Code","2023-12-15","Yes","dad29f3b-72f4-41ca-9bd9-353bc96547a4"
"http://www.cdisc.org","C83199","Code_187","Code","2023-12-15","Adverse Event Concomitant Treatment","c7893045-b27f-467d-bfa1-9973e6b3947f"
"http://www.cdisc.org","C83215","Code_188","Code","2023-12-15","Adverse Event Start Date Time","cce35c7e-3398-4b3c-b38c-fb2bf73891cb"
"http://www.cdisc.org","C83201","Code_189","Code","2023-12-15","Adverse Event End Date Time","8991077a-0493-45a6-96a3-4273dae84576"
"http://www.cdisc.org","C179175","Code_190","Code","2023-12-15","Solicited Adverse Event","a381bc7a-1427-4526-bd87-d9cfc886645d"
"http://www.cdisc.org","C25298","Code_191","Code","2023-12-15","SYSBP","64c4118f-e4eb-4c28-b8d4-16f50c30257d"
"http://www.cdisc.org","C77140","Code_192","Code","2023-12-15","Clinical Test Result","b92c5b4d-b048-43c4-802c-081fc82c2efb"
"http://www.cdisc.org","C49669","Code_193","Code","2023-12-15","Unit of Pressure","4eec6149-ebd3-4f70-9692-9ae2f4f2c951"
"http://www.cdisc.org","C62122","Code_194","Code","2023-12-15","Sitting","44ed5f2e-ee85-491a-b21e-4ab36415f06f"
"http://www.cdisc.org","C62166","Code_195","Code","2023-12-15","Standing","a2b60de3-4702-49b4-bfe8-5113f8c2acfc"
"http://www.cdisc.org","C62167","Code_196","Code","2023-12-15","Supine Position","cd19695d-5064-4692-9f21-82711c40b88c"
"http://www.cdisc.org","C62164","Code_197","Code","2023-12-15","Body Position","fc176f2f-f4a4-4684-87f1-b081f650be0b"
"http://www.cdisc.org","C12681","Code_198","Code","2023-12-15","Brachial Artery","da636909-3b88-4ae8-ab01-085997f0c234"
"http://www.cdisc.org","C12687","Code_199","Code","2023-12-15","Common Carotid Artery","d2010bf7-beb5-4f71-ac6f-41839538cbae"
"http://www.cdisc.org","C32478","Code_200","Code","2023-12-15","Dorsalis Pedis Artery","302b0e4e-9439-440d-9bfb-6c1bf5839e84"
"http://www.cdisc.org","C12715","Code_201","Code","2023-12-15","Femoral Artery","67110ec8-c073-460c-ab2b-8b7881779664"
"http://www.cdisc.org","C12838","Code_202","Code","2023-12-15","Radial Artery","7e384530-785c-457e-b085-ba445615ba88"
"http://www.cdisc.org","C13717","Code_203","Code","2023-12-15","Anatomic Site","f0e17c62-d19f-4743-9158-86856341ac89"
"http://www.cdisc.org","C25229","Code_204","Code","2023-12-15","Left","d8cff724-752b-4693-91a4-cfb97dee4cf1"
"http://www.cdisc.org","C25228","Code_205","Code","2023-12-15","Right","9d84c2c9-15d4-46d9-b5d6-c01cffaf2c56"
"http://www.cdisc.org","C25185","Code_206","Code","2023-12-15","Laterality","4a78a70b-a651-4a79-aa86-c3f299ba2ab6"
"http://www.cdisc.org","C25298","Code_207","Code","2023-12-15","SYSBP","10935c6b-0a40-4bc7-8f63-6a003c62f35d"
"http://www.cdisc.org","C25299","Code_208","Code","2023-12-15","DIABP","f3225ebd-6405-46ff-8905-c63544d3b662"
"http://www.cdisc.org","C77140","Code_209","Code","2023-12-15","Clinical Test Result","9b015e33-e46b-470f-bda1-49c9344cdfe3"
"http://www.cdisc.org","C49669","Code_210","Code","2023-12-15","Unit of Pressure","cf342194-b839-4855-9a11-6407164bedfe"
"http://www.cdisc.org","C62122","Code_211","Code","2023-12-15","Sitting","d6340420-beff-4cf3-b60f-7eb54d9be477"
"http://www.cdisc.org","C62166","Code_212","Code","2023-12-15","Standing","7641b86a-0e4e-4c85-9eb3-394307d5fe89"
"http://www.cdisc.org","C62167","Code_213","Code","2023-12-15","Supine Position","108873d4-5e1d-4e91-adbd-2e4914e39aec"
"http://www.cdisc.org","C62164","Code_214","Code","2023-12-15","Body Position","bf458e79-5a8d-4b65-905b-2df3465c7c02"
"http://www.cdisc.org","C12681","Code_215","Code","2023-12-15","Brachial Artery","c939109c-95ac-4ece-a06a-cfd06ecd72a1"
"http://www.cdisc.org","C12687","Code_216","Code","2023-12-15","Common Carotid Artery","d3d2f4ec-7965-4107-a961-58c180179fef"
"http://www.cdisc.org","C32478","Code_217","Code","2023-12-15","Dorsalis Pedis Artery","d7680647-4dd8-4c30-a263-8d421fe6c95a"
"http://www.cdisc.org","C12715","Code_218","Code","2023-12-15","Femoral Artery","86f55573-556a-449b-9f78-a244bd2a09d6"
"http://www.cdisc.org","C12838","Code_219","Code","2023-12-15","Radial Artery","1c11182a-a127-4e4e-b4b5-6b010b260b01"
"http://www.cdisc.org","C13717","Code_220","Code","2023-12-15","Anatomic Site","39f0f3c7-d8be-4fcb-a9f9-6acaa5543ed3"
"http://www.cdisc.org","C25229","Code_221","Code","2023-12-15","Left","537f9943-2f57-43d9-8567-8bd202459c4a"
"http://www.cdisc.org","C25228","Code_222","Code","2023-12-15","Right","543746fb-03dc-44f9-a72b-71b1bd0dedb9"
"http://www.cdisc.org","C25185","Code_223","Code","2023-12-15","Laterality","4346bb38-0f2e-4122-bdcd-7dbba1dec764"
"http://www.cdisc.org","C25299","Code_224","Code","2023-12-15","DIABP","6d56a95f-5c05-4cfb-85c7-8da4d9c1fcbe"
"http://www.cdisc.org","C174446","Code_225","Code","2023-12-15","TEMP","66d5c281-ff30-436e-9da6-35a2568d3077"
"http://www.cdisc.org","C77140","Code_226","Code","2023-12-15","Clinical Test Result","1b3653fb-0434-47db-b01f-317d9b6c3679"
"http://www.cdisc.org","C42559","Code_227","Code","2023-12-15","Degree Celsius","535fab2e-7181-4937-91f7-72278aff3e0f"
"http://www.cdisc.org","C44277","Code_228","Code","2023-12-15","Degree Fahrenheit","db234286-4ec8-4e85-98c1-06d4cf0ba55a"
"http://www.cdisc.org","C42537","Code_229","Code","2023-12-15","Kelvin","7c1db56a-28d7-4af7-b26d-e44d64cad1c2"
"http://www.cdisc.org","C44276","Code_230","Code","2023-12-15","Unit of Temperature","84a61c39-d0d0-40bc-b9d8-fed2509da1c0"
"http://www.cdisc.org","C12674","Code_231","Code","2023-12-15","Axilla","e2016e6f-2cab-45fc-a711-7846a63ae486"
"http://www.cdisc.org","C12394","Code_232","Code","2023-12-15","Ear","fc6ef6bf-3527-4152-8021-794dabb602fe"
"http://www.cdisc.org","C89803","Code_233","Code","2023-12-15","Forehead","83d5cd38-bf10-4f72-bb3b-c0011c426e1a"
"http://www.cdisc.org","C12421","Code_234","Code","2023-12-15","Oral Cavity","9bb913d8-78b0-4401-9ddb-ea2aff26ccac"
"http://www.cdisc.org","C12390","Code_235","Code","2023-12-15","Rectum","ad527575-c00e-428f-8f14-697e858c19c3"
"http://www.cdisc.org","C13717","Code_236","Code","2023-12-15","Anatomic Site","c31e2ee1-cb6f-40e1-b078-6d8d9cc4fe1b"
"http://www.cdisc.org","C174446","Code_237","Code","2023-12-15","TEMP","10c50f08-31fc-49b6-86f3-00a21f6e0c46"
"http://www.cdisc.org","C25208","Code_238","Code","2023-12-15","WEIGHT","2b893a27-7428-4661-904a-3aa6e8be7769"
"http://www.cdisc.org","C77140","Code_239","Code","2023-12-15","Clinical Test Result","319cec55-5e53-4120-81b5-5cf2e7940ba9"
"http://www.cdisc.org","C48531","Code_240","Code","2023-12-15","Pound","8406a002-6326-478d-975f-09d0bf91e681"
"http://www.cdisc.org","C48155","Code_241","Code","2023-12-15","Gram","51a8113e-0efc-46aa-945a-05b5d5a1c1a5"
"http://www.cdisc.org","C28252","Code_242","Code","2023-12-15","Kilogram","299cd2cc-0f98-46b3-a00f-261eaa073cd6"
"http://www.cdisc.org","C48208","Code_243","Code","2023-12-15","Unit of Weight","2fee6636-bf85-48af-8da6-489aba1322b9"
"http://www.cdisc.org","C25208","Code_244","Code","2023-12-15","WEIGHT","85bc8603-5070-4140-8673-ebc40102c96d"
"http://www.cdisc.org","C25347","Code_245","Code","2023-12-15","HEIGHT","7e81de71-d6c4-45de-9dee-4694ce20b324"
"http://www.cdisc.org","C77140","Code_246","Code","2023-12-15","Clinical Test Result","4f08b720-d789-4e86-92ea-4cf15b1d9736"
"http://www.cdisc.org","C49668","Code_247","Code","2023-12-15","Centimeter","ad27e452-06b5-4dcb-8a56-243eeb45a8bf"
"http://www.cdisc.org","C48500","Code_248","Code","2023-12-15","Inch","3618080a-1b01-4dc6-9a9e-82c628bd8f71"
"http://www.cdisc.org","C41139","Code_249","Code","2023-12-15","Meter","1aaa1473-e912-4397-bb8e-3f16170b6788"
"http://www.cdisc.org","C168688","Code_250","Code","2023-12-15","Unit of Height","aabd295a-a730-4d32-aeb5-f0d517b0081c"
"http://www.cdisc.org","C25347","Code_251","Code","2023-12-15","HEIGHT","443c6cd1-b1b1-4502-8c2d-02ef6fadaa29"
"http://www.cdisc.org","C64433","Code_252","Code","2023-12-15","ALT","c4fe277e-9e54-4ffb-9c91-f7bca0a0fe84"
"http://www.cdisc.org","C36292","Code_253","Code","2023-12-15","Laboratory Test Result","13fb5432-d945-48c3-b598-bb2a4037863f"
"http://www.cdisc.org","C67456","Code_254","Code","2023-12-15","Unit per Liter","e26a8a63-79a3-42a9-a607-9cd5ddda8e5e"
"http://www.cdisc.org","C67397","Code_255","Code","2023-12-15","Microkatal per Liter","bc6828ae-c932-40f8-b5f3-196ef8631ec6"
"http://www.cdisc.org","C67376","Code_256","Code","2023-12-15","International Unit per Liter","bb47f0b0-3b99-4740-b6cd-17696b318825"
"http://www.cdisc.org","C70510","Code_257","Code","2023-12-15","Nanokatal per Liter","da4a7c43-ed90-4347-bf57-958843dd43a1"
"http://www.cdisc.org","C67365","Code_258","Code","2023-12-15","Unit of Catalytic Activity Concentration","1127fcb9-65f0-498c-81ed-032d00d7c1d9"
"http://www.cdisc.org","C70713","Code_259","Code","2023-12-15","Biospecimen Type","68198266-87e3-4a3d-be94-4f17ec18b760"
"http://www.cdisc.org","C49487","Code_260","Code","2023-12-15","No","33002e49-4832-4b21-9b69-3732439cf835"
"http://www.cdisc.org","C49488","Code_261","Code","2023-12-15","Yes","dec6fe83-b8ac-4108-9ca2-50896dee8e7a"
"http://www.cdisc.org","C83309","Code_262","Code","2023-12-15","Laboratory Test Fasting Status","f1b2800d-0f69-4b98-9f42-8efbcbe3edd0"
"http://www.cdisc.org","C64433","Code_263","Code","2023-12-15","ALT","5c22c830-d26a-4bce-8e6a-2ca434449855"
"http://www.cdisc.org","C64431","Code_264","Code","2023-12-15","ALB","aed1bc44-605b-4cad-aeed-7c27f4ff02d9"
"http://www.cdisc.org","C36292","Code_265","Code","2023-12-15","Laboratory Test Result","fd0cd463-c297-4454-ae88-6611032c05dc"
"http://www.cdisc.org","C70713","Code_266","Code","2023-12-15","Biospecimen Type","83b7d356-e8dc-4544-b315-a7fe98b5d68d"
"http://www.cdisc.org","C49487","Code_267","Code","2023-12-15","No","492f7ef0-e508-4133-95a6-ec554ce4aab2"
"http://www.cdisc.org","C49488","Code_268","Code","2023-12-15","Yes","8adb76a5-1393-4300-9d28-3af8c63ab557"
"http://www.cdisc.org","C83309","Code_269","Code","2023-12-15","Laboratory Test Fasting Status","8d1f7d85-7257-4b6a-be92-f88b579e8eca"
"http://www.cdisc.org","C64431","Code_270","Code","2023-12-15","ALB","c3607390-3878-4fc2-bb69-426c0395d5a0"
"http://www.cdisc.org","C64432","Code_271","Code","2023-12-15","ALP","965db931-88e4-4746-b90b-4daf8c1e2c2d"
"http://www.cdisc.org","C36292","Code_272","Code","2023-12-15","Laboratory Test Result","1bdb8e13-bd6d-490b-bd36-1972bbc4749a"
"http://www.cdisc.org","C67456","Code_273","Code","2023-12-15","Unit per Liter","257222df-9778-4159-a5e6-b04ca5eef23a"
"http://www.cdisc.org","C67397","Code_274","Code","2023-12-15","Microkatal per Liter","bec374a5-dbde-475b-a04f-177b1510299a"
"http://www.cdisc.org","C67376","Code_275","Code","2023-12-15","International Unit per Liter","aa27f600-67a8-4358-8792-1b448085711b"
"http://www.cdisc.org","C67365","Code_276","Code","2023-12-15","Unit of Catalytic Activity Concentration","4b8cc4b7-b5b9-48b3-a03c-9993693cc0eb"
"http://www.cdisc.org","C70713","Code_277","Code","2023-12-15","Biospecimen Type","30b6e4be-2421-48b3-a12e-c4dc45e37acf"
"http://www.cdisc.org","C49487","Code_278","Code","2023-12-15","No","6f2b673c-4df1-4d0b-9195-267d03054cff"
"http://www.cdisc.org","C49488","Code_279","Code","2023-12-15","Yes","743e9aa7-e127-427e-917b-d5efb0b5eb22"
"http://www.cdisc.org","C83309","Code_280","Code","2023-12-15","Laboratory Test Fasting Status","816ace83-c58a-4ceb-bbc6-ae73059f1378"
"http://www.cdisc.org","C64432","Code_281","Code","2023-12-15","ALP","06a8f23f-f51f-46b9-bc95-e26bbdd279be"
"http://www.cdisc.org","C64467","Code_282","Code","2023-12-15","AST","b2a85ec3-9984-4aed-aebe-1fed68270c2b"
"http://www.cdisc.org","C36292","Code_283","Code","2023-12-15","Laboratory Test Result","3ab1de68-e19f-4903-9965-d771d2914c84"
"http://www.cdisc.org","C67456","Code_284","Code","2023-12-15","Unit per Liter","0b9abaf0-9748-44c3-adae-66fa7b810990"
"http://www.cdisc.org","C67397","Code_285","Code","2023-12-15","Microkatal per Liter","3a4f07b6-b731-4638-9984-07b6aa5556c3"
"http://www.cdisc.org","C67376","Code_286","Code","2023-12-15","International Unit per Liter","c9ce8a4e-c3e4-4c7b-ad58-a766383216c4"
"http://www.cdisc.org","C67365","Code_287","Code","2023-12-15","Unit of Catalytic Activity Concentration","87a99776-a0b6-4a98-bc79-99d8a8876bab"
"http://www.cdisc.org","C70713","Code_288","Code","2023-12-15","Biospecimen Type","48119e87-42e4-48b6-a04d-907270a208b7"
"http://www.cdisc.org","C49487","Code_289","Code","2023-12-15","No","175499cc-506f-4a82-a769-2f074c53f4f3"
"http://www.cdisc.org","C49488","Code_290","Code","2023-12-15","Yes","be12164e-7636-48c3-82b2-ed937528d95b"
"http://www.cdisc.org","C83309","Code_291","Code","2023-12-15","Laboratory Test Fasting Status","20881a59-f5fa-4e2f-9973-e7ed5cff9684"
"http://www.cdisc.org","C64467","Code_292","Code","2023-12-15","AST","fd3b8a87-265d-439c-bbfb-6671422356d0"
"http://www.cdisc.org","C64547","Code_293","Code","2023-12-15","CREAT","266c88b5-3a58-4d94-9036-c4b61a7ee87b"
"http://www.cdisc.org","C36292","Code_294","Code","2023-12-15","Laboratory Test Result","b571f584-592e-4310-adc4-ec6a4a24b49b"
"http://www.cdisc.org","C67015","Code_295","Code","2023-12-15","Milligram per Deciliter","3061ab95-69a8-4aa1-80d6-a8b3e62d9517"
"http://www.cdisc.org","C64572","Code_296","Code","2023-12-15","Microgram per Milliliter","69a1f00e-0941-4040-b53f-9d6ce8cc9f92"
"http://www.cdisc.org","C64387","Code_297","Code","2023-12-15","Millimole per Liter","b1154ff6-eb91-48fa-a34c-754a64d36943"
"http://www.cdisc.org","C48508","Code_298","Code","2023-12-15","Micromole per Liter","a4a1ee77-1467-4366-ab0b-490f8291316c"
"http://www.cdisc.org","C48207","Code_299","Code","2023-12-15","Unit of Concentration","911ca8be-56fd-4c1c-bafb-5e6a1bb84db0"
"http://www.cdisc.org","C70713","Code_300","Code","2023-12-15","Biospecimen Type","bdf72008-a604-4816-88cb-3324d5d7c47d"
"http://www.cdisc.org","C49487","Code_301","Code","2023-12-15","No","9c0f51d1-7dcb-4515-a1e0-a426d56979ac"
"http://www.cdisc.org","C49488","Code_302","Code","2023-12-15","Yes","5febea6e-f633-4d1d-ae9b-95832b79a91d"
"http://www.cdisc.org","C83309","Code_303","Code","2023-12-15","Laboratory Test Fasting Status","1af255b1-5e57-4568-8e01-4c941ca4dee4"
"http://www.cdisc.org","C64547","Code_304","Code","2023-12-15","CREAT","c44cfaab-2ff4-487b-a508-cf9006649926"
"http://www.cdisc.org","C64853","Code_305","Code","2023-12-15","K","0ff0596d-d9cc-42c4-874e-5ed92fa37f15"
"http://www.cdisc.org","C36292","Code_306","Code","2023-12-15","Laboratory Test Result","c066713e-95f9-45c1-8865-132d2e6b8169"
"http://www.cdisc.org","C67474","Code_307","Code","2023-12-15","Milliequivalent per Liter","efb78a03-314a-4511-8950-39908da75873"
"http://www.cdisc.org","C67473","Code_308","Code","2023-12-15","Milliequivalent per Deciliter","4494f12c-1879-4ebd-b2ac-08dcd376924f"
"http://www.cdisc.org","C64387","Code_309","Code","2023-12-15","Millimole per Liter","79997844-b4ec-4152-b212-832498b2bd3a"
"http://www.cdisc.org","C64567","Code_310","Code","2023-12-15","Molarity Unit","02b85a1d-4f6b-4a03-9a07-4774f00bf28a"
"http://www.cdisc.org","C70713","Code_311","Code","2023-12-15","Biospecimen Type","a4c0fd62-845c-4034-9eb6-a8f0e05b78fa"
"http://www.cdisc.org","C49487","Code_312","Code","2023-12-15","No","5c2c4ad2-6aa6-43ed-8016-4d4467d3d6f8"
"http://www.cdisc.org","C49488","Code_313","Code","2023-12-15","Yes","bd15ddc0-49ff-434f-8333-79fe1a4d5ed1"
"http://www.cdisc.org","C83309","Code_314","Code","2023-12-15","Laboratory Test Fasting Status","a822ea69-9f49-4e62-86a8-db3560a65da4"
"http://www.cdisc.org","C64853","Code_315","Code","2023-12-15","K","11475c08-7e6d-4a7b-acea-7e7fe924e27a"
"http://www.cdisc.org","C64809","Code_316","Code","2023-12-15","SODIUM","cccc1733-371d-4a0d-900c-6564e2a0a740"
"http://www.cdisc.org","C36292","Code_317","Code","2023-12-15","Laboratory Test Result","a63e77de-fb8e-4eb6-ab7e-a8f4e7aeb850"
"http://www.cdisc.org","C67474","Code_318","Code","2023-12-15","Milliequivalent per Liter","a50f2ece-ae53-4914-af14-820a620981d9"
"http://www.cdisc.org","C67473","Code_319","Code","2023-12-15","Milliequivalent per Deciliter","f6a0ea84-0d25-4d11-8efb-ffe15b058731"
"http://www.cdisc.org","C64387","Code_320","Code","2023-12-15","Millimole per Liter","855ff0f6-768e-421e-a51d-4b92efbe30fa"
"http://www.cdisc.org","C64567","Code_321","Code","2023-12-15","Molarity Unit","b3eaaf5b-1b2c-46b5-befc-9ab3b6006397"
"http://www.cdisc.org","C70713","Code_322","Code","2023-12-15","Biospecimen Type","f21a7f47-715b-4317-8eb4-fe5703b15f08"
"http://www.cdisc.org","C49487","Code_323","Code","2023-12-15","No","8267470d-c001-47cb-8c0d-8c925158062c"
"http://www.cdisc.org","C49488","Code_324","Code","2023-12-15","Yes","3c856b1c-6a42-4a78-aeeb-8204e222080b"
"http://www.cdisc.org","C83309","Code_325","Code","2023-12-15","Laboratory Test Fasting Status","937241a8-978c-4793-af8b-c240f398f622"
"http://www.cdisc.org","C64809","Code_326","Code","2023-12-15","SODIUM","a852afc9-d2eb-4357-8a22-95f47a55fd95"
"http://www.cdisc.org","C25298","Code_327","Code","2023-12-15","SYSBP","0319503b-be83-45ed-8d7d-140af5d39845"
"http://www.cdisc.org","C77140","Code_328","Code","2023-12-15","Clinical Test Result","391f9ff8-2b55-4163-95a4-94a18ded12cd"
"http://www.cdisc.org","C49669","Code_329","Code","2023-12-15","Unit of Pressure","aded20df-b993-47d5-8dae-b2a88834264a"
"http://www.cdisc.org","C62122","Code_330","Code","2023-12-15","Sitting","3eddefc5-732d-4441-ab86-5b218f013318"
"http://www.cdisc.org","C62166","Code_331","Code","2023-12-15","Standing","c40352b1-697a-4db0-9d1d-975a86f77edc"
"http://www.cdisc.org","C62167","Code_332","Code","2023-12-15","Supine Position","0eb93de2-76c8-40c9-8b1b-605e039d53a1"
"http://www.cdisc.org","C62164","Code_333","Code","2023-12-15","Body Position","56b833bb-5b57-4c84-b45f-57c701eb0205"
"http://www.cdisc.org","C12681","Code_334","Code","2023-12-15","Brachial Artery","46f91b67-8461-4730-a258-1a9c71428730"
"http://www.cdisc.org","C12687","Code_335","Code","2023-12-15","Common Carotid Artery","2d8150b1-7a28-4790-84e0-a200b4f18f28"
"http://www.cdisc.org","C32478","Code_336","Code","2023-12-15","Dorsalis Pedis Artery","618a7866-0237-4ad4-90fa-f92f8133631d"
"http://www.cdisc.org","C12715","Code_337","Code","2023-12-15","Femoral Artery","9839323e-75d3-4228-b955-0783e7436a97"
"http://www.cdisc.org","C12838","Code_338","Code","2023-12-15","Radial Artery","a4cf971b-de1a-4bed-86c0-14d7c8ed4730"
"http://www.cdisc.org","C13717","Code_339","Code","2023-12-15","Anatomic Site","a33afc92-3f9c-4e77-9191-288548443bb2"
"http://www.cdisc.org","C25229","Code_340","Code","2023-12-15","Left","bb2e7540-0b75-4c66-b436-69d4b43fd04b"
"http://www.cdisc.org","C25228","Code_341","Code","2023-12-15","Right","3b28cc82-4209-4d16-bd65-86a7a63ecb80"
"http://www.cdisc.org","C25185","Code_342","Code","2023-12-15","Laterality","7edf9c1b-627d-44b4-9b9f-1d27e9b6aa6c"
"http://www.cdisc.org","C25298","Code_343","Code","2023-12-15","SYSBP","3b8942ee-c315-46c9-b365-a1bf1054881b"
"http://www.cdisc.org","C25299","Code_344","Code","2023-12-15","DIABP","0997e68f-9d1f-4b41-ab6b-d42358811d31"
"http://www.cdisc.org","C77140","Code_345","Code","2023-12-15","Clinical Test Result","5a169897-6cd5-4966-bf65-ff2f1731b9a8"
"http://www.cdisc.org","C49669","Code_346","Code","2023-12-15","Unit of Pressure","dc2fe794-cf55-482c-aab6-b66ee075f46f"
"http://www.cdisc.org","C62122","Code_347","Code","2023-12-15","Sitting","49139df7-4d19-4098-9df3-70b10f830bb5"
"http://www.cdisc.org","C62166","Code_348","Code","2023-12-15","Standing","2471319e-ee8f-404a-9428-14307648c157"
"http://www.cdisc.org","C62167","Code_349","Code","2023-12-15","Supine Position","a72ca004-ae46-476f-a391-b7c90f8ad728"
"http://www.cdisc.org","C62164","Code_350","Code","2023-12-15","Body Position","c368b641-6751-43de-9c17-f7a906010fd9"
"http://www.cdisc.org","C12681","Code_351","Code","2023-12-15","Brachial Artery","b59415da-6c37-4691-8ad9-8b0cbef39999"
"http://www.cdisc.org","C12687","Code_352","Code","2023-12-15","Common Carotid Artery","2350abb6-0323-4e97-be18-3d2815255538"
"http://www.cdisc.org","C32478","Code_353","Code","2023-12-15","Dorsalis Pedis Artery","290f0455-b0cb-407d-8328-1298cff43b9e"
"http://www.cdisc.org","C12715","Code_354","Code","2023-12-15","Femoral Artery","e24ad6f2-fa88-4760-89ff-13249f171137"
"http://www.cdisc.org","C12838","Code_355","Code","2023-12-15","Radial Artery","72de1377-dff1-4e91-9167-79471bdc0f00"
"http://www.cdisc.org","C13717","Code_356","Code","2023-12-15","Anatomic Site","e79e1e7d-b05b-4d30-a9a8-edec3effcc6b"
"http://www.cdisc.org","C25229","Code_357","Code","2023-12-15","Left","c9609a71-cb74-4160-bd50-627ceecf7f96"
"http://www.cdisc.org","C25228","Code_358","Code","2023-12-15","Right","a8596611-1ec7-481c-b842-f96e5a568700"
"http://www.cdisc.org","C25185","Code_359","Code","2023-12-15","Laterality","e3d7984a-fe57-453d-8dba-efb37459dee9"
"http://www.cdisc.org","C25299","Code_360","Code","2023-12-15","DIABP","3d42c8a4-0ed6-455a-b34d-a9bb8bc41abf"
"http://www.cdisc.org","C49677","Code_361","Code","2023-12-15","HR","466f09c1-ee15-4bf6-8e09-b68300fffe20"
"http://www.cdisc.org","C77140","Code_362","Code","2023-12-15","Clinical Test Result","0b0c5d7d-0cf5-42ce-bde8-a04347e2d573"
"http://www.cdisc.org","C73688","Code_363","Code","2023-12-15","Count per Minute","2f8fc164-b33a-49a5-9b75-5461ebfc6891"
"http://www.cdisc.org","C62122","Code_364","Code","2023-12-15","Sitting","4a249184-f557-42c4-96dc-e5c1fa4d1e67"
"http://www.cdisc.org","C62166","Code_365","Code","2023-12-15","Standing","5fd5361d-4bc6-46a9-ada7-d76ab97da9f9"
"http://www.cdisc.org","C62167","Code_366","Code","2023-12-15","Supine Position","0fe884ee-f978-49d9-9b00-d4d8b8409533"
"http://www.cdisc.org","C62164","Code_367","Code","2023-12-15","Body Position","55546176-3e8f-4ba2-afb0-9b9f83d48529"
"http://www.cdisc.org","C12681","Code_368","Code","2023-12-15","Brachial Artery","6a969bb9-81ca-48ae-ab97-0ef3459e7bd1"
"http://www.cdisc.org","C12687","Code_369","Code","2023-12-15","Common Carotid Artery","f5a2260e-76d3-48ce-bea4-55c356802a65"
"http://www.cdisc.org","C32478","Code_370","Code","2023-12-15","Dorsalis Pedis Artery","61fc6a80-c36c-489e-8f05-9ac7f04bf0ed"
"http://www.cdisc.org","C12715","Code_371","Code","2023-12-15","Femoral Artery","a32e428f-4ca2-4a25-85df-2e313b2ad990"
"http://www.cdisc.org","C12838","Code_372","Code","2023-12-15","Radial Artery","ad495972-1401-44ef-b92d-3b4d5bdff17a"
"http://www.cdisc.org","C13717","Code_373","Code","2023-12-15","Anatomic Site","f36aea28-cce8-42fd-8759-d713390eb598"
"http://www.cdisc.org","C25229","Code_374","Code","2023-12-15","Left","26551470-38e1-4af9-bec0-637c4e6282b2"
"http://www.cdisc.org","C25228","Code_375","Code","2023-12-15","Right","e97d7672-f93c-43e2-87e8-a39dec66411e"
"http://www.cdisc.org","C25185","Code_376","Code","2023-12-15","Laterality","e605177f-4a60-4b31-bf85-74002add194e"
"http://www.cdisc.org","C49677","Code_377","Code","2023-12-15","HR","597fc084-e92c-4c7a-9f97-ebf21fb2c085"
"http://www.cdisc.org","C25298","Code_378","Code","2023-12-15","SYSBP","f87863fe-b906-4789-901e-c1b7ac4701f8"
