"uuid:ID","id","codeSystemVersion","code","codeSystem","decode","instanceType"
"30350638-9ebe-43c9-a824-11d5803559cb","Code_169","2023-12-15","C113380","http://www.cdisc.org","Disabling Adverse Event","Code"
"0292af7c-8c4a-4dd7-903b-5f40031443d2","Code_170","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"5190db92-ec69-4eaa-951a-2bd624b84673","Code_171","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"dca88eb4-f2ac-4805-8d09-71ad9ff6943c","Code_172","2023-12-15","C48275","http://www.cdisc.org","Death Related to Adverse Event","Code"
"ca6d33a7-f2b7-42df-945b-42e4c3065105","Code_173","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"15690020-1dcd-4aac-a8ea-d5bdc6ec9e54","Code_174","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"dbbed3ad-84a2-4103-8b65-da34cfb63de3","Code_175","2023-12-15","C83052","http://www.cdisc.org","Adverse Event associated with Hospitalization","Code"
"f2edd75e-51c6-49a5-88a9-69b457faac5a","Code_176","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"e82fc95f-ba7b-4063-a5f0-271428272ab8","Code_177","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"8caf3a00-68c3-422d-980e-ad8faf75e404","Code_178","2023-12-15","C84266","http://www.cdisc.org","Life Threatening Adverse Event","Code"
"82751dba-e8fa-4358-89ed-c66b047031a5","Code_179","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"79b7aab8-6a46-4808-80f7-cf6db7f4249e","Code_180","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"dc8530c2-1cf9-4ec5-bf5d-279c9d23b74c","Code_181","2023-12-15","C83214","http://www.cdisc.org","Adverse Event Occurred with Overdose","Code"
"4f728a2a-3763-4ea7-9944-cf2ec0f7d308","Code_182","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"b40bb789-da16-4ebc-a71f-48453c6d68de","Code_183","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"6e012d1c-58da-4bef-9493-d28dcd8ba882","Code_184","2023-12-15","C83053","http://www.cdisc.org","Adverse Event Associated with Serious Medical Event","Code"
"1a467e66-3293-448d-8a76-74eada0ccaf2","Code_185","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"84955b6d-a74f-45a9-a060-5822028f3d2d","Code_186","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"9f8b0fa8-7e07-4e0c-a9b1-cc792aa8b827","Code_187","2023-12-15","C83199","http://www.cdisc.org","Adverse Event Concomitant Treatment","Code"
"95bac2b5-cb9f-47b7-b8d3-3b99082f0c2b","Code_188","2023-12-15","C83215","http://www.cdisc.org","Adverse Event Start Date Time","Code"
"82f6fd8e-5007-4ea9-8a61-5d1d8ed2439b","Code_189","2023-12-15","C83201","http://www.cdisc.org","Adverse Event End Date Time","Code"
"602d2f15-4a88-4bde-bce2-4e43945df1cb","Code_190","2023-12-15","C179175","http://www.cdisc.org","Solicited Adverse Event","Code"
"d1e95999-4108-4ffb-9d92-7ac6cd31110a","Code_191","2023-12-15","C25298","http://www.cdisc.org","SYSBP","Code"
"5b475dd9-c49a-452c-bff8-8844457aa1bb","Code_192","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"e1fa6b19-1122-4413-b035-1523000970ce","Code_193","2023-12-15","C49669","http://www.cdisc.org","Unit of Pressure","Code"
"c08f564f-2414-4a3d-99a1-def37c824c21","Code_194","2023-12-15","C62122","http://www.cdisc.org","Sitting","Code"
"d6fe3189-f799-4d34-b4bc-da417b4e2b91","Code_195","2023-12-15","C62166","http://www.cdisc.org","Standing","Code"
"43b7b298-1428-4b42-a1a1-a51765fa7179","Code_196","2023-12-15","C62167","http://www.cdisc.org","Supine Position","Code"
"16d0f537-8d8c-4b2b-84dd-6495cff36ac6","Code_197","2023-12-15","C62164","http://www.cdisc.org","Body Position","Code"
"7cc01f55-2148-4847-8ffd-2f7f12a601ef","Code_198","2023-12-15","C12681","http://www.cdisc.org","Brachial Artery","Code"
"404ba465-f433-4101-96e9-f918bb7febfd","Code_199","2023-12-15","C12687","http://www.cdisc.org","Common Carotid Artery","Code"
"2bf0960d-5d17-4876-bae5-e8fec92d963f","Code_200","2023-12-15","C32478","http://www.cdisc.org","Dorsalis Pedis Artery","Code"
"ea5f0b45-73f5-4468-b4b2-70bef5bd8373","Code_201","2023-12-15","C12715","http://www.cdisc.org","Femoral Artery","Code"
"8506d50c-7911-4fc3-abbd-3b20e952f4a8","Code_202","2023-12-15","C12838","http://www.cdisc.org","Radial Artery","Code"
"ccd89455-1f82-4a77-91dd-a0347155d2a0","Code_203","2023-12-15","C13717","http://www.cdisc.org","Anatomic Site","Code"
"8b178a7a-1893-4cfb-8384-70b70830ebaf","Code_204","2023-12-15","C25229","http://www.cdisc.org","Left","Code"
"cc6b0488-fe5b-46c3-b1cd-bbd79b7015ba","Code_205","2023-12-15","C25228","http://www.cdisc.org","Right","Code"
"9db0aa89-491d-4a7f-a5af-5d0edf7a6868","Code_206","2023-12-15","C25185","http://www.cdisc.org","Laterality","Code"
"5012748d-2ef4-4576-998f-7a7fb4a1145a","Code_207","2023-12-15","C25298","http://www.cdisc.org","SYSBP","Code"
"ff24bc54-b0f0-4f47-b726-751c51c971e5","Code_208","2023-12-15","C25299","http://www.cdisc.org","DIABP","Code"
"96088472-1594-48ea-8f09-cdf64315fde8","Code_209","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"8d809f28-33b6-431a-93ae-c01d86005ef9","Code_210","2023-12-15","C49669","http://www.cdisc.org","Unit of Pressure","Code"
"171c9e62-65c1-4deb-ae73-5ffc0f8fdcef","Code_211","2023-12-15","C62122","http://www.cdisc.org","Sitting","Code"
"2e87181d-a88f-4502-911e-c2fe0bd21491","Code_212","2023-12-15","C62166","http://www.cdisc.org","Standing","Code"
"475805bd-b494-4448-bb3a-e7f228f143c1","Code_213","2023-12-15","C62167","http://www.cdisc.org","Supine Position","Code"
"963f66d5-e075-4067-9ee3-4a73f5ae0c0c","Code_214","2023-12-15","C62164","http://www.cdisc.org","Body Position","Code"
"af0556b8-50a1-4509-bb33-a1726f38140c","Code_215","2023-12-15","C12681","http://www.cdisc.org","Brachial Artery","Code"
"d6a53e91-3618-4e2c-b3dc-e0d4811c4221","Code_216","2023-12-15","C12687","http://www.cdisc.org","Common Carotid Artery","Code"
"e141194b-b0ae-466e-a5d5-81b51d9f4a36","Code_217","2023-12-15","C32478","http://www.cdisc.org","Dorsalis Pedis Artery","Code"
"a04debfc-72d8-439b-a04d-3f3a02575be8","Code_218","2023-12-15","C12715","http://www.cdisc.org","Femoral Artery","Code"
"6408a437-0ae4-4eec-a860-79650e2ba109","Code_219","2023-12-15","C12838","http://www.cdisc.org","Radial Artery","Code"
"61e08128-0f92-4b52-9fbd-763f6156ada2","Code_220","2023-12-15","C13717","http://www.cdisc.org","Anatomic Site","Code"
"6601c833-19d9-4a74-ae44-e2446bfa80e3","Code_221","2023-12-15","C25229","http://www.cdisc.org","Left","Code"
"3b7f0e6e-073a-49e7-a38a-c161b9056bd7","Code_222","2023-12-15","C25228","http://www.cdisc.org","Right","Code"
"e067b0db-393f-4d36-b30b-503e9b96f5c8","Code_223","2023-12-15","C25185","http://www.cdisc.org","Laterality","Code"
"bbd9102b-b63f-4a58-9360-9b3870680a34","Code_224","2023-12-15","C25299","http://www.cdisc.org","DIABP","Code"
"e2995d6a-13ec-46cd-8e41-ba50f25e42df","Code_225","2023-12-15","C174446","http://www.cdisc.org","TEMP","Code"
"8b84d5a2-4812-4c4e-964f-6fcf04c9cade","Code_226","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"26ff3ec7-8dc5-4bf3-802d-4540acb37299","Code_227","2023-12-15","C42559","http://www.cdisc.org","Degree Celsius","Code"
"4a3ab2da-40ac-4eea-ae3a-4ad2c5573e31","Code_228","2023-12-15","C44277","http://www.cdisc.org","Degree Fahrenheit","Code"
"80b17087-16dc-42d3-8f2d-286527a12a0b","Code_229","2023-12-15","C42537","http://www.cdisc.org","Kelvin","Code"
"e860ec29-7e1b-4c87-9c0b-1bedd77c6c1d","Code_230","2023-12-15","C44276","http://www.cdisc.org","Unit of Temperature","Code"
"549b47f6-3496-405c-a2a6-d8a1bee2ef17","Code_231","2023-12-15","C12674","http://www.cdisc.org","Axilla","Code"
"310e51b9-8a4a-4067-82a7-ded0c1a46c6f","Code_232","2023-12-15","C12394","http://www.cdisc.org","Ear","Code"
"14a5d3d4-df46-465a-b2fe-886c3b6f1ddd","Code_233","2023-12-15","C89803","http://www.cdisc.org","Forehead","Code"
"b6bd9778-72ea-4bbc-9250-c728a3ed5bf3","Code_234","2023-12-15","C12421","http://www.cdisc.org","Oral Cavity","Code"
"f87872b2-00df-45ae-a785-eefae7b526dc","Code_235","2023-12-15","C12390","http://www.cdisc.org","Rectum","Code"
"bb61e7bd-109e-469b-abdf-95a882735e4b","Code_236","2023-12-15","C13717","http://www.cdisc.org","Anatomic Site","Code"
"4c4fd333-8ffe-4f91-b425-b2fb54486a58","Code_237","2023-12-15","C174446","http://www.cdisc.org","TEMP","Code"
"01c43d71-64fc-4458-bb2f-bffbf95e7bcc","Code_238","2023-12-15","C25208","http://www.cdisc.org","WEIGHT","Code"
"4a3ae27d-8092-4fac-af74-31b9400b55dd","Code_239","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"b535a44d-d129-4fba-923e-911ee6fb8399","Code_240","2023-12-15","C48531","http://www.cdisc.org","Pound","Code"
"bf887824-c7c8-442d-9d82-f4938ce1ce2c","Code_241","2023-12-15","C48155","http://www.cdisc.org","Gram","Code"
"21684e57-352e-4df9-be88-b37f06fc25f1","Code_242","2023-12-15","C28252","http://www.cdisc.org","Kilogram","Code"
"84e508a2-0c57-48ee-b6c2-4449402f7880","Code_243","2023-12-15","C48208","http://www.cdisc.org","Unit of Weight","Code"
"d03f742a-9522-4d26-955e-f63a3848a758","Code_244","2023-12-15","C25208","http://www.cdisc.org","WEIGHT","Code"
"6faf3356-05b5-4b91-b0e4-730e45405ba6","Code_245","2023-12-15","C25347","http://www.cdisc.org","HEIGHT","Code"
"30c3837d-d0ee-4df4-9009-4feda8f74a3d","Code_246","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"0d257711-1543-4a89-a8f8-d34644de2eff","Code_247","2023-12-15","C49668","http://www.cdisc.org","Centimeter","Code"
"f14b9090-00f1-472e-af72-a9da55b82cdd","Code_248","2023-12-15","C48500","http://www.cdisc.org","Inch","Code"
"750dbcf0-d2b5-4c70-9f5c-28ed659d362e","Code_249","2023-12-15","C41139","http://www.cdisc.org","Meter","Code"
"70c0f954-268e-49d2-b607-ec81f3c5c735","Code_250","2023-12-15","C168688","http://www.cdisc.org","Unit of Height","Code"
"f4ef2397-6a4e-438a-b48f-7dcda398ba67","Code_251","2023-12-15","C25347","http://www.cdisc.org","HEIGHT","Code"
"9ab5c048-0bf1-4fb3-b962-3ce27c72cb4e","Code_252","2023-12-15","C64433","http://www.cdisc.org","ALT","Code"
"5aba9b16-6252-4cb3-9967-a9b730d98717","Code_253","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"824a81c5-c821-43eb-b4b9-165f4059d104","Code_254","2023-12-15","C67456","http://www.cdisc.org","Unit per Liter","Code"
"a1b6a41f-eb60-4d1d-975a-f887f956dfa8","Code_255","2023-12-15","C67397","http://www.cdisc.org","Microkatal per Liter","Code"
"0f033cf4-996c-41da-bdce-43fd344ddb43","Code_256","2023-12-15","C67376","http://www.cdisc.org","International Unit per Liter","Code"
"37c2c9b8-a1b1-4bfd-a407-c23e84ee9849","Code_257","2023-12-15","C70510","http://www.cdisc.org","Nanokatal per Liter","Code"
"d0235cea-900d-49f9-a9de-5a73d503e62f","Code_258","2023-12-15","C67365","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code"
"e2fc96f0-d243-4cdf-a818-1e1ec61b5c1a","Code_259","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"30617f10-834a-49f1-87fe-ea1948a741e8","Code_260","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"dffa8dd7-02c9-4e21-bc35-dce05d99be1c","Code_261","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"575529f4-7480-4be2-b46c-17fcc9ef9217","Code_262","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"3c0d1209-0838-4843-973b-44449b658bbd","Code_263","2023-12-15","C64433","http://www.cdisc.org","ALT","Code"
"451b0fe9-7f58-47b0-9b43-1d3d55cea50b","Code_264","2023-12-15","C64431","http://www.cdisc.org","ALB","Code"
"69b67b40-5409-4dd6-9291-970f5ab7b397","Code_265","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"e5420bab-dd49-4929-8e21-4a6714fad396","Code_266","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"ad4a78f8-a712-458e-8b75-2b3354ccb2a4","Code_267","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"b6dd2bbf-6c07-4918-aa7d-ef52563d1f1b","Code_268","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"b36ad6e0-e038-4c30-9bd2-75224996fcde","Code_269","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"c6a7ed47-ece7-4be8-878d-b1640e2fe28f","Code_270","2023-12-15","C64431","http://www.cdisc.org","ALB","Code"
"a6f0405e-1985-47c1-90a6-922c814a9df3","Code_271","2023-12-15","C64432","http://www.cdisc.org","ALP","Code"
"41409121-f2e6-4723-8d3f-ca64bbf5be1f","Code_272","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"b9148f97-4ea1-4159-ae0d-8b04d31c4805","Code_273","2023-12-15","C67456","http://www.cdisc.org","Unit per Liter","Code"
"cebe7e74-f62b-4067-ac5f-acab86779a31","Code_274","2023-12-15","C67397","http://www.cdisc.org","Microkatal per Liter","Code"
"a83add0b-4810-48c2-8eaf-da2d70e4affe","Code_275","2023-12-15","C67376","http://www.cdisc.org","International Unit per Liter","Code"
"f393057b-e19d-40a3-8cde-fef68109bcc3","Code_276","2023-12-15","C67365","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code"
"635643d1-f382-4bf7-bb32-39c7079f4b03","Code_277","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"1e44710e-a046-4b3f-8154-bc437b967342","Code_278","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"3938849d-c466-4cb4-9cb8-d65c70962294","Code_279","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"37b7acfa-35e4-480c-8adf-3bd4b7fa0968","Code_280","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"e74dd162-1c0d-4e86-b840-6d0f653d1f67","Code_281","2023-12-15","C64432","http://www.cdisc.org","ALP","Code"
"03271e55-ccc5-454d-ba32-3e2004ed86fd","Code_282","2023-12-15","C64467","http://www.cdisc.org","AST","Code"
"4148b408-2370-4544-96e2-e4fa81aaf988","Code_283","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"c905089d-ab66-4ada-a394-db95f885696b","Code_284","2023-12-15","C67456","http://www.cdisc.org","Unit per Liter","Code"
"f87e860c-24be-4c44-a208-bb91ea8f7425","Code_285","2023-12-15","C67397","http://www.cdisc.org","Microkatal per Liter","Code"
"e675cc4d-98a9-420d-b631-e0975cfcc30c","Code_286","2023-12-15","C67376","http://www.cdisc.org","International Unit per Liter","Code"
"974232c1-5276-4889-9d87-e398eb69500b","Code_287","2023-12-15","C67365","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code"
"b401d28b-4492-435c-b99f-d76237270b71","Code_288","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"9ea8d260-63c9-4e0c-b57c-6f035d4531c4","Code_289","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"b8b7a037-fe48-4d3c-b447-b2547f03868f","Code_290","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"094c588c-5082-4e85-b99c-ea8d0d748954","Code_291","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"8b6020d4-41b3-4e11-a509-a287303ba26b","Code_292","2023-12-15","C64467","http://www.cdisc.org","AST","Code"
"57a0ed80-80ee-41bf-a9af-e4339d2cd344","Code_293","2023-12-15","C64547","http://www.cdisc.org","CREAT","Code"
"81f8bac8-b795-4bd4-b34c-8bd8d00d93c2","Code_294","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"8fbf24d4-6dbf-411b-835a-8e952c5530f7","Code_295","2023-12-15","C67015","http://www.cdisc.org","Milligram per Deciliter","Code"
"f3120f64-fb7e-43c4-b4b6-cd44db14e2fc","Code_296","2023-12-15","C64572","http://www.cdisc.org","Microgram per Milliliter","Code"
"9e93ce56-4e62-4b77-94e3-d85e83e796a2","Code_297","2023-12-15","C64387","http://www.cdisc.org","Millimole per Liter","Code"
"1f9e1709-208c-42f8-a8b0-f9a395e6b6da","Code_298","2023-12-15","C48508","http://www.cdisc.org","Micromole per Liter","Code"
"b64c1fa2-c4af-4d30-9192-5a92cfbe1811","Code_299","2023-12-15","C48207","http://www.cdisc.org","Unit of Concentration","Code"
"ee783a37-32b8-47d3-b6a5-874708c947e7","Code_300","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"427cedce-f338-4d64-a31c-782010e9066c","Code_301","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"831ace44-e700-461e-bb00-d83c04a9eef6","Code_302","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"04e13580-25bb-4a29-b2a9-37c859bfecbd","Code_303","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"5ab02e22-5cf9-493e-ab78-6b2a7272adfa","Code_304","2023-12-15","C64547","http://www.cdisc.org","CREAT","Code"
"f7006b7b-bb81-4b9a-9f93-a3353c5cac9a","Code_305","2023-12-15","C64853","http://www.cdisc.org","K","Code"
"24f325f6-4526-4113-b496-7894fe160676","Code_306","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"2b2845d3-306b-48e4-8f12-fb11486871a9","Code_307","2023-12-15","C67474","http://www.cdisc.org","Milliequivalent per Liter","Code"
"f821e7ca-68f4-4a76-bbfe-500a534e62b9","Code_308","2023-12-15","C67473","http://www.cdisc.org","Milliequivalent per Deciliter","Code"
"4cb5c4db-6e46-4f46-b142-712867f3a97a","Code_309","2023-12-15","C64387","http://www.cdisc.org","Millimole per Liter","Code"
"0084d027-9c21-45a0-aea1-43dd5806befa","Code_310","2023-12-15","C64567","http://www.cdisc.org","Molarity Unit","Code"
"e6d36fcd-a9e0-4f62-b2a4-30ad66ca772b","Code_311","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"8b630a00-e9fb-48cd-b817-551bd1ea75dd","Code_312","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"632c4b8e-962f-492e-892d-8256c531c873","Code_313","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"1fbb4521-b137-44c7-837d-df50f2d15479","Code_314","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"97d823f7-6f68-41c5-8c1f-dd57f9659f52","Code_315","2023-12-15","C64853","http://www.cdisc.org","K","Code"
"daa89ec0-1263-4bd6-9294-58685b29665a","Code_316","2023-12-15","C64809","http://www.cdisc.org","SODIUM","Code"
"8fef76c3-3b09-49a3-9519-4e495af15b61","Code_317","2023-12-15","C36292","http://www.cdisc.org","Laboratory Test Result","Code"
"08e0f308-4980-49fc-90f6-9d0521b3202d","Code_318","2023-12-15","C67474","http://www.cdisc.org","Milliequivalent per Liter","Code"
"bd1cf44b-6b0c-4352-b905-1c58acd90c32","Code_319","2023-12-15","C67473","http://www.cdisc.org","Milliequivalent per Deciliter","Code"
"e4de6fd6-a2e2-44cf-a0f4-661a16bc5b2e","Code_320","2023-12-15","C64387","http://www.cdisc.org","Millimole per Liter","Code"
"03740929-7db7-465a-b28d-6d99d726712f","Code_321","2023-12-15","C64567","http://www.cdisc.org","Molarity Unit","Code"
"0a96ba6d-a7be-4187-8f04-57fad4a59d17","Code_322","2023-12-15","C70713","http://www.cdisc.org","Biospecimen Type","Code"
"b22d231f-e9c1-4931-89b2-09a877604281","Code_323","2023-12-15","C49487","http://www.cdisc.org","No","Code"
"27e33ce4-25b3-40ad-93c7-fe2ce3e5c7d9","Code_324","2023-12-15","C49488","http://www.cdisc.org","Yes","Code"
"ce5a35bc-0c67-4759-9bb2-1aa05d6a7a14","Code_325","2023-12-15","C83309","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"bdae9fe1-2f26-4725-a841-403402c964c1","Code_326","2023-12-15","C64809","http://www.cdisc.org","SODIUM","Code"
"ae13b203-e870-44a0-8d1f-77a24bb0e6b7","Code_327","2023-12-15","C25298","http://www.cdisc.org","SYSBP","Code"
"49a9e4e3-89bd-4054-bc1c-61e89e47e27a","Code_328","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"bd9c6ddf-9d71-4401-b765-497b1407dff2","Code_329","2023-12-15","C49669","http://www.cdisc.org","Unit of Pressure","Code"
"8a3a3876-b404-44ea-bb63-2177c7f37818","Code_330","2023-12-15","C62122","http://www.cdisc.org","Sitting","Code"
"ce269dc8-4899-41f4-8261-4886ae41a16e","Code_331","2023-12-15","C62166","http://www.cdisc.org","Standing","Code"
"f9f3d3bf-88d6-421b-a43f-8efa8e4d9ad0","Code_332","2023-12-15","C62167","http://www.cdisc.org","Supine Position","Code"
"c913944f-940c-400b-ba5e-9852948b0023","Code_333","2023-12-15","C62164","http://www.cdisc.org","Body Position","Code"
"90d5121b-3522-4fbf-a0be-26139ee42d13","Code_334","2023-12-15","C12681","http://www.cdisc.org","Brachial Artery","Code"
"fc19cefa-0ce7-4d65-8ed6-3a47b6b7a359","Code_335","2023-12-15","C12687","http://www.cdisc.org","Common Carotid Artery","Code"
"97bf08a7-cf8a-4c1c-92dc-37e3d324776c","Code_336","2023-12-15","C32478","http://www.cdisc.org","Dorsalis Pedis Artery","Code"
"cd607e89-b1aa-4f25-a32a-b1f5932c2951","Code_337","2023-12-15","C12715","http://www.cdisc.org","Femoral Artery","Code"
"a9b2009c-96e6-47f8-9257-6f9b2c767e07","Code_338","2023-12-15","C12838","http://www.cdisc.org","Radial Artery","Code"
"44c10421-d9e2-4686-8843-c9e2bc3cc326","Code_339","2023-12-15","C13717","http://www.cdisc.org","Anatomic Site","Code"
"69baddd4-c704-4689-ac9f-f3606568d974","Code_340","2023-12-15","C25229","http://www.cdisc.org","Left","Code"
"203db384-1adb-4bbd-ae4f-525c87bb6c21","Code_341","2023-12-15","C25228","http://www.cdisc.org","Right","Code"
"6e28d78a-7ece-4007-a5cc-33a3d7456e15","Code_342","2023-12-15","C25185","http://www.cdisc.org","Laterality","Code"
"16671288-4c91-4c4a-bed8-8b3d823f8c4f","Code_343","2023-12-15","C25298","http://www.cdisc.org","SYSBP","Code"
"3537a698-2ed1-4530-a019-1de625c7b2bb","Code_344","2023-12-15","C25299","http://www.cdisc.org","DIABP","Code"
"96f75e3f-c4d5-40b7-a94d-e13a2ca9179e","Code_345","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"35cc2996-cac3-4eb2-ab29-732ce6c0960d","Code_346","2023-12-15","C49669","http://www.cdisc.org","Unit of Pressure","Code"
"044f34b4-35cc-4cc5-8dc8-4f456a2efb9e","Code_347","2023-12-15","C62122","http://www.cdisc.org","Sitting","Code"
"746a696a-580d-4d7e-a484-dd9123773a86","Code_348","2023-12-15","C62166","http://www.cdisc.org","Standing","Code"
"3fc50328-ab24-44d3-b073-300a1d838fbd","Code_349","2023-12-15","C62167","http://www.cdisc.org","Supine Position","Code"
"4df88f06-307c-4a07-8637-0e8e087275aa","Code_350","2023-12-15","C62164","http://www.cdisc.org","Body Position","Code"
"ef2a18a4-3212-47ef-913c-acc7a1a0c7ef","Code_351","2023-12-15","C12681","http://www.cdisc.org","Brachial Artery","Code"
"777ff512-b791-42a2-bb3f-2631d7c8e2dc","Code_352","2023-12-15","C12687","http://www.cdisc.org","Common Carotid Artery","Code"
"6a73bfe1-6544-4c7b-a4a8-880e600f5848","Code_353","2023-12-15","C32478","http://www.cdisc.org","Dorsalis Pedis Artery","Code"
"34fcd386-7560-4e9e-83b0-41f3d4b3cf2e","Code_354","2023-12-15","C12715","http://www.cdisc.org","Femoral Artery","Code"
"f008cd26-b2d0-4b2b-927b-06fa09844310","Code_355","2023-12-15","C12838","http://www.cdisc.org","Radial Artery","Code"
"8730dc4c-9097-428d-8171-65f2c7418012","Code_356","2023-12-15","C13717","http://www.cdisc.org","Anatomic Site","Code"
"6aa232c9-99ff-4144-af28-03bc8abc4609","Code_357","2023-12-15","C25229","http://www.cdisc.org","Left","Code"
"45c2ef35-715e-4592-b40d-07e3ca1dedab","Code_358","2023-12-15","C25228","http://www.cdisc.org","Right","Code"
"797d1492-32a7-45aa-b6ac-07fc4a81e75b","Code_359","2023-12-15","C25185","http://www.cdisc.org","Laterality","Code"
"91a9c5bb-af5c-42d8-aebb-70bf81e929c5","Code_360","2023-12-15","C25299","http://www.cdisc.org","DIABP","Code"
"4ec6a4e9-4b14-48ae-babe-45760e468245","Code_361","2023-12-15","C49677","http://www.cdisc.org","HR","Code"
"1fa5fd49-711c-4830-b572-b1990027116d","Code_362","2023-12-15","C77140","http://www.cdisc.org","Clinical Test Result","Code"
"eb877e01-65db-4ee0-a30f-718b6616cc8a","Code_363","2023-12-15","C73688","http://www.cdisc.org","Count per Minute","Code"
"a9c57509-4aba-4f97-b265-d3deca82ac2d","Code_364","2023-12-15","C62122","http://www.cdisc.org","Sitting","Code"
"8d5285f8-941d-4335-af6f-abead5700291","Code_365","2023-12-15","C62166","http://www.cdisc.org","Standing","Code"
"ab5a171a-e743-41b9-8228-caccfe0e4538","Code_366","2023-12-15","C62167","http://www.cdisc.org","Supine Position","Code"
"5e2c236f-55e6-4a97-bd32-349d5efe9082","Code_367","2023-12-15","C62164","http://www.cdisc.org","Body Position","Code"
"f0fbe262-1de2-43fd-ad38-4c532a19cfbf","Code_368","2023-12-15","C12681","http://www.cdisc.org","Brachial Artery","Code"
"4bde2a0b-b1b5-4601-83dc-e10716135cf0","Code_369","2023-12-15","C12687","http://www.cdisc.org","Common Carotid Artery","Code"
"ac4911d7-b501-43ca-b327-3afe3167762c","Code_370","2023-12-15","C32478","http://www.cdisc.org","Dorsalis Pedis Artery","Code"
"620d8cc7-2a7f-4066-8e5f-4e76a42b26e0","Code_371","2023-12-15","C12715","http://www.cdisc.org","Femoral Artery","Code"
"306d7c06-478e-4a91-9b11-3b8ea5acb570","Code_372","2023-12-15","C12838","http://www.cdisc.org","Radial Artery","Code"
"46a6c61b-9efd-4bc2-b516-8109d0de165b","Code_373","2023-12-15","C13717","http://www.cdisc.org","Anatomic Site","Code"
"433a754c-03e3-4174-8720-0431f8118f4e","Code_374","2023-12-15","C25229","http://www.cdisc.org","Left","Code"
"3e27f5f9-a486-4a25-82d3-bce03caa4d9e","Code_375","2023-12-15","C25228","http://www.cdisc.org","Right","Code"
"267af8e7-4349-40cf-a270-03f767a4589a","Code_376","2023-12-15","C25185","http://www.cdisc.org","Laterality","Code"
"9cade879-b17d-413b-a25a-408d900afb68","Code_377","2023-12-15","C49677","http://www.cdisc.org","HR","Code"
"b118a209-a644-4f05-b24a-4efbe056463d","Code_378","2023-12-15","C25298","http://www.cdisc.org","SYSBP","Code"
