"codeSystem","instanceType","decode","code","codeSystemVersion","id","uuid:ID"
"http://www.cdisc.org","Code","Disabling Adverse Event","C113380","2023-12-15","Code_169","6ab25fb5-2c17-4918-b2f8-c91e4d77b290"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_170","b7da7f62-bcb4-42ca-868b-873010e44bd1"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_171","e7f62a13-16ed-495c-835b-bf91a3c8451b"
"http://www.cdisc.org","Code","Death Related to Adverse Event","C48275","2023-12-15","Code_172","eb4cab19-0b31-4d37-9efd-c1859cb69487"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_173","bc51e1c1-7863-46bb-8009-a01cf85a833e"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_174","e168219f-9985-4bd2-afa9-9681dcfcc8ac"
"http://www.cdisc.org","Code","Adverse Event associated with Hospitalization","C83052","2023-12-15","Code_175","254e5b72-cfcd-4988-ba7f-577f7cbf9496"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_176","e4e41a49-af10-438d-8600-e4ebe104176d"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_177","ee658e51-ebbc-4d6a-80c8-9a94ac6e9400"
"http://www.cdisc.org","Code","Life Threatening Adverse Event","C84266","2023-12-15","Code_178","7e8dde69-9e1d-40c2-a4e5-aaf4e7f145c8"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_179","50606908-35b9-427a-9ccd-b4d3df664654"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_180","797c08f6-50ca-4313-a4b4-815f3e573aa7"
"http://www.cdisc.org","Code","Adverse Event Occurred with Overdose","C83214","2023-12-15","Code_181","0f5a6947-ddfb-43a6-91e6-51598fdd97e6"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_182","205892c5-a3a6-4d4e-a651-dfa42de2be16"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_183","8cd764ae-6fb3-46a1-a3a8-d394489d7434"
"http://www.cdisc.org","Code","Adverse Event Associated with Serious Medical Event","C83053","2023-12-15","Code_184","3fe6685a-a4d1-4f74-aab3-1e9364f089f7"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_185","d0a192b3-8365-49d1-b5b9-e1e84c80b606"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_186","1f68fadb-2233-4783-ac3f-a099a19a88e6"
"http://www.cdisc.org","Code","Adverse Event Concomitant Treatment","C83199","2023-12-15","Code_187","96386d4a-cc7f-4605-8f4b-73b311fccc30"
"http://www.cdisc.org","Code","Adverse Event Start Date Time","C83215","2023-12-15","Code_188","ad82809a-239a-445f-981d-b2d2f4237a9c"
"http://www.cdisc.org","Code","Adverse Event End Date Time","C83201","2023-12-15","Code_189","c8ea1eee-7199-4df6-bef5-7576862f8843"
"http://www.cdisc.org","Code","Solicited Adverse Event","C179175","2023-12-15","Code_190","c71ef087-19b1-420d-81be-c22145f866d6"
"http://www.cdisc.org","Code","SYSBP","C25298","2023-12-15","Code_191","331b9239-1ecb-4f21-a211-a019da9122ef"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_192","a05230cc-bba1-4831-bd37-cdbdcff3df7b"
"http://www.cdisc.org","Code","Unit of Pressure","C49669","2023-12-15","Code_193","3d61bb61-651c-4ab9-8b72-07fe462960f3"
"http://www.cdisc.org","Code","Sitting","C62122","2023-12-15","Code_194","7817fcde-7176-43fc-8c99-c63953ef12ca"
"http://www.cdisc.org","Code","Standing","C62166","2023-12-15","Code_195","ffe7ef18-a142-424d-a5c8-e9527cdb86c6"
"http://www.cdisc.org","Code","Supine Position","C62167","2023-12-15","Code_196","5b148737-2a72-4f41-b4ab-00a1a33e1712"
"http://www.cdisc.org","Code","Body Position","C62164","2023-12-15","Code_197","e1a40bda-ad96-4609-b4e5-485dc70bcc68"
"http://www.cdisc.org","Code","Brachial Artery","C12681","2023-12-15","Code_198","5ac7e67c-201a-4924-ae41-e5809d1e55d2"
"http://www.cdisc.org","Code","Common Carotid Artery","C12687","2023-12-15","Code_199","641b5641-642c-4cd8-a5cb-f553d4841d09"
"http://www.cdisc.org","Code","Dorsalis Pedis Artery","C32478","2023-12-15","Code_200","62acc2da-1c83-47da-9bfd-ebff53c724ba"
"http://www.cdisc.org","Code","Femoral Artery","C12715","2023-12-15","Code_201","750d8369-355e-4c00-a63f-058b66af24f4"
"http://www.cdisc.org","Code","Radial Artery","C12838","2023-12-15","Code_202","dde0fd4b-572f-4d25-8fa7-ccad52287cc2"
"http://www.cdisc.org","Code","Anatomic Site","C13717","2023-12-15","Code_203","87a0d00e-fb42-4f22-9c0d-fe5c1c838005"
"http://www.cdisc.org","Code","Left","C25229","2023-12-15","Code_204","daf2286e-6484-4df2-bdb6-ad8d866f6e0b"
"http://www.cdisc.org","Code","Right","C25228","2023-12-15","Code_205","c49a419c-4418-425a-b748-698ff785bfae"
"http://www.cdisc.org","Code","Laterality","C25185","2023-12-15","Code_206","c368f54d-21c5-4b43-b7b8-d2b15e1bbaad"
"http://www.cdisc.org","Code","SYSBP","C25298","2023-12-15","Code_207","330bb1d2-18c8-4fbe-bf23-e3edaad15831"
"http://www.cdisc.org","Code","DIABP","C25299","2023-12-15","Code_208","9e29f998-c422-4be7-a3bf-b8c07e302df2"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_209","892942af-395e-4975-a117-0301c3564792"
"http://www.cdisc.org","Code","Unit of Pressure","C49669","2023-12-15","Code_210","7fd962c8-c0e6-408c-8424-1bb6c759ca00"
"http://www.cdisc.org","Code","Sitting","C62122","2023-12-15","Code_211","17333599-c494-49d3-b954-817601213218"
"http://www.cdisc.org","Code","Standing","C62166","2023-12-15","Code_212","afb1a50d-8779-4336-ab1d-7a70a45d0042"
"http://www.cdisc.org","Code","Supine Position","C62167","2023-12-15","Code_213","711fadce-38f7-4159-bce2-781e1a9704d5"
"http://www.cdisc.org","Code","Body Position","C62164","2023-12-15","Code_214","14f39e1b-1525-4bc7-ab47-a02254e36c0f"
"http://www.cdisc.org","Code","Brachial Artery","C12681","2023-12-15","Code_215","014f325e-d955-4c91-9f08-bd18f8f3c726"
"http://www.cdisc.org","Code","Common Carotid Artery","C12687","2023-12-15","Code_216","eeacc11d-c54b-48fe-84da-2762cf423498"
"http://www.cdisc.org","Code","Dorsalis Pedis Artery","C32478","2023-12-15","Code_217","12167a00-6d7f-4a3e-bccd-4f582e33d0f4"
"http://www.cdisc.org","Code","Femoral Artery","C12715","2023-12-15","Code_218","87020213-d635-43ab-ba61-2be46b601cc1"
"http://www.cdisc.org","Code","Radial Artery","C12838","2023-12-15","Code_219","49085eae-951a-41ec-aa00-80e19f5c4a8f"
"http://www.cdisc.org","Code","Anatomic Site","C13717","2023-12-15","Code_220","eb147f96-ff57-4e34-9ce7-cc713f575d2d"
"http://www.cdisc.org","Code","Left","C25229","2023-12-15","Code_221","d2da0294-3524-44a2-bc93-dd4aa2c519b8"
"http://www.cdisc.org","Code","Right","C25228","2023-12-15","Code_222","b6789647-ab86-4950-984c-d5b5cc12a681"
"http://www.cdisc.org","Code","Laterality","C25185","2023-12-15","Code_223","c8ab7732-d82b-4e2c-96bb-8af6cd849837"
"http://www.cdisc.org","Code","DIABP","C25299","2023-12-15","Code_224","e5a359b2-38de-4bdf-9abb-55888dd57e6a"
"http://www.cdisc.org","Code","TEMP","C174446","2023-12-15","Code_225","e8a664d1-eab9-4c3e-9d54-3206d031e66e"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_226","fe37a40d-1c74-4900-8e4c-fe3c53c9ea86"
"http://www.cdisc.org","Code","Degree Celsius","C42559","2023-12-15","Code_227","a4fe81d0-4703-4397-be6b-5aa6f2122669"
"http://www.cdisc.org","Code","Degree Fahrenheit","C44277","2023-12-15","Code_228","7e4ed484-5854-4f82-9e89-0779587744ff"
"http://www.cdisc.org","Code","Kelvin","C42537","2023-12-15","Code_229","e4c19886-c5fb-41bc-8308-171c494ab066"
"http://www.cdisc.org","Code","Unit of Temperature","C44276","2023-12-15","Code_230","7fac4378-1e73-45f0-9678-4c110423f435"
"http://www.cdisc.org","Code","Axilla","C12674","2023-12-15","Code_231","098dd9c8-7588-4e05-90e5-efdd73c48ce2"
"http://www.cdisc.org","Code","Ear","C12394","2023-12-15","Code_232","8aa9232b-87f6-4305-8433-271ce74c9ccc"
"http://www.cdisc.org","Code","Forehead","C89803","2023-12-15","Code_233","fefbd962-b899-4e4f-a36f-77954e767ce1"
"http://www.cdisc.org","Code","Oral Cavity","C12421","2023-12-15","Code_234","a9fbb184-3150-44d3-a057-5bdb4f2acd8b"
"http://www.cdisc.org","Code","Rectum","C12390","2023-12-15","Code_235","7da3ba47-e6ae-4223-b42e-bfb3b42d7647"
"http://www.cdisc.org","Code","Anatomic Site","C13717","2023-12-15","Code_236","d9332a27-1b00-416b-873c-39288661c314"
"http://www.cdisc.org","Code","TEMP","C174446","2023-12-15","Code_237","1b05db8a-44db-4874-be20-56dc3141d3b3"
"http://www.cdisc.org","Code","WEIGHT","C25208","2023-12-15","Code_238","1b4bc86a-38af-4c3a-9faa-118279e1df8d"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_239","6eea2494-f6a7-44ee-a363-da82c6f13799"
"http://www.cdisc.org","Code","Pound","C48531","2023-12-15","Code_240","eea23e48-2fe7-45b8-911c-10ce497a14c2"
"http://www.cdisc.org","Code","Gram","C48155","2023-12-15","Code_241","1d2501b5-95fe-4700-bc7e-62fd02d695f7"
"http://www.cdisc.org","Code","Kilogram","C28252","2023-12-15","Code_242","91b62d10-0225-480d-8272-f8ed65633a25"
"http://www.cdisc.org","Code","Unit of Weight","C48208","2023-12-15","Code_243","43a3e9ab-4bf4-422f-ab43-b13e3e10c02e"
"http://www.cdisc.org","Code","WEIGHT","C25208","2023-12-15","Code_244","93941807-b7e2-4b3a-ba75-8d26d603a6b9"
"http://www.cdisc.org","Code","HEIGHT","C25347","2023-12-15","Code_245","5168f5d6-5577-4b0a-8426-532285178da7"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_246","8628e209-8bd2-4a13-b22e-6d5286297d5e"
"http://www.cdisc.org","Code","Centimeter","C49668","2023-12-15","Code_247","b275d18e-81f0-4416-b2d7-1c44adf1ace8"
"http://www.cdisc.org","Code","Inch","C48500","2023-12-15","Code_248","73f59ed4-c5c4-4257-a005-b7b508402f3c"
"http://www.cdisc.org","Code","Meter","C41139","2023-12-15","Code_249","9211ad9e-940f-4fc9-9f56-89852a2ac2ba"
"http://www.cdisc.org","Code","Unit of Height","C168688","2023-12-15","Code_250","dcf6002b-8e3c-4ce4-846d-d5263c627c7f"
"http://www.cdisc.org","Code","HEIGHT","C25347","2023-12-15","Code_251","a9167da9-fdfc-409a-914d-9198cd4e297f"
"http://www.cdisc.org","Code","ALT","C64433","2023-12-15","Code_252","b7ef54df-ff37-43cf-9624-8499115a480e"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_253","33e7f151-ec28-46b3-9447-666c008e1e95"
"http://www.cdisc.org","Code","Unit per Liter","C67456","2023-12-15","Code_254","8a0c6263-6603-45f3-b355-d0330fd3c6fd"
"http://www.cdisc.org","Code","Microkatal per Liter","C67397","2023-12-15","Code_255","c3e083f7-f6ef-4ec2-9cf3-a32eae15a3bf"
"http://www.cdisc.org","Code","International Unit per Liter","C67376","2023-12-15","Code_256","ceb021fd-d57c-4873-9e14-785a524e440b"
"http://www.cdisc.org","Code","Nanokatal per Liter","C70510","2023-12-15","Code_257","3e5aeb12-6cdc-4eca-b4d3-863f538dd017"
"http://www.cdisc.org","Code","Unit of Catalytic Activity Concentration","C67365","2023-12-15","Code_258","58258a78-c9d7-45ca-ab2b-8a8a00dd709a"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_259","f4eb16c5-cfe0-4967-9a86-ad01047d3d9e"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_260","b63f1112-2bc0-45f3-857e-08a7c133b1f0"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_261","588e1d9c-dbb3-452f-b2cb-e0f82faa4577"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_262","3cd13cac-0660-4643-8610-3373fe51e10b"
"http://www.cdisc.org","Code","ALT","C64433","2023-12-15","Code_263","bb29110e-cb73-4de8-86a1-2557150f1e51"
"http://www.cdisc.org","Code","ALB","C64431","2023-12-15","Code_264","5a59f782-ff8b-4f5b-aba1-4781b3014ca0"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_265","be702b6a-815c-43ab-bcd0-c9ad34abab3d"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_266","c7db5df8-7209-4660-a21c-f7d48537089e"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_267","c06916e0-769d-4b18-9559-ec5ba9a5fed1"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_268","835b8ba2-f697-4e43-bdd4-11d2bf3ba0ed"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_269","c5bb92b4-7729-48fa-a755-7cd0f347c925"
"http://www.cdisc.org","Code","ALB","C64431","2023-12-15","Code_270","e90a9d59-2340-4a3d-9b9f-fb2552af7f63"
"http://www.cdisc.org","Code","ALP","C64432","2023-12-15","Code_271","1904ddec-4019-48c5-9086-67d31507be17"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_272","953939ef-74b7-4790-8cd4-27ddfa0a85fd"
"http://www.cdisc.org","Code","Unit per Liter","C67456","2023-12-15","Code_273","1c86dcf7-1b60-44aa-9354-01af7a6a3609"
"http://www.cdisc.org","Code","Microkatal per Liter","C67397","2023-12-15","Code_274","8ded7cb6-c772-43af-81e2-441e407f8120"
"http://www.cdisc.org","Code","International Unit per Liter","C67376","2023-12-15","Code_275","6e958301-d9a3-42d4-9888-36f49f33e8d8"
"http://www.cdisc.org","Code","Unit of Catalytic Activity Concentration","C67365","2023-12-15","Code_276","4cd6b415-8938-4e93-99f9-8b4c8487b2ae"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_277","66bbd1d9-853f-4c3c-9a3a-f18a71e6c2a0"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_278","e716797b-6d52-4d36-b23c-019ebf6a0304"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_279","56c8e140-80ae-43a3-aba9-2ffddb46e093"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_280","99751712-084d-4f1a-b5cb-83d05ba3020d"
"http://www.cdisc.org","Code","ALP","C64432","2023-12-15","Code_281","54bca73b-6da7-4f6f-b314-557169c1d973"
"http://www.cdisc.org","Code","AST","C64467","2023-12-15","Code_282","91879bac-5e05-4ba5-857a-e12a6d5bf6bf"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_283","25308c8e-f5f9-4a8d-a3cd-1ac8274171c8"
"http://www.cdisc.org","Code","Unit per Liter","C67456","2023-12-15","Code_284","d8c366c8-1071-42aa-838d-025213cfad70"
"http://www.cdisc.org","Code","Microkatal per Liter","C67397","2023-12-15","Code_285","5fbe3b2f-54cb-44c4-bd8a-afe1c964327a"
"http://www.cdisc.org","Code","International Unit per Liter","C67376","2023-12-15","Code_286","e912c63f-797a-4fd4-b492-9b81b1a0716d"
"http://www.cdisc.org","Code","Unit of Catalytic Activity Concentration","C67365","2023-12-15","Code_287","16d16c5f-fadd-490d-8198-f7c96d88f2ab"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_288","c0d03d0d-7478-46c9-b6c5-753c816325f1"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_289","d7094638-47fa-420e-9eed-d7bb4e7fb9cb"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_290","42a931dc-e487-4877-9a6c-6c970c7d3f08"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_291","a19fe819-c767-4e19-b0f6-012bf3740deb"
"http://www.cdisc.org","Code","AST","C64467","2023-12-15","Code_292","69157b78-708a-415d-a468-0889f03f5a4b"
"http://www.cdisc.org","Code","CREAT","C64547","2023-12-15","Code_293","9bb25c63-5f34-45dc-a196-f3ff8cec0df4"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_294","36a3f0a1-eb7c-4a5e-8ded-e472ef540442"
"http://www.cdisc.org","Code","Milligram per Deciliter","C67015","2023-12-15","Code_295","5009cef7-e91b-43f1-ad19-e57ea578eb62"
"http://www.cdisc.org","Code","Microgram per Milliliter","C64572","2023-12-15","Code_296","6cf4bdfe-ee66-444b-999b-bc80b1d15d22"
"http://www.cdisc.org","Code","Millimole per Liter","C64387","2023-12-15","Code_297","4b489bd3-a5cc-4adc-9e0d-281bacf5674e"
"http://www.cdisc.org","Code","Micromole per Liter","C48508","2023-12-15","Code_298","b6f55688-3c92-42b6-a8f0-6e0097bc6bb4"
"http://www.cdisc.org","Code","Unit of Concentration","C48207","2023-12-15","Code_299","c9651068-d6ac-4269-b366-b7865e5acb54"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_300","43c3cfc3-7c7f-4a40-9a67-bfa7768c116d"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_301","d3d7d2d9-2715-4d2a-8e3b-f1c5a7bc9a1b"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_302","55813c6f-8a27-4787-b6f1-e5ba2443df83"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_303","78e070f9-2c7a-4a5e-b0de-f7b64577a5b0"
"http://www.cdisc.org","Code","CREAT","C64547","2023-12-15","Code_304","29edeaf2-84db-4f05-8afe-ba25de75cde4"
"http://www.cdisc.org","Code","K","C64853","2023-12-15","Code_305","44b72c8a-9acc-432e-86d2-aa14d8767724"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_306","71a33387-c2d8-4736-a329-583a51572890"
"http://www.cdisc.org","Code","Milliequivalent per Liter","C67474","2023-12-15","Code_307","83f0d463-64b3-4608-b930-8130aca0e8f9"
"http://www.cdisc.org","Code","Milliequivalent per Deciliter","C67473","2023-12-15","Code_308","b2bf7a4a-fd62-4a36-a987-d86d2365a115"
"http://www.cdisc.org","Code","Millimole per Liter","C64387","2023-12-15","Code_309","5c3a00fb-096c-4209-9b90-30b984399b56"
"http://www.cdisc.org","Code","Molarity Unit","C64567","2023-12-15","Code_310","5faab9ca-9a84-459b-96a7-7ea82b15c6b5"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_311","fabd05a1-f5a1-4628-bd4c-57dc696210d9"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_312","cbe72dc8-2f89-499f-8715-ed631cb22788"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_313","14579e47-00c2-4e8e-a827-94c6003b59ea"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_314","bb1b6815-951c-4ef5-b36f-b07d324a5b64"
"http://www.cdisc.org","Code","K","C64853","2023-12-15","Code_315","318fc0ef-c0f8-4d4b-93f9-161ab4d71a11"
"http://www.cdisc.org","Code","SODIUM","C64809","2023-12-15","Code_316","f87fd435-5c32-4802-b7f5-855d254ba651"
"http://www.cdisc.org","Code","Laboratory Test Result","C36292","2023-12-15","Code_317","c9c1090b-31cb-456c-b36e-c4b012965060"
"http://www.cdisc.org","Code","Milliequivalent per Liter","C67474","2023-12-15","Code_318","529be494-d1d8-484c-95da-05d2be034203"
"http://www.cdisc.org","Code","Milliequivalent per Deciliter","C67473","2023-12-15","Code_319","052ad2d0-a803-470d-888f-d79052a1b4c9"
"http://www.cdisc.org","Code","Millimole per Liter","C64387","2023-12-15","Code_320","71341c89-d8c5-4e23-9e2d-f06a8842e234"
"http://www.cdisc.org","Code","Molarity Unit","C64567","2023-12-15","Code_321","a0605f68-aeb1-4d92-876e-b703bfcead48"
"http://www.cdisc.org","Code","Biospecimen Type","C70713","2023-12-15","Code_322","c7627d95-0d30-44be-8a53-b1274b3cea6e"
"http://www.cdisc.org","Code","No","C49487","2023-12-15","Code_323","9c91ab69-5c3d-4678-bb79-72d2510a4070"
"http://www.cdisc.org","Code","Yes","C49488","2023-12-15","Code_324","ef140d01-e8a9-4ebf-8c40-6851f0b4d0cb"
"http://www.cdisc.org","Code","Laboratory Test Fasting Status","C83309","2023-12-15","Code_325","4ef4a171-a6bf-4199-8eb2-8853242dcfdb"
"http://www.cdisc.org","Code","SODIUM","C64809","2023-12-15","Code_326","09eebf7e-98ce-486c-be76-2a87e871d7dd"
"http://www.cdisc.org","Code","SYSBP","C25298","2023-12-15","Code_327","50face54-71a2-404b-8b73-652145454e6d"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_328","db0a1a9f-e6a4-4349-8120-39bfdf6a07b5"
"http://www.cdisc.org","Code","Unit of Pressure","C49669","2023-12-15","Code_329","75356efb-4807-4b6e-bdd6-e95a5dd950bc"
"http://www.cdisc.org","Code","Sitting","C62122","2023-12-15","Code_330","6f97c99f-9168-4be1-8920-c3cb72d2a2df"
"http://www.cdisc.org","Code","Standing","C62166","2023-12-15","Code_331","c14e7626-8240-4a92-8e48-1936ed47765b"
"http://www.cdisc.org","Code","Supine Position","C62167","2023-12-15","Code_332","3f56aeda-d5ce-4ad2-81ec-095526940b0e"
"http://www.cdisc.org","Code","Body Position","C62164","2023-12-15","Code_333","5b6a0ce6-9ef3-4e61-9a65-626f5d4a440c"
"http://www.cdisc.org","Code","Brachial Artery","C12681","2023-12-15","Code_334","8c1a1b60-51d0-436a-b7b3-80bfcba9aed2"
"http://www.cdisc.org","Code","Common Carotid Artery","C12687","2023-12-15","Code_335","67f19d5c-a83b-47c5-a9d4-7cf573b8397b"
"http://www.cdisc.org","Code","Dorsalis Pedis Artery","C32478","2023-12-15","Code_336","c8a331b8-069a-4ea6-a9d7-d2ffc1103b4e"
"http://www.cdisc.org","Code","Femoral Artery","C12715","2023-12-15","Code_337","63905949-3e3a-44ad-88b2-e5981bc2735e"
"http://www.cdisc.org","Code","Radial Artery","C12838","2023-12-15","Code_338","6ee2dfa4-64c6-4f49-86f1-ee882a0cf3e4"
"http://www.cdisc.org","Code","Anatomic Site","C13717","2023-12-15","Code_339","00ccee59-c948-41b6-81da-ce755de3de43"
"http://www.cdisc.org","Code","Left","C25229","2023-12-15","Code_340","787bea9b-24df-42e6-8ce3-290594dea331"
"http://www.cdisc.org","Code","Right","C25228","2023-12-15","Code_341","c514959f-a50e-4897-b2ab-c287a65e2e48"
"http://www.cdisc.org","Code","Laterality","C25185","2023-12-15","Code_342","6c5c5daa-1c7d-4d13-81fe-5532f1c5fd2a"
"http://www.cdisc.org","Code","SYSBP","C25298","2023-12-15","Code_343","3fe7cba4-26f8-4c3c-af70-77c147e46749"
"http://www.cdisc.org","Code","DIABP","C25299","2023-12-15","Code_344","05be0f3e-8c47-4069-adaa-3f3b68e2fa99"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_345","88e4f68e-e5c2-4443-89e3-7ccd32d5f63e"
"http://www.cdisc.org","Code","Unit of Pressure","C49669","2023-12-15","Code_346","966ca708-6528-4c17-8735-a202dcc70249"
"http://www.cdisc.org","Code","Sitting","C62122","2023-12-15","Code_347","45c14890-1e08-413a-bca9-94e83f239cc5"
"http://www.cdisc.org","Code","Standing","C62166","2023-12-15","Code_348","ecf96ce0-88e2-46c0-b27c-3cf216ddbc54"
"http://www.cdisc.org","Code","Supine Position","C62167","2023-12-15","Code_349","ec37a104-598d-4693-9996-96fd323fd678"
"http://www.cdisc.org","Code","Body Position","C62164","2023-12-15","Code_350","e3a9bb92-5b6c-4556-8b1f-6b54127b7c31"
"http://www.cdisc.org","Code","Brachial Artery","C12681","2023-12-15","Code_351","a35ce63a-8924-4b5f-8a98-bafac489c906"
"http://www.cdisc.org","Code","Common Carotid Artery","C12687","2023-12-15","Code_352","b8f1f49c-911c-4282-8990-c0ad37e37abe"
"http://www.cdisc.org","Code","Dorsalis Pedis Artery","C32478","2023-12-15","Code_353","d9be3002-3d09-4fb2-9797-50000ea91bc4"
"http://www.cdisc.org","Code","Femoral Artery","C12715","2023-12-15","Code_354","dbd02dac-effe-4583-9c24-2e858822c22c"
"http://www.cdisc.org","Code","Radial Artery","C12838","2023-12-15","Code_355","04dcad2f-279c-43b5-be80-629c6d6b64ef"
"http://www.cdisc.org","Code","Anatomic Site","C13717","2023-12-15","Code_356","18db5bb8-b356-4329-bdd9-841aaadde60d"
"http://www.cdisc.org","Code","Left","C25229","2023-12-15","Code_357","384f92dd-e281-4ec3-9d81-9af3b03d7c0e"
"http://www.cdisc.org","Code","Right","C25228","2023-12-15","Code_358","3826b3cf-391b-4953-a667-6ea70198d47e"
"http://www.cdisc.org","Code","Laterality","C25185","2023-12-15","Code_359","b9fc8272-332d-445b-a1f6-0879d19e75e9"
"http://www.cdisc.org","Code","DIABP","C25299","2023-12-15","Code_360","f0d1f1c6-5af3-4a8e-8b89-b5d191c0041c"
"http://www.cdisc.org","Code","HR","C49677","2023-12-15","Code_361","793a2e17-eec4-40fa-bb17-e322c12d1ce9"
"http://www.cdisc.org","Code","Clinical Test Result","C77140","2023-12-15","Code_362","60e5e4a1-7b4e-4c1b-8258-3c5446844bb1"
"http://www.cdisc.org","Code","Count per Minute","C73688","2023-12-15","Code_363","7fe4fff8-4f2f-4624-aefb-815a73db7dae"
"http://www.cdisc.org","Code","Sitting","C62122","2023-12-15","Code_364","50f99c8b-9ab1-4277-968a-f7dcee7b877c"
"http://www.cdisc.org","Code","Standing","C62166","2023-12-15","Code_365","92e66726-77ea-48dc-8eb5-53205737fb10"
"http://www.cdisc.org","Code","Supine Position","C62167","2023-12-15","Code_366","bda4ddb5-dcb8-4999-8389-4f642ab15019"
"http://www.cdisc.org","Code","Body Position","C62164","2023-12-15","Code_367","599f723b-1b2d-4cf3-9459-c4e069748fdf"
"http://www.cdisc.org","Code","Brachial Artery","C12681","2023-12-15","Code_368","6e59d8fe-823d-4dd1-a420-62cf8e3ce91d"
"http://www.cdisc.org","Code","Common Carotid Artery","C12687","2023-12-15","Code_369","84fbeaf4-dd1a-4e26-abb7-eee59591b1da"
"http://www.cdisc.org","Code","Dorsalis Pedis Artery","C32478","2023-12-15","Code_370","cf38d3b8-07c7-4591-809f-9ceb5cb82de3"
"http://www.cdisc.org","Code","Femoral Artery","C12715","2023-12-15","Code_371","e12c82a3-5b87-4b0d-9336-dc714b3b2b0f"
"http://www.cdisc.org","Code","Radial Artery","C12838","2023-12-15","Code_372","5a0b69c8-6bbc-45da-aae0-f8101c4d0d62"
"http://www.cdisc.org","Code","Anatomic Site","C13717","2023-12-15","Code_373","2856a021-dc5b-4d62-9197-40dfd5bf2328"
"http://www.cdisc.org","Code","Left","C25229","2023-12-15","Code_374","b29d53c8-1565-45f5-89d9-8eae670167dc"
"http://www.cdisc.org","Code","Right","C25228","2023-12-15","Code_375","04278784-ee50-42f8-be3f-3b26ec1d29bd"
"http://www.cdisc.org","Code","Laterality","C25185","2023-12-15","Code_376","0264cd5a-afda-4488-8a38-bdaa8cfd4560"
"http://www.cdisc.org","Code","HR","C49677","2023-12-15","Code_377","b379f4cb-ca1e-4315-ab83-992be8929edb"
