"codeSystem","id","code","decode","instanceType","codeSystemVersion","uuid:ID"
"http://www.cdisc.org","Code_169","C113380","Disabling Adverse Event","Code","2023-12-15","c5c360f5-c092-4fd5-94a1-258fcf43f3d1"
"http://www.cdisc.org","Code_170","C49487","No","Code","2023-12-15","9ca613af-975f-456b-9d1d-89544c4fa1d4"
"http://www.cdisc.org","Code_171","C49488","Yes","Code","2023-12-15","478847e4-7d11-49f5-aeb2-30fa8bbacb98"
"http://www.cdisc.org","Code_172","C48275","Death Related to Adverse Event","Code","2023-12-15","d6c7963e-2bc5-4acd-9762-280cf96a7197"
"http://www.cdisc.org","Code_173","C49487","No","Code","2023-12-15","ce1aba3c-9d23-4d52-8845-92178aae179a"
"http://www.cdisc.org","Code_174","C49488","Yes","Code","2023-12-15","712aea13-8be9-4c1c-8398-4b3502cbb52a"
"http://www.cdisc.org","Code_175","C83052","Adverse Event associated with Hospitalization","Code","2023-12-15","1ab19639-2893-4bbc-ae58-80dc0f54b5cc"
"http://www.cdisc.org","Code_176","C49487","No","Code","2023-12-15","be9cda5d-d199-4d90-a1e6-1779a4f525a3"
"http://www.cdisc.org","Code_177","C49488","Yes","Code","2023-12-15","07a9b083-73dd-4140-87c8-e7e05dd05faf"
"http://www.cdisc.org","Code_178","C84266","Life Threatening Adverse Event","Code","2023-12-15","59ede02b-f161-443e-831b-59afdce1826d"
"http://www.cdisc.org","Code_179","C49487","No","Code","2023-12-15","95033237-d5dc-4a38-9712-f317b0575d5f"
"http://www.cdisc.org","Code_180","C49488","Yes","Code","2023-12-15","1b0918a2-1230-4b1f-8ac1-e97a5aafd6eb"
"http://www.cdisc.org","Code_181","C83214","Adverse Event Occurred with Overdose","Code","2023-12-15","0199e715-7f04-41fc-9cd0-0d23faa925fb"
"http://www.cdisc.org","Code_182","C49487","No","Code","2023-12-15","b4ff063a-c340-43eb-b31a-7ca63fe13836"
"http://www.cdisc.org","Code_183","C49488","Yes","Code","2023-12-15","44ddf30e-04c2-4412-b67d-6ea57f9da605"
"http://www.cdisc.org","Code_184","C83053","Adverse Event Associated with Serious Medical Event","Code","2023-12-15","803a4ecf-24af-4c8e-b24a-bf96132940a1"
"http://www.cdisc.org","Code_185","C49487","No","Code","2023-12-15","8a4451cc-74a5-469e-b082-35ac528daceb"
"http://www.cdisc.org","Code_186","C49488","Yes","Code","2023-12-15","b9c990c6-dec2-40b5-90f8-9053ce501b14"
"http://www.cdisc.org","Code_187","C83199","Adverse Event Concomitant Treatment","Code","2023-12-15","7d99f552-c48d-4ff5-8abe-49640c6e7cf0"
"http://www.cdisc.org","Code_188","C83215","Adverse Event Start Date Time","Code","2023-12-15","6769aa43-2db7-48fe-93f1-e9b0d4ed5a8b"
"http://www.cdisc.org","Code_189","C83201","Adverse Event End Date Time","Code","2023-12-15","41dd2adf-2405-4283-8b84-4c13a2a8f56b"
"http://www.cdisc.org","Code_190","C179175","Solicited Adverse Event","Code","2023-12-15","d4a9116d-3e20-4a06-9395-e67a2796ec17"
"http://www.cdisc.org","Code_191","C25298","SYSBP","Code","2023-12-15","1f2f147c-2f52-4e64-8fef-d78d4a0c5288"
"http://www.cdisc.org","Code_192","C77140","Clinical Test Result","Code","2023-12-15","1c46b0b3-1878-4bf3-a9bb-3b6cb6d8a7ce"
"http://www.cdisc.org","Code_193","C49669","Unit of Pressure","Code","2023-12-15","1952da67-6def-4790-80ed-54000c56c4ac"
"http://www.cdisc.org","Code_194","C62122","Sitting","Code","2023-12-15","51717023-2288-4af3-bbd0-4744a8165279"
"http://www.cdisc.org","Code_195","C62166","Standing","Code","2023-12-15","971ead2f-9574-46c0-960f-241ec1e36600"
"http://www.cdisc.org","Code_196","C62167","Supine Position","Code","2023-12-15","64d469cb-d9a8-444a-bb9e-d088c52f1a7a"
"http://www.cdisc.org","Code_197","C62164","Body Position","Code","2023-12-15","5d8e5cec-7a4f-4ab3-ac76-c95c59ef1337"
"http://www.cdisc.org","Code_198","C12681","Brachial Artery","Code","2023-12-15","42c547f2-8e02-456c-8d09-fdaa7a3a8c43"
"http://www.cdisc.org","Code_199","C12687","Common Carotid Artery","Code","2023-12-15","d0bce63b-f8c2-40f2-829e-f424bbd65841"
"http://www.cdisc.org","Code_200","C32478","Dorsalis Pedis Artery","Code","2023-12-15","da20fe2d-ca74-4948-a7d0-8c5c97441188"
"http://www.cdisc.org","Code_201","C12715","Femoral Artery","Code","2023-12-15","ed3aff41-b75b-4f11-bbee-022b1a0ffdff"
"http://www.cdisc.org","Code_202","C12838","Radial Artery","Code","2023-12-15","dc945a5b-19d0-49aa-91ec-75cac3e72184"
"http://www.cdisc.org","Code_203","C13717","Anatomic Site","Code","2023-12-15","1d6157a2-e4b9-48d6-90e1-1ea2cc3b4da2"
"http://www.cdisc.org","Code_204","C25229","Left","Code","2023-12-15","b860e340-5d0e-4d38-b3af-6f15e49b0350"
"http://www.cdisc.org","Code_205","C25228","Right","Code","2023-12-15","644a760b-70dc-4d63-bda9-249c14c96c68"
"http://www.cdisc.org","Code_206","C25185","Laterality","Code","2023-12-15","f679c71b-37fa-4174-b2db-dd06619648fc"
"http://www.cdisc.org","Code_207","C25298","SYSBP","Code","2023-12-15","41167e85-7c2e-4c49-8dce-f4f9fd58773f"
"http://www.cdisc.org","Code_208","C25299","DIABP","Code","2023-12-15","9839f037-a031-4cb2-bb0a-8c7cf7e8be4c"
"http://www.cdisc.org","Code_209","C77140","Clinical Test Result","Code","2023-12-15","b86982c9-c156-4d0e-8f46-7a47795fccee"
"http://www.cdisc.org","Code_210","C49669","Unit of Pressure","Code","2023-12-15","0a20c7bf-07d3-4e88-92cf-c5090505bf15"
"http://www.cdisc.org","Code_211","C62122","Sitting","Code","2023-12-15","2b987f5e-e462-4d1f-9c45-49ee2dbc5802"
"http://www.cdisc.org","Code_212","C62166","Standing","Code","2023-12-15","6ef4a844-e636-49d1-bd97-061649ac4402"
"http://www.cdisc.org","Code_213","C62167","Supine Position","Code","2023-12-15","077db77a-9eb0-4fd6-9a5c-700114a5e5f7"
"http://www.cdisc.org","Code_214","C62164","Body Position","Code","2023-12-15","c7fe10a3-0cfb-456c-b655-221583ae0827"
"http://www.cdisc.org","Code_215","C12681","Brachial Artery","Code","2023-12-15","0ebcb731-a5dc-4ad6-906c-db06b4fb6aec"
"http://www.cdisc.org","Code_216","C12687","Common Carotid Artery","Code","2023-12-15","386d6921-9257-45e3-ad64-26403025b4d3"
"http://www.cdisc.org","Code_217","C32478","Dorsalis Pedis Artery","Code","2023-12-15","80356e07-3592-4f27-a4bc-bd36b3717d88"
"http://www.cdisc.org","Code_218","C12715","Femoral Artery","Code","2023-12-15","36bc4ce5-d4bb-4b06-9b32-608f11f0ec6a"
"http://www.cdisc.org","Code_219","C12838","Radial Artery","Code","2023-12-15","e9a648a7-a2f2-451f-af9d-cc422ad27931"
"http://www.cdisc.org","Code_220","C13717","Anatomic Site","Code","2023-12-15","16ad041b-21d2-410c-abf7-d298988ba3ca"
"http://www.cdisc.org","Code_221","C25229","Left","Code","2023-12-15","c0eed031-c743-4845-824f-daa5466b9afc"
"http://www.cdisc.org","Code_222","C25228","Right","Code","2023-12-15","0db076fe-1175-4ae5-80c8-a374624a7882"
"http://www.cdisc.org","Code_223","C25185","Laterality","Code","2023-12-15","e059555b-ca24-418e-922a-75c2121dffcc"
"http://www.cdisc.org","Code_224","C25299","DIABP","Code","2023-12-15","e998cdca-9e1a-4088-9321-37adbaf53755"
"http://www.cdisc.org","Code_225","C174446","TEMP","Code","2023-12-15","d9c46cc9-f8d6-4be6-b15f-382ca5e153da"
"http://www.cdisc.org","Code_226","C77140","Clinical Test Result","Code","2023-12-15","4861217e-8446-4ef7-a01d-d59dd8310bfe"
"http://www.cdisc.org","Code_227","C42559","Degree Celsius","Code","2023-12-15","5f36b424-a0e2-4774-961a-65bf638a2cb0"
"http://www.cdisc.org","Code_228","C44277","Degree Fahrenheit","Code","2023-12-15","ec67dcdc-be23-4ab8-ba11-fb0552ad03c6"
"http://www.cdisc.org","Code_229","C42537","Kelvin","Code","2023-12-15","136a6087-608a-419b-b01c-b3691ad66a8b"
"http://www.cdisc.org","Code_230","C44276","Unit of Temperature","Code","2023-12-15","94d9ca29-98dc-4dbe-bc34-0b37eb3a2fb6"
"http://www.cdisc.org","Code_231","C12674","Axilla","Code","2023-12-15","6244be29-b398-4cda-8ab9-661edfe8d068"
"http://www.cdisc.org","Code_232","C12394","Ear","Code","2023-12-15","c0044a88-c74f-471e-8985-5d8a7e6f89a3"
"http://www.cdisc.org","Code_233","C89803","Forehead","Code","2023-12-15","83a2eb75-8e76-4ff3-8c1c-e459d185d18f"
"http://www.cdisc.org","Code_234","C12421","Oral Cavity","Code","2023-12-15","2f886dbb-0382-42fe-a88e-32e76ac64e59"
"http://www.cdisc.org","Code_235","C12390","Rectum","Code","2023-12-15","0760b4b2-808a-47dc-8ae0-96582d4636f1"
"http://www.cdisc.org","Code_236","C13717","Anatomic Site","Code","2023-12-15","b998abe3-26c7-42ab-8b10-4ff1eb1c6d46"
"http://www.cdisc.org","Code_237","C174446","TEMP","Code","2023-12-15","f52d0bd1-514c-4777-9b7a-5d6da0ee1b6b"
"http://www.cdisc.org","Code_238","C25208","WEIGHT","Code","2023-12-15","d88b7b29-eabc-4cc0-a3ea-9ae3fc33e853"
"http://www.cdisc.org","Code_239","C77140","Clinical Test Result","Code","2023-12-15","783e0bb0-efdf-41ae-947e-f3bd11a03809"
"http://www.cdisc.org","Code_240","C48531","Pound","Code","2023-12-15","0ccb5e62-3a88-404f-8957-6c94b7e9a0da"
"http://www.cdisc.org","Code_241","C48155","Gram","Code","2023-12-15","187dd4cb-fb6c-4aa3-999d-46ca29ca4cbf"
"http://www.cdisc.org","Code_242","C28252","Kilogram","Code","2023-12-15","75fb477e-988d-47b3-a700-a02669dd861f"
"http://www.cdisc.org","Code_243","C48208","Unit of Weight","Code","2023-12-15","0c517987-7688-4057-a7c3-e4eb41ab2895"
"http://www.cdisc.org","Code_244","C25208","WEIGHT","Code","2023-12-15","fa3f98d8-fd4e-4095-ae2e-e5969c8cac39"
"http://www.cdisc.org","Code_245","C25347","HEIGHT","Code","2023-12-15","ca8381e3-56cd-480f-9b89-923ab60c18c8"
"http://www.cdisc.org","Code_246","C77140","Clinical Test Result","Code","2023-12-15","d40681ed-7880-4170-8918-71fb581d9657"
"http://www.cdisc.org","Code_247","C49668","Centimeter","Code","2023-12-15","8c359f81-be2a-4dbb-a1c4-baa6af0169c0"
"http://www.cdisc.org","Code_248","C48500","Inch","Code","2023-12-15","e08b7c4d-e892-4c94-9afa-edd2af873cb5"
"http://www.cdisc.org","Code_249","C41139","Meter","Code","2023-12-15","8b812b9c-f91f-4cf3-af74-9325120e1da1"
"http://www.cdisc.org","Code_250","C168688","Unit of Height","Code","2023-12-15","b545e8ad-1bb8-4e52-bf07-ad42c86c02ff"
"http://www.cdisc.org","Code_251","C25347","HEIGHT","Code","2023-12-15","5e1b6d7b-da06-441d-a592-25cfb17d0d89"
"http://www.cdisc.org","Code_252","C64433","ALT","Code","2023-12-15","f2b48530-9db8-4741-8dc7-31bab39fb5ba"
"http://www.cdisc.org","Code_253","C36292","Laboratory Test Result","Code","2023-12-15","faeaee81-44d6-4cce-a885-8b2abbb48982"
"http://www.cdisc.org","Code_254","C67456","Unit per Liter","Code","2023-12-15","d6859630-9b4c-4cd0-b4b5-03275cb4c417"
"http://www.cdisc.org","Code_255","C67397","Microkatal per Liter","Code","2023-12-15","3af263c2-2825-4b4a-bec8-6d52b33257a8"
"http://www.cdisc.org","Code_256","C67376","International Unit per Liter","Code","2023-12-15","e62352d0-93ab-4948-b366-b11effa900fc"
"http://www.cdisc.org","Code_257","C70510","Nanokatal per Liter","Code","2023-12-15","f98f54da-7e16-4e37-823b-5aa9eca1c2e3"
"http://www.cdisc.org","Code_258","C67365","Unit of Catalytic Activity Concentration","Code","2023-12-15","7e73ce17-430b-47b1-9bf3-ea6b0a9d63be"
"http://www.cdisc.org","Code_259","C70713","Biospecimen Type","Code","2023-12-15","ae818fdb-9c55-43dc-8c85-ad5aea6ce1a7"
"http://www.cdisc.org","Code_260","C49487","No","Code","2023-12-15","fee825a7-1c3a-4c90-8253-f0e2d4944ff7"
"http://www.cdisc.org","Code_261","C49488","Yes","Code","2023-12-15","acdd9f4c-c8f8-4de6-8214-81741b2809e8"
"http://www.cdisc.org","Code_262","C83309","Laboratory Test Fasting Status","Code","2023-12-15","9f44659c-6fce-493b-8372-004c90330936"
"http://www.cdisc.org","Code_263","C64433","ALT","Code","2023-12-15","1ef8cc79-47dd-4461-a7f7-51ffbcdf83a4"
"http://www.cdisc.org","Code_264","C64431","ALB","Code","2023-12-15","e77c4e48-12e5-4507-b27b-e28da28fd112"
"http://www.cdisc.org","Code_265","C36292","Laboratory Test Result","Code","2023-12-15","e911d41d-3f78-4bba-b50f-2d7f18e0f497"
"http://www.cdisc.org","Code_266","C70713","Biospecimen Type","Code","2023-12-15","d1880d22-bfae-450a-93a4-20f5e258bd9e"
"http://www.cdisc.org","Code_267","C49487","No","Code","2023-12-15","fe4c74b8-351b-4443-b794-24e4bc8f99a8"
"http://www.cdisc.org","Code_268","C49488","Yes","Code","2023-12-15","f2168ec1-e8eb-4f0e-a435-6982cf8a3ed7"
"http://www.cdisc.org","Code_269","C83309","Laboratory Test Fasting Status","Code","2023-12-15","46600a86-2eda-4dc5-ae4e-bf90a6855e52"
"http://www.cdisc.org","Code_270","C64431","ALB","Code","2023-12-15","0844afcd-75a5-451b-acbe-ea3140282028"
"http://www.cdisc.org","Code_271","C64432","ALP","Code","2023-12-15","6d190cfe-81e7-463d-96c4-8d61eeca03c8"
"http://www.cdisc.org","Code_272","C36292","Laboratory Test Result","Code","2023-12-15","8b1ee79a-5395-46a2-b04a-d68aa9cf49b3"
"http://www.cdisc.org","Code_273","C67456","Unit per Liter","Code","2023-12-15","79a2ec8a-39aa-4422-8baa-3684412008fc"
"http://www.cdisc.org","Code_274","C67397","Microkatal per Liter","Code","2023-12-15","9d6cd8ce-8ed6-48de-9003-09f67bf5437d"
"http://www.cdisc.org","Code_275","C67376","International Unit per Liter","Code","2023-12-15","acf679b5-597a-4451-b7e7-7682d8b39f44"
"http://www.cdisc.org","Code_276","C67365","Unit of Catalytic Activity Concentration","Code","2023-12-15","21f8b66e-6783-4e48-826c-014deb17d2f1"
"http://www.cdisc.org","Code_277","C70713","Biospecimen Type","Code","2023-12-15","c3873b2a-dab0-4b40-973a-ec89d1bc1e51"
"http://www.cdisc.org","Code_278","C49487","No","Code","2023-12-15","23e015ff-1980-405d-a27d-a3a4970c3299"
"http://www.cdisc.org","Code_279","C49488","Yes","Code","2023-12-15","61d1f37b-951c-48af-8e2a-c0b2b93263ea"
"http://www.cdisc.org","Code_280","C83309","Laboratory Test Fasting Status","Code","2023-12-15","88db5259-2263-465e-a473-d6d6fc8a8f61"
"http://www.cdisc.org","Code_281","C64432","ALP","Code","2023-12-15","12888e78-7b33-413f-aa13-28b08a5c79bb"
"http://www.cdisc.org","Code_282","C64467","AST","Code","2023-12-15","0787b315-1dc2-4216-a717-c3b2ec0d62c2"
"http://www.cdisc.org","Code_283","C36292","Laboratory Test Result","Code","2023-12-15","0f689958-19eb-49cf-9f86-360d77a02ce0"
"http://www.cdisc.org","Code_284","C67456","Unit per Liter","Code","2023-12-15","7252b62a-fc6e-472b-b911-d92da4e160c8"
"http://www.cdisc.org","Code_285","C67397","Microkatal per Liter","Code","2023-12-15","6395d2df-196f-4fce-8117-7bd41b18bde6"
"http://www.cdisc.org","Code_286","C67376","International Unit per Liter","Code","2023-12-15","b26958f5-b342-4ab9-8b66-08c8a6061a2e"
"http://www.cdisc.org","Code_287","C67365","Unit of Catalytic Activity Concentration","Code","2023-12-15","ed2955a2-a8ad-4e59-aa9b-fe0d756e4ae5"
"http://www.cdisc.org","Code_288","C70713","Biospecimen Type","Code","2023-12-15","7e5f37b8-9ebb-4a8d-9c24-91418a113f5d"
"http://www.cdisc.org","Code_289","C49487","No","Code","2023-12-15","bae85bf7-e470-4a07-a0b3-31fe34b156d7"
"http://www.cdisc.org","Code_290","C49488","Yes","Code","2023-12-15","28d3a862-2100-49b6-9e94-c05350746a85"
"http://www.cdisc.org","Code_291","C83309","Laboratory Test Fasting Status","Code","2023-12-15","15c44217-98c0-45bb-96cd-46700cbe1f7a"
"http://www.cdisc.org","Code_292","C64467","AST","Code","2023-12-15","cfb2a1ea-096c-4f34-8052-984173f2eddc"
"http://www.cdisc.org","Code_293","C64547","CREAT","Code","2023-12-15","e651aa10-e0b7-47cc-8f38-a4981da20b53"
"http://www.cdisc.org","Code_294","C36292","Laboratory Test Result","Code","2023-12-15","60409950-b941-4b38-91c5-74f1a41fbd13"
"http://www.cdisc.org","Code_295","C67015","Milligram per Deciliter","Code","2023-12-15","287ff01c-a149-4419-9340-8b305b8d68c6"
"http://www.cdisc.org","Code_296","C64572","Microgram per Milliliter","Code","2023-12-15","56ac64bb-3460-4416-95ce-91d8282e8530"
"http://www.cdisc.org","Code_297","C64387","Millimole per Liter","Code","2023-12-15","7f8433c1-6584-4e90-be01-0f00810a0ecd"
"http://www.cdisc.org","Code_298","C48508","Micromole per Liter","Code","2023-12-15","2365bd99-3aa7-4e0d-b4e6-845fe1882887"
"http://www.cdisc.org","Code_299","C48207","Unit of Concentration","Code","2023-12-15","ff0edd72-921d-4245-bfbb-d43df6a142cc"
"http://www.cdisc.org","Code_300","C70713","Biospecimen Type","Code","2023-12-15","ec194ff3-6c17-4ff9-9619-c14ad6137f41"
"http://www.cdisc.org","Code_301","C49487","No","Code","2023-12-15","37a9aff7-b158-4cb0-8bb4-ef2982f326f3"
"http://www.cdisc.org","Code_302","C49488","Yes","Code","2023-12-15","7147bb0c-b6bf-4832-b6f2-10620754361c"
"http://www.cdisc.org","Code_303","C83309","Laboratory Test Fasting Status","Code","2023-12-15","c8d62d4b-d038-4e4c-8be6-be60e2c33194"
"http://www.cdisc.org","Code_304","C64547","CREAT","Code","2023-12-15","a0877e02-ad22-4554-8388-3eed2f14b169"
"http://www.cdisc.org","Code_305","C64853","K","Code","2023-12-15","76ba4eed-6205-46d4-a396-98353982af12"
"http://www.cdisc.org","Code_306","C36292","Laboratory Test Result","Code","2023-12-15","a5ae7ae0-4b54-4221-a5cd-6e0b24cfa01c"
"http://www.cdisc.org","Code_307","C67474","Milliequivalent per Liter","Code","2023-12-15","59583bc1-9072-4741-8a06-c845ba18162e"
"http://www.cdisc.org","Code_308","C67473","Milliequivalent per Deciliter","Code","2023-12-15","c33b2b70-b8a5-4565-9526-a8c5a2922f94"
"http://www.cdisc.org","Code_309","C64387","Millimole per Liter","Code","2023-12-15","68973039-2d5e-4908-aa42-3c68854ebf3e"
"http://www.cdisc.org","Code_310","C64567","Molarity Unit","Code","2023-12-15","e3b4c7fe-019d-4d7f-9b38-5f7aa23fd24b"
"http://www.cdisc.org","Code_311","C70713","Biospecimen Type","Code","2023-12-15","9d585081-98f8-4237-93bf-d64828d84758"
"http://www.cdisc.org","Code_312","C49487","No","Code","2023-12-15","1c260bdf-0023-48a0-8ffe-6ec614707c4e"
"http://www.cdisc.org","Code_313","C49488","Yes","Code","2023-12-15","44562937-1ed0-4f71-b4ca-375dab165b07"
"http://www.cdisc.org","Code_314","C83309","Laboratory Test Fasting Status","Code","2023-12-15","1a674b34-cc3a-45cc-9a28-dcc9cca8713a"
"http://www.cdisc.org","Code_315","C64853","K","Code","2023-12-15","a8364c1d-186a-474c-85c9-ac4ffe326251"
"http://www.cdisc.org","Code_316","C64809","SODIUM","Code","2023-12-15","a2fdb28f-95cd-4928-b154-8f6fe718ea80"
"http://www.cdisc.org","Code_317","C36292","Laboratory Test Result","Code","2023-12-15","cba31d7f-df39-4126-b554-2088f47e9b2b"
"http://www.cdisc.org","Code_318","C67474","Milliequivalent per Liter","Code","2023-12-15","5d1688e8-32bd-4317-92e5-1953649f4529"
"http://www.cdisc.org","Code_319","C67473","Milliequivalent per Deciliter","Code","2023-12-15","9ddb30d9-8f89-4408-899d-ed8a5bdc73b1"
"http://www.cdisc.org","Code_320","C64387","Millimole per Liter","Code","2023-12-15","518bee43-7cdf-4d7b-89a0-4bd2eb4cd5e7"
"http://www.cdisc.org","Code_321","C64567","Molarity Unit","Code","2023-12-15","408a90e7-df60-4654-b023-b71a956fe236"
"http://www.cdisc.org","Code_322","C70713","Biospecimen Type","Code","2023-12-15","790bf931-746a-4127-973a-6d1a6a03f66e"
"http://www.cdisc.org","Code_323","C49487","No","Code","2023-12-15","94819eb3-2558-4707-8249-c5d892ee1cd7"
"http://www.cdisc.org","Code_324","C49488","Yes","Code","2023-12-15","f6c4abe1-4646-41bb-b010-1743048e52fd"
"http://www.cdisc.org","Code_325","C83309","Laboratory Test Fasting Status","Code","2023-12-15","30bff3dc-9852-4640-90b9-e3d74254e082"
"http://www.cdisc.org","Code_326","C64809","SODIUM","Code","2023-12-15","04425b30-03fb-407a-ba90-20668b01ee8a"
"http://www.cdisc.org","Code_327","C25298","SYSBP","Code","2023-12-15","c587c402-4757-48aa-a6c7-c7511283ba5f"
"http://www.cdisc.org","Code_328","C77140","Clinical Test Result","Code","2023-12-15","f3dd120b-6b82-4571-b283-eb47db884370"
"http://www.cdisc.org","Code_329","C49669","Unit of Pressure","Code","2023-12-15","fe7a1328-14f4-46f0-bfce-702a766384ba"
"http://www.cdisc.org","Code_330","C62122","Sitting","Code","2023-12-15","713ea7c1-b1dc-4577-be0b-ee12f2c34640"
"http://www.cdisc.org","Code_331","C62166","Standing","Code","2023-12-15","c030b4d9-def5-46e2-b813-018c172071ef"
"http://www.cdisc.org","Code_332","C62167","Supine Position","Code","2023-12-15","c2e3b0ca-a6f0-4a38-b675-f34a4bf08657"
"http://www.cdisc.org","Code_333","C62164","Body Position","Code","2023-12-15","2cbe53b7-bdd0-4f42-8d86-6c580a602755"
"http://www.cdisc.org","Code_334","C12681","Brachial Artery","Code","2023-12-15","dc08ff88-63ce-499a-ab43-e16f64691db7"
"http://www.cdisc.org","Code_335","C12687","Common Carotid Artery","Code","2023-12-15","7d3862cc-5c61-4fb1-805f-959ebcc2c733"
"http://www.cdisc.org","Code_336","C32478","Dorsalis Pedis Artery","Code","2023-12-15","623fb656-7c2b-40c0-9451-ae3ba8fbdc9c"
"http://www.cdisc.org","Code_337","C12715","Femoral Artery","Code","2023-12-15","17fdf725-79a1-4156-91e5-ce44de0a0a69"
"http://www.cdisc.org","Code_338","C12838","Radial Artery","Code","2023-12-15","b71508d4-ced9-4643-b178-eb617129e3d9"
"http://www.cdisc.org","Code_339","C13717","Anatomic Site","Code","2023-12-15","df20b1f3-410b-4c74-9354-e925f9183057"
"http://www.cdisc.org","Code_340","C25229","Left","Code","2023-12-15","48fb44b6-d4c3-43b1-aaa9-b50474335954"
"http://www.cdisc.org","Code_341","C25228","Right","Code","2023-12-15","10b61abf-3aaf-42a3-9070-eea8af7d6de9"
"http://www.cdisc.org","Code_342","C25185","Laterality","Code","2023-12-15","470cf0f7-74f7-4903-8d2f-636d44fb4ad4"
"http://www.cdisc.org","Code_343","C25298","SYSBP","Code","2023-12-15","a56150d1-3f52-4a22-9e40-ea69b4b07ea8"
"http://www.cdisc.org","Code_344","C25299","DIABP","Code","2023-12-15","f854e40d-d31d-4cf9-8323-ce2c52c7ddc3"
"http://www.cdisc.org","Code_345","C77140","Clinical Test Result","Code","2023-12-15","70d93f8b-7ed8-45ca-99c3-d01a39ac93b5"
"http://www.cdisc.org","Code_346","C49669","Unit of Pressure","Code","2023-12-15","d1384264-e92d-4508-b0c9-2e85e90d7897"
"http://www.cdisc.org","Code_347","C62122","Sitting","Code","2023-12-15","dd70b63a-9526-422c-889d-5af498c9c7d6"
"http://www.cdisc.org","Code_348","C62166","Standing","Code","2023-12-15","783b6504-26d8-4135-a7ef-28527655b73d"
"http://www.cdisc.org","Code_349","C62167","Supine Position","Code","2023-12-15","bb229c53-eb46-4d95-ab6a-722e0bae1ff3"
"http://www.cdisc.org","Code_350","C62164","Body Position","Code","2023-12-15","8702ccc2-3ee1-4d80-a7c3-e8db5c293243"
"http://www.cdisc.org","Code_351","C12681","Brachial Artery","Code","2023-12-15","f6bf44f1-11d9-40b3-a5d0-d2dde710c9cd"
"http://www.cdisc.org","Code_352","C12687","Common Carotid Artery","Code","2023-12-15","df8eed72-0646-41bd-a92a-a2dc2d762128"
"http://www.cdisc.org","Code_353","C32478","Dorsalis Pedis Artery","Code","2023-12-15","29f9757e-663f-4013-aece-8be36d3e2ba4"
"http://www.cdisc.org","Code_354","C12715","Femoral Artery","Code","2023-12-15","d7831e96-ff8a-40a2-be76-5fcd90d7b08b"
"http://www.cdisc.org","Code_355","C12838","Radial Artery","Code","2023-12-15","8c8fb10f-1922-4fdb-9242-8121fc65a6a0"
"http://www.cdisc.org","Code_356","C13717","Anatomic Site","Code","2023-12-15","21c6dbe5-7088-4c88-a73a-eec6673aa8e2"
"http://www.cdisc.org","Code_357","C25229","Left","Code","2023-12-15","12ba9416-6e04-4ae9-8638-acf5087419ee"
"http://www.cdisc.org","Code_358","C25228","Right","Code","2023-12-15","65b788b6-1a05-44c2-8c0c-b1394c734d40"
"http://www.cdisc.org","Code_359","C25185","Laterality","Code","2023-12-15","f14b4a3a-0423-45a6-b0e0-88c66d056807"
"http://www.cdisc.org","Code_360","C25299","DIABP","Code","2023-12-15","13420cc2-1bee-4dfc-9fd8-d0fa515e54f3"
"http://www.cdisc.org","Code_361","C49677","HR","Code","2023-12-15","b7e0ba6f-4b28-45f5-ae3f-eab82c5e0b96"
"http://www.cdisc.org","Code_362","C77140","Clinical Test Result","Code","2023-12-15","ff1749b9-2511-45c2-8f58-bffc26763c83"
"http://www.cdisc.org","Code_363","C73688","Count per Minute","Code","2023-12-15","7d10c201-3ea7-4782-8c1b-6f40b308faa4"
"http://www.cdisc.org","Code_364","C62122","Sitting","Code","2023-12-15","44e0e62b-27ee-4178-8b25-d837a8a26086"
"http://www.cdisc.org","Code_365","C62166","Standing","Code","2023-12-15","9a5fb2ce-1279-4a5b-869f-166105a56541"
"http://www.cdisc.org","Code_366","C62167","Supine Position","Code","2023-12-15","5bbc70d9-35be-4917-bc26-e7f701f5d6ee"
"http://www.cdisc.org","Code_367","C62164","Body Position","Code","2023-12-15","4023a767-01ce-4db0-bcf1-6192367b0bfb"
"http://www.cdisc.org","Code_368","C12681","Brachial Artery","Code","2023-12-15","173ecfa6-f319-4345-b170-e7c51fef575b"
"http://www.cdisc.org","Code_369","C12687","Common Carotid Artery","Code","2023-12-15","37e2ce7a-935b-4108-a588-a1083c502588"
"http://www.cdisc.org","Code_370","C32478","Dorsalis Pedis Artery","Code","2023-12-15","4dd2e0bb-366e-497d-a316-bbf0df86b26d"
"http://www.cdisc.org","Code_371","C12715","Femoral Artery","Code","2023-12-15","e5090606-d944-4c73-83d3-ff678a351720"
"http://www.cdisc.org","Code_372","C12838","Radial Artery","Code","2023-12-15","819f297e-8efa-4ead-aa91-a79f034ea185"
"http://www.cdisc.org","Code_373","C13717","Anatomic Site","Code","2023-12-15","36884dae-e76c-43e4-80a7-7288c7f49c60"
"http://www.cdisc.org","Code_374","C25229","Left","Code","2023-12-15","dcf5e1ad-2908-4843-944e-126d989fdad4"
"http://www.cdisc.org","Code_375","C25228","Right","Code","2023-12-15","3b39ce5f-f169-4ca0-a1a8-fc80e9cd6807"
"http://www.cdisc.org","Code_376","C25185","Laterality","Code","2023-12-15","f86532ea-d6e3-4ac2-a6f1-e4706ed7ddf4"
"http://www.cdisc.org","Code_377","C49677","HR","Code","2023-12-15","c15dc240-5785-4e1f-9acb-2a5872759ac6"
